,Lens ID,027-396-266-532-738,066-382-980-653-77X,116-085-787-369-516,036-149-448-029-082,179-132-294-510-213,059-611-580-408-33X,063-359-887-330-154,116-509-832-503-46X,131-292-364-160-556,043-454-317-567-459,060-372-899-346-10X,078-881-949-441-033,025-320-084-599-970,062-055-064-561-85X,007-409-477-173-741,045-388-908-940-286,046-376-269-492-795,061-018-838-320-648,097-421-372-053-520,118-102-398-817-762
129,072-262-854-270-373,0.0,0.0,0.0,0.0,0.0,0.09032906604698634,0.03570445069713708,0.038351541897642935,0.04083462617990967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130,086-157-478-708-338,0.0,0.0,0.0,0.0,0.0,0.000588517428380708,0.01051668529677278,0.06106998596533075,0.049013198255627055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131,090-891-932-202-646,0.0,0.0,0.0,0.0,0.0,0.016522380909483735,0.00164290738065198,0.02281071631308282,0.053056543304138046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
132,094-882-702-642-495,0.0,0.0,0.0,0.0,0.0,0.01127750346637374,0.015681528060815676,0.0667828953942078,0.022389336198511488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
133,099-514-033-359-088,0.0,0.0,0.0,0.0,0.0,0.0396094573225878,0.003522136792562955,0.034596920874860215,0.06976832570809749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
134,099-651-790-941-367,0.0,0.0,0.0,0.0,0.0,0.06772530307679053,0.006924041436618456,0.046709436208558934,0.06418875154861944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
135,100-935-111-075-54X,0.0,0.0,0.0,0.0,0.0,0.044993018515070995,0.009745089686332158,0.052890207224357486,0.09806070207336938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
136,101-548-643-785-143,0.0,0.0,0.0,0.0,0.0,0.055706977947069004,0.02447725462553869,0.02738567821540981,0.026891511874257566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
137,103-743-287-428-874,0.0,0.0,0.0,0.0,0.0,0.04263346277740064,0.0,0.033014352704778656,0.024652491368442248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
138,104-511-034-288-619,0.0,0.0,0.0,0.0,0.0,0.008071560320083855,0.0032988935932987246,0.04066632362737444,0.03325933859053105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
139,109-321-719-727-13X,0.0,0.0,0.0,0.0,0.0,0.05750010319930491,0.018168254479124936,0.03067558027059926,0.04585064742028676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
140,124-748-119-715-692,0.0,0.0,0.0,0.0,0.0,0.032289805544596886,0.003962650846404701,0.06901740342845553,0.04835859949356561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
141,125-672-379-353-323,0.0,0.0,0.0,0.0,0.0,0.03919337615275072,0.008858963148743666,0.041176132809391926,0.020913145564051237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
142,129-335-229-947-343,0.0,0.0,0.0,0.0,0.0,0.021654907570218717,0.029980718341559777,0.013307121680010626,0.03970290401366158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143,129-809-003-331-783,0.0,0.0,0.0,0.0,0.0,0.02057730532818832,0.00596815575672988,0.055006989952729825,0.10948158087317739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
144,135-514-499-218-272,0.0,0.0,0.0,0.0,0.0,0.07564837341831995,0.018991252366173716,0.0283043228617242,0.04871642259949596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
145,138-963-204-270-114,0.0,0.0,0.0,0.0,0.0,0.030516244905056052,0.0,0.03390765145063998,0.05338137220385247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
146,139-415-373-727-671,0.0,0.0,0.0,0.0,0.0,0.05745672496654991,0.024142148387670148,0.030464627453791776,0.07991473097310332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
147,154-969-566-820-758,0.0,0.0,0.0,0.0,0.0,0.07964172333931287,0.007028909159413118,0.06281537782096469,0.07399788253615247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
148,158-139-147-446-223,0.0,0.0,0.0,0.0,0.0,0.026156803637954695,0.01625251617388694,0.0,0.03742095746119778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
149,185-059-218-401-751,0.0,0.0,0.0,0.0,0.0,0.050428872945108075,0.019550320895153708,0.0075580572907688985,0.050802265730239285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
150,188-130-097-599-287,0.0,0.0,0.0,0.0,0.0,0.011127979326053302,0.03448098470107272,0.08285621849526104,0.06558636993419638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
151,002-227-810-181-405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005964347696677721,0.010579249824052592,0.033101359243310514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
152,013-594-974-562-515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016916273833241763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
153,018-426-685-841-728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03358000497497256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
154,034-937-628-469-063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0035600891556479644,0.04410647713848451,0.016565296046331862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
155,039-572-877-788-682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012732083583777053,0.0032322131214677363,0.003407987822662778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
156,039-890-704-429-132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004918999603452123,0.011970793326301903,0.020992235287559204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
157,057-230-358-061-61X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028446879593343615,0.01627515918990264,0.03420509334456149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
158,057-466-204-899-197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.056202347323241024,0.03695599022238517,0.005532448280455108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
159,061-894-521-034-918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05403126186060773,0.0049676505716468615,0.07140490263049049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
160,062-724-086-574-032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032464918230733886,0.06390962723546509,0.02375017644337768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
161,071-572-690-596-47X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024669390343345973,0.0246753501054224,0.06163935065163853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
162,076-147-310-562-230,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030382014699601927,0.004426708366072793,0.012918452640318427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
163,101-786-473-793-24X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028539773521652892,0.023493732530296414,0.07825800616031449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
164,103-364-820-610-122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024540404089408656,0.043808226524246936,0.015035197654167578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
165,117-281-186-702-242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02001957429472449,0.0023496265917676037,0.01558379634711686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
166,120-465-396-538-465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03117515008485845,0.009549390602427751,0.030170012513764607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
167,129-443-446-272-731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01180192023448522,0.020729990476257957,0.08768317887530637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
168,164-013-219-239-121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04351719702254743,0.0,0.059561048563416194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
169,165-166-377-215-209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01873148547114672,0.007062385660527667,0.01665456153921324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170,170-177-625-955-412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016103870714333862,0.012128007620469214,0.004972454345726877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
171,190-805-304-109-100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0020798132467661646,0.026815442475064392,0.03546329644163498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
172,194-391-518-246-985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022690590558114315,0.05467381676826264,0.04410307963887482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
173,001-542-585-753-06X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
174,010-165-399-327-919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
175,013-353-791-759-027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176,013-636-309-273-433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
177,014-665-421-131-071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
178,016-780-208-466-573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
179,019-135-892-010-245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
180,033-140-945-207-53X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
181,033-950-497-342-66X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
182,046-402-144-705-650,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
183,050-238-052-849-254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
184,054-305-338-343-34X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
185,066-611-818-335-788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
186,072-364-355-191-82X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
187,078-012-100-970-29X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
188,080-376-612-270-923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
189,088-963-079-143-906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
190,089-926-127-972-615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
191,092-107-960-468-848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192,094-974-208-048-309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
193,098-551-863-329-618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
194,102-669-910-571-199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
195,103-683-153-528-499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
196,108-795-741-054-873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
197,111-417-084-591-248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
198,120-767-088-360-769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
199,132-693-568-339-041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200,136-929-137-424-66X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201,138-044-330-708-116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202,140-120-127-320-865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
203,165-093-106-271-191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
204,179-665-467-280-842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
205,180-658-270-170-05X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
206,183-733-118-359-209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
207,187-701-961-076-877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208,191-349-254-093-883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
209,193-381-516-111-686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
210,005-477-590-821-001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04830788112175565,0.07585467418319304,0.0,0.0,0.0,0.0,0.0,0.0
211,006-260-890-457-159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06854554813185805,0.030440661616387588,0.0,0.0,0.0,0.0,0.0,0.0
212,012-629-049-920-451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01460834080356253,0.0062322395099062905,0.0,0.0,0.0,0.0,0.0,0.0
213,016-199-714-006-263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04028505620955411,0.024074336444963693,0.0,0.0,0.0,0.0,0.0,0.0
214,030-902-854-635-052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03064732302270281,0.0,0.0,0.0,0.0,0.0,0.0,0.0
215,033-100-558-536-10X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027644669395834327,0.016992895854711147,0.0,0.0,0.0,0.0,0.0,0.0
216,033-709-183-964-289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012764266917566897,0.027828104515955587,0.0,0.0,0.0,0.0,0.0,0.0
217,036-074-742-305-080,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06909657691228743,0.1049752304693707,0.0,0.0,0.0,0.0,0.0,0.0
218,046-947-454-102-783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04164974923449444,0.10013532539226189,0.0,0.0,0.0,0.0,0.0,0.0
219,050-571-717-599-069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01760565423643005,0.02825412185663032,0.0,0.0,0.0,0.0,0.0,0.0
220,051-858-967-360-549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021433511078884103,0.007852753151348977,0.0,0.0,0.0,0.0,0.0,0.0
221,056-843-928-028-56X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005135089700543125,0.0,0.0,0.0,0.0,0.0,0.0
222,057-197-413-657-247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047913372170966764,0.013016859449236003,0.0,0.0,0.0,0.0,0.0,0.0
223,076-882-748-116-316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0315684368665416,0.0810564323218634,0.0,0.0,0.0,0.0,0.0,0.0
224,097-759-558-650-313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09191215664705274,0.0509194809579466,0.0,0.0,0.0,0.0,0.0,0.0
225,132-396-141-682-245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04861121874338897,0.01336048644552236,0.0,0.0,0.0,0.0,0.0,0.0
226,135-471-224-323-287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0480218372807843,0.033516624787845645,0.0,0.0,0.0,0.0,0.0,0.0
227,141-208-622-576-887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026117571113133925,0.032279584194699375,0.0,0.0,0.0,0.0,0.0,0.0
228,146-114-322-954-991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0382082159193618,0.021871170859302357,0.0,0.0,0.0,0.0,0.0,0.0
229,148-753-200-673-175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023381357309010503,0.025623887843250828,0.0,0.0,0.0,0.0,0.0,0.0
230,167-707-200-597-186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01873727969718784,0.03916674987316321,0.0,0.0,0.0,0.0,0.0,0.0
231,173-877-453-721-519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020025487418379957,0.055996592427439915,0.0,0.0,0.0,0.0,0.0,0.0
232,174-044-959-189-259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029574082190865426,0.011081380977978672,0.0,0.0,0.0,0.0,0.0,0.0
233,182-158-356-687-801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038653092652139946,0.030979952467107275,0.0,0.0,0.0,0.0,0.0,0.0
234,001-281-947-751-975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006820009541724343,0.0,0.0,0.03760524420811729,0.0,0.0
235,006-920-773-223-354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058608522351707396,0.04512360485251511,0.029416809067385634,0.014782011333852412,0.009139765656692314,0.0
236,014-482-297-957-834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06359398363392295,0.0580427560638027,0.04310078845895406,0.07172016872770383,0.03557794956864173,0.0
237,014-498-810-516-367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05284862561273866,0.03739747195126699,0.03326543074472088,0.030385060121848172,0.01989913676317278,0.0
238,019-513-098-708-289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014135087369265418,0.035186647575242064,0.027984034599837497,0.0504969388851946,0.0224340119843294,0.0
239,028-990-627-361-144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022765870381630304,0.0,0.040666277312834766,0.033381850129255874,0.021263439098613206,0.0
240,037-377-525-775-574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0029948753673862414,0.0,0.06991113193315439,0.009622954550046863,0.01450764168780239,0.0
241,037-935-884-055-847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017733976264619235,0.020449127328805796,0.08586174958711193,0.058129846634438105,0.05810886179802184,0.0
242,042-401-029-005-536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05285250071441523,0.021514563749083133,0.05970874718951272,0.02914466431540913,0.03948020722674124,0.0
243,043-251-321-340-134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05602685201185641,0.05649872600051802,0.018346906496890587,0.029430873688543885,0.02545396027224913,0.0
244,044-023-593-835-730,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029903007966710055,0.011100693561694845,0.031528334090003,0.03483345381914876,0.0,0.0
245,046-846-411-960-590,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029485831238191405,0.028573429209172045,0.030368948981964433,0.018907700911299917,0.043591444310104914,0.0
246,048-107-503-236-974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01834306615441867,0.026919671193334972,0.04127161110228308,0.03967396802827446,0.03713347058612274,0.0
247,048-127-750-639-998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04917846957893418,0.0734745595297089,0.0752051785096755,0.06393353305161664,0.06050477136568592,0.0
248,048-970-965-076-466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.036729929115971394,0.06245773293113446,0.009466944372816647,0.020425097615544723,0.044857555433217546,0.0
249,056-414-859-740-557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030783660687780212,0.05841798150537824,0.014420963102739968,0.060479345530469776,0.02809285762751131,0.0
250,056-950-902-277-094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04503880336794079,0.05374823946433398,0.07265829763451445,0.038753361212285196,0.01709921739667651,0.0
251,058-201-431-727-742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02970072616451467,0.0,0.04210105235587859,0.0304551231055849,0.002254714723419548,0.0
252,066-162-924-625-788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030683502760325367,0.0,0.023943240505153902,0.03121388573158286,0.03739351340275439,0.0
253,067-245-023-581-167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03777858669038345,0.04042299170286108,0.017341267255331926,0.07240576586036086,0.01703414958167246,0.0
254,070-541-958-070-965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.051715363102345854,0.01720171595596703,0.034531606416431535,0.08321885470006844,0.02780243831359893,0.0
255,074-500-461-363-345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0502478280166416,0.05232858817898117,0.041636713907329224,0.028926253852706245,0.09259165397790167,0.0
256,078-451-133-512-02X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027552336434806934,0.05453381075730042,0.09206018286245779,0.05210128022323632,0.003542784741699822,0.0
257,080-833-091-660-82X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045520945048718356,0.03336095723227027,0.040732233376515575,0.05612172990683106,0.01845556973053597,0.0
258,093-549-532-693-584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027972209716305593,0.021419184650627664,0.03610784023308777,0.02409289014298393,0.06978910060167157,0.0
259,104-095-760-090-607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04325081339209959,0.016956816628800497,0.03810734121663147,0.022225021451595266,0.0,0.0
260,116-584-634-731-701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032464029407249906,0.08076967553235227,0.03661683998562755,0.06459521679877896,0.01365877696590432,0.0
