,Lens ID,045-388-908-940-286,131-292-364-160-556,116-085-787-369-516,179-132-294-510-213,027-396-266-532-738,060-372-899-346-10X,061-018-838-320-648,007-409-477-173-741,097-421-372-053-520,043-454-317-567-459,046-376-269-492-795,078-881-949-441-033,062-055-064-561-85X,025-320-084-599-970,059-611-580-408-33X,116-509-832-503-46X,063-359-887-330-154,066-382-980-653-77X,036-149-448-029-082,118-102-398-817-762
125,014-498-810-516-367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06552712130753661,0.017963457685069104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
126,019-178-979-244-511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.048547778424742165,0.011669006309637473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
127,024-276-265-590-973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007558171858977685,0.046037601861830535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
128,032-707-667-937-548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02890243343784716,0.020846372730730946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
129,032-920-635-083-229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05384072473314457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130,037-377-525-775-574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0035286227649619067,0.013028117302350897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131,038-455-032-007-224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.044348005219296736,0.008788446112005082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
132,043-251-321-340-134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058098873570127024,0.021785865292734834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
133,046-947-454-102-783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034815342797270464,0.035616543373563236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
134,048-107-503-236-974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01379831520840654,0.05629344994694123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
135,054-597-134-280-815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017045381103769467,0.06354526425010135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
136,067-245-023-581-167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.046046617275248544,0.027619703359837374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
137,068-347-597-479-448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030858139814024417,0.0007736089092063408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
138,072-262-854-270-373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016076528814816686,0.07787197159418888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
139,074-500-461-363-345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05916830615136238,0.08801600053791758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
140,076-147-310-562-230,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03832341787202617,0.046024666493999375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
141,078-887-084-126-065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017077708896839825,0.0509559603829734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
142,080-833-091-660-82X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026109381444356736,0.01800053977292094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143,081-472-552-790-009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030760386288534433,0.04676417114956054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
144,093-549-532-693-584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.035387974443298165,0.06685098684885038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
145,093-946-427-403-951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004041666992633846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
146,098-267-139-915-909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022748602801953705,0.05862039511886341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
147,104-465-453-188-095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03327456944978778,0.022401261115326955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
148,110-502-601-552-555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03612889155575686,0.020436663395003732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
149,114-610-700-517-329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04978969640218462,0.02065887401098648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
150,115-406-999-927-24X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02723957436552129,0.033368109301635335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
151,138-254-519-618-953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038661436758724674,0.015165426825623933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
152,159-341-018-942-277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034795547320659294,0.0010278295432151205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
153,169-888-128-565-929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0029156600977813638,0.04475763470336615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
154,180-963-788-596-582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04977457677876358,0.05210313737047256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
155,001-542-585-753-06X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016055860603771566,0.03522754290772388,0.04633534547638443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
156,009-175-881-547-438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003194542742715538,0.021703350657287304,0.003463180308851744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
157,025-832-836-773-820,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031981069410342254,0.05291354047551301,0.037127128993085026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
158,026-048-467-239-979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03593301263694605,0.01411378567511143,0.06718996787056437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
159,031-650-207-787-672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04326408453089123,0.06048264694783394,0.07085608783728711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
160,032-050-236-233-836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07558078850295062,0.002570652337193907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
161,034-244-957-935-06X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007471764785674765,0.02717366098443279,0.024931775009415236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
162,048-127-750-639-998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.035626928189770854,0.08074377828901036,0.013562320558089052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
163,052-670-916-661-239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026646165584078934,0.024749712784548697,0.017195978129081982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
164,064-607-448-852-803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038424322488147214,0.039161003863233776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
165,077-954-762-700-03X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003361159790798497,0.03829481605644743,0.009976283425305614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
166,084-598-061-461-73X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024239878147728416,0.0076096203766756266,0.009608554917455946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
167,100-935-111-075-54X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008901636916141185,0.10467070662745923,0.03397482904519645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
168,104-511-034-288-619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02712956762716453,0.023383920469675235,0.006924279515533328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
169,109-760-057-069-354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028999401374417685,0.0382373829165442,0.023281058017722824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170,110-917-132-699-697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027725033295792366,0.05198456969986792,0.019027697985935225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
171,120-465-396-538-465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02682878271081645,0.040412218816324876,0.032050432159078136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
172,122-703-378-850-053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00894308256473102,0.06646591274337327,0.033229726190803076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
173,135-514-499-218-272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005164793696210763,0.08049629833909966,0.03543442115018446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
174,164-013-219-239-121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.056450101102484614,0.05364455421365881,0.060607689893785927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
175,173-631-094-662-915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022776039884333615,0.03643314583228159,0.012556846527217438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176,000-189-988-224-76X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02687691542178621,0.0,0.0,0.0,0.0,0.0,0.0,0.0
177,006-260-890-457-159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01972247944325768,0.0,0.0,0.0,0.0,0.0,0.0,0.0
178,013-353-791-759-027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05658501556146997,0.0,0.0,0.0,0.0,0.0,0.0,0.0
179,013-636-309-273-433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.052429769062006096,0.0,0.0,0.0,0.0,0.0,0.0,0.0
180,019-135-892-010-245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019512578827503048,0.0,0.0,0.0,0.0,0.0,0.0,0.0
181,036-074-742-305-080,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10121972009096825,0.0,0.0,0.0,0.0,0.0,0.0,0.0
182,039-088-632-836-477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05701166481898013,0.0,0.0,0.0,0.0,0.0,0.0,0.0
183,046-402-144-705-650,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0626400016370235,0.0,0.0,0.0,0.0,0.0,0.0,0.0
184,051-858-967-360-549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010451170488527914,0.0,0.0,0.0,0.0,0.0,0.0,0.0
185,053-719-795-895-127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07911561957447731,0.0,0.0,0.0,0.0,0.0,0.0,0.0
186,064-432-781-825-17X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
187,071-825-816-424-896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01671166245669012,0.0,0.0,0.0,0.0,0.0,0.0,0.0
188,076-882-748-116-316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07759844746007558,0.0,0.0,0.0,0.0,0.0,0.0,0.0
189,080-752-452-284-07X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025966943562426608,0.0,0.0,0.0,0.0,0.0,0.0,0.0
190,094-974-208-048-309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02372299362086141,0.0,0.0,0.0,0.0,0.0,0.0,0.0
191,108-951-652-767-38X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.053674978102202744,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192,111-417-084-591-248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004474224749778751,0.0,0.0,0.0,0.0,0.0,0.0,0.0
193,129-809-003-331-783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04224218169660514,0.0,0.0,0.0,0.0,0.0,0.0,0.0
194,132-693-568-339-041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0374711573135709,0.0,0.0,0.0,0.0,0.0,0.0,0.0
195,135-471-224-323-287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03778728184160967,0.0,0.0,0.0,0.0,0.0,0.0,0.0
196,165-093-106-271-191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10472382026801322,0.0,0.0,0.0,0.0,0.0,0.0,0.0
197,188-130-097-599-287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04914326526524129,0.0,0.0,0.0,0.0,0.0,0.0,0.0
198,191-349-254-093-883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06760147735079079,0.0,0.0,0.0,0.0,0.0,0.0,0.0
199,003-149-126-851-754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05087062878962454,0.030880644138263597,0.04169303985809822,0.0,0.0,0.0,0.0
200,006-920-773-223-354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05942524273310176,0.02270476978726789,0.03692600371460954,0.0,0.0,0.0,0.0
201,028-990-627-361-144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03104718399236383,0.042238666796553,0.031672522141414784,0.0,0.0,0.0,0.0
202,030-902-854-635-052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022886223737508517,0.0,0.0,0.0,0.0,0.0,0.0
203,033-709-183-964-289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025943535839371257,0.02654711550711796,0.006009716740282079,0.0,0.0,0.0,0.0
204,042-401-029-005-536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015351451644179184,0.03066789193380174,0.0012295952014193905,0.0,0.0,0.0,0.0
205,048-970-965-076-466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05478981251903185,0.08560968047665349,0.04235995766865931,0.0,0.0,0.0,0.0
206,050-238-052-849-254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0761909883113076,0.014837536637209651,0.0761671156351852,0.0,0.0,0.0,0.0
207,056-950-902-277-094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06431986419272805,0.07720476823509753,0.024005310407512172,0.0,0.0,0.0,0.0
208,062-376-529-028-631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05496342548029854,0.08340006280557828,0.013277500251320616,0.0,0.0,0.0,0.0
209,066-162-924-625-788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01718458572200088,0.010806750278646542,0.011791398524272157,0.0,0.0,0.0,0.0
210,085-964-441-290-42X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05634522925929521,0.0865116277518029,0.04203867152251872,0.0,0.0,0.0,0.0
211,115-384-194-385-151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00988053901842222,0.08591802175256913,0.021497152564949277,0.0,0.0,0.0,0.0
212,116-584-634-731-701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06954642115882567,0.04572412793544612,0.039906504117963607,0.0,0.0,0.0,0.0
213,119-828-100-009-826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03443027379386305,0.021760459550715816,0.03644889529341374,0.0,0.0,0.0,0.0
214,120-820-618-313-83X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03326928349465034,0.01590771369401502,0.051585505198156224,0.0,0.0,0.0,0.0
215,134-995-876-286-996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021992220245098004,0.04667063766676435,0.005889071923358118,0.0,0.0,0.0,0.0
216,138-963-204-270-114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03316751130528503,0.014322467265043336,0.021365060294736626,0.0,0.0,0.0,0.0
217,167-707-200-597-186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014531776504061294,0.006872394839649788,0.06771108502506029,0.0,0.0,0.0,0.0
218,179-665-467-280-842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01211515021513965,0.0871215308921517,0.0233929165502118,0.0,0.0,0.0,0.0
219,182-499-359-463-219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05365364809300202,0.08647067280742692,0.09403951018945696,0.0,0.0,0.0,0.0
220,187-701-961-076-877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08801327345536071,0.014399124129119293,0.0739165657618398,0.0,0.0,0.0,0.0
221,001-254-322-670-872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005249760069687045,0.06284069962728905,0.0,0.0
222,002-733-369-145-420,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008737790326261896,0.015502908931602492,0.0,0.0
223,010-165-399-327-919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03782187784885606,0.014154584386659662,0.0,0.0
224,013-594-974-562-515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005423882746383046,0.020151240808330417,0.0,0.0
225,013-764-041-525-607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011218317957564231,0.02340849802084028,0.0,0.0
226,026-156-970-219-041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02395515790422724,0.05306025159352294,0.0,0.0
227,038-170-805-379-451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0289814122874966,0.0,0.0
228,039-572-877-788-682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006067050673567189,0.01937500717906089,0.0,0.0
229,039-890-704-429-132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0030161510918131768,0.014876894053757257,0.0,0.0
230,040-208-896-050-485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01010654897457567,0.033486926474757664,0.0,0.0
231,050-418-334-813-530,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03808642995500613,0.05133453425455922,0.0,0.0
232,051-455-719-730-276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05174876292829602,0.0,0.0
233,057-230-358-061-61X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008858057116949064,0.05247344948783669,0.0,0.0
234,057-453-531-906-267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033807010964415546,0.014249327686011223,0.0,0.0
235,078-451-133-512-02X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02230411504197179,0.023708603116141348,0.0,0.0
236,086-157-478-708-338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008564215726129094,0.0217830739715781,0.0,0.0
237,090-891-932-202-646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008085569936903099,0.029265374743838744,0.0,0.0
238,101-548-643-785-143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020239344347931256,0.046553885167241536,0.0,0.0
239,101-786-473-793-24X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008283377059469969,0.013505555968012384,0.0,0.0
240,103-683-153-528-499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0029571512671764406,0.04439392704961271,0.0,0.0
241,109-321-719-727-13X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014899616425424112,0.0290130084862679,0.0,0.0
242,117-281-186-702-242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0052465367340182294,0.036019984042572326,0.0,0.0
243,129-443-446-272-731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02349591694405316,0.02548443518893565,0.0,0.0
244,146-586-701-703-282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03489951535522996,0.0,0.0
245,148-753-200-673-175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015706975865921055,0.01220674225815363,0.0,0.0
246,160-606-850-771-257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011903381643754474,0.0,0.0
247,191-464-698-912-126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009836043566469901,0.06556575030012021,0.0,0.0
248,194-391-518-246-985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02047289815789326,0.051239499796237896,0.0,0.0
249,016-780-208-466-573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009919952024510495,0.0
250,023-752-023-695-957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.035990632135869026,0.0
251,054-076-780-075-898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02585403725675323,0.0
252,064-751-648-054-001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02246588159817327,0.0
253,068-575-306-450-958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006840789199729799,0.0
254,087-931-774-679-603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03516017832400493,0.0
255,102-669-910-571-199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025761724576498904,0.0
256,117-110-543-208-845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03035152903357038,0.0
257,122-817-336-993-887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
258,124-748-119-715-692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013073664765654422,0.0
259,136-929-137-424-66X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04968570588137092,0.0
