,Lens ID,027-396-266-532-738,043-454-317-567-459,078-881-949-441-033,045-388-908-940-286,061-018-838-320-648,116-085-787-369-516,116-509-832-503-46X,131-292-364-160-556,025-320-084-599-970,046-376-269-492-795,060-372-899-346-10X,062-055-064-561-85X,063-359-887-330-154,066-382-980-653-77X,097-421-372-053-520,179-132-294-510-213,007-409-477-173-741,036-149-448-029-082,059-611-580-408-33X,118-102-398-817-762
81,001-759-543-067-376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07235876670246964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,002-227-810-181-405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0958851028822858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,003-149-126-851-754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0262359402567342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,006-948-163-366-774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04453488906885836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,008-962-886-761-456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06837425706373533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,009-175-881-547-438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037054340051192694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,013-302-417-490-03X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027227381732289297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,013-594-974-562-515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03473988168277016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,013-996-415-887-147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02714902468203275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,017-784-773-403-422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022038832513272127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,018-426-685-841-728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06684430070137556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,019-178-979-244-511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03557809037958709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93,025-107-741-251-630,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03060410713667358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,025-832-836-773-820,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08450831520494907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,026-156-970-219-041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003926753450298719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,030-929-233-804-44X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05299863817591365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,038-170-805-379-451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03748318345275385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98,038-737-526-962-518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05250146878015847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,039-572-877-788-682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007314615333102748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,040-208-896-050-485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02259330786451064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101,042-401-029-005-536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005391961726943666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102,056-414-859-740-557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04413270282219596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103,057-197-413-657-247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037293627262862825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,057-230-358-061-61X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06928148713423327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105,061-894-521-034-918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030384736986265436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106,065-723-239-027-836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0516472729496396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
107,067-195-084-305-016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.054744992591763034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108,068-575-306-450-958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04922646835766457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109,068-842-015-943-027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05024956609839304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110,071-572-690-596-47X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039194938535553496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
111,074-632-781-234-90X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03851271602774647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112,076-823-648-953-459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05909187127623303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113,086-157-478-708-338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04761095791089455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114,088-963-079-143-906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02875697515645443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115,093-639-455-889-549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03326595335525845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116,095-597-624-140-45X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03364646750370493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117,097-759-558-650-313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04705234405286316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
118,099-514-033-359-088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06975916291100209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
119,099-651-790-941-367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05970523946531292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120,101-786-473-793-24X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02479203257193043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121,104-465-453-188-095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05094402124777182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
122,114-610-700-517-329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02611196524812029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123,116-584-634-731-701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05397776048692572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124,117-281-186-702-242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02759647288994509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
