,Lens ID,063-359-887-330-154,027-396-266-532-738,043-454-317-567-459,060-372-899-346-10X,061-018-838-320-648,066-382-980-653-77X,078-881-949-441-033,097-421-372-053-520,036-149-448-029-082,045-388-908-940-286,046-376-269-492-795,116-509-832-503-46X,007-409-477-173-741,116-085-787-369-516,118-102-398-817-762,025-320-084-599-970,059-611-580-408-33X,062-055-064-561-85X,131-292-364-160-556,179-132-294-510-213
113,034-937-628-469-063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0054283480263087784,0.06153725140830245,0.039381876915021354,0.017421676919001598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114,039-088-632-836-477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027895667367394364,0.03190866118668752,0.022707176747333246,0.051045102953716004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115,046-402-144-705-650,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03497986309925673,0.06036139458047059,0.032268790788496836,0.019348707884944187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116,048-127-750-639-998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04387598595691233,0.05340785582799017,0.058766526709876504,0.025128793572596397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117,050-238-052-849-254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019069096150990283,0.043381017879907,0.0664699188413766,0.11495727606928316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
118,056-950-902-277-094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04175591232389793,0.030763176239189904,0.07374190278340174,0.02689040756550782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
119,056-979-885-047-930,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.061868374430965,0.060663079382031866,0.027683975085582766,0.015394767263750064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120,057-453-531-906-267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022322443209991938,0.022565707955419012,0.01854443307056339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121,057-466-204-899-197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03000103451016687,0.024955213374210153,0.07461972723135461,0.06906864864318289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
122,067-195-084-305-016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012848973704983488,0.04699748451259224,0.03680630596862999,0.06868787129947969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123,067-245-023-581-167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013415620388398969,0.028806818535578385,0.028462122607123243,0.0674919946243229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124,074-500-461-363-345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004644248055442528,0.05328009527104043,0.04052970476932922,0.05515952613270855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125,078-887-084-126-065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006285382206047827,0.006012336113887449,0.01068008490640673,0.012054721871646027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
126,080-376-612-270-923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02230086088108016,0.0,0.009029074615273015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
127,089-926-127-972-615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03647590750204483,0.034443394202814,0.07145501481115218,0.0114873257137281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
128,090-891-932-202-646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010926857930198671,0.04406618490417235,0.038261355355084146,0.031532365508064035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
129,093-549-532-693-584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01107606973865445,0.019999061094479825,0.040208781030506124,0.036516839771079626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130,094-974-208-048-309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014444195377795139,0.07116812129792821,0.03495742788434096,0.004478986594049096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131,096-969-589-679-820,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04218509078272908,0.025656984245241418,0.032409998500367396,0.05483352919921479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
132,103-683-153-528-499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013773129840389916,0.0642924742091963,0.018326622196327327,0.060736541851366115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
133,115-406-999-927-24X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039665519533718094,0.06908656311764921,0.05372387833708524,0.03339572776459474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
134,120-767-088-360-769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031096467794841372,0.045100088195539165,0.010562398976516884,0.07219787756101977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
135,120-820-618-313-83X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03141282754606795,0.035200570184297605,0.03129637736855073,0.06111198068902347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
136,131-111-699-854-730,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008972465869055425,0.01660902853135896,0.0031893248401465703,0.022627892635458228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
137,136-929-137-424-66X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06152564510848082,0.045900863117755375,0.014293833017434813,0.049367787372872826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
138,165-093-106-271-191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021201606985058078,0.052183654929611994,0.03795616652848653,0.04655609906732724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
139,167-707-200-597-186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04728470174750926,0.005370961778905266,0.043580214536001034,0.08685854239787492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
140,169-888-128-565-929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03138758745189675,0.0,0.011857698062776185,0.008542253753470952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
141,173-877-453-721-519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026985733760502048,0.08726527548705819,0.0562224454512056,0.0376326919063047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
142,182-158-356-687-801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0149536281474679,0.011298560933408001,0.03067502539239223,0.047061490360343135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143,183-733-118-359-209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004945685216408971,0.02534940172186758,0.00512908756824319,0.06996973577913687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
144,187-701-961-076-877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018659311473116155,0.04244878300642318,0.06725065679792087,0.11248690568726105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
145,193-381-516-111-686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002695016755792875,0.016895885984224136,0.04603847800032966,0.04296478466805913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
146,008-962-886-761-456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06138545449857501,0.05211897703541772,0.0,0.0,0.0,0.0,0.0,0.0
147,014-498-810-516-367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04300748365409252,0.005214187223601429,0.0,0.0,0.0,0.0,0.0,0.0
148,016-199-714-006-263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014064827812246272,0.017398723773793732,0.0,0.0,0.0,0.0,0.0,0.0
149,018-426-685-841-728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01662955979425547,0.02869506800277487,0.0,0.0,0.0,0.0,0.0,0.0
150,042-401-029-005-536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04728741895429551,0.040931375075130214,0.0,0.0,0.0,0.0,0.0,0.0
151,048-107-503-236-974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0273211684529128,0.02125636043156673,0.0,0.0,0.0,0.0,0.0,0.0
152,050-571-717-599-069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031473714914430476,0.07418475608521054,0.0,0.0,0.0,0.0,0.0,0.0
153,053-719-795-895-127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.053787176530397746,0.0579322349176686,0.0,0.0,0.0,0.0,0.0,0.0
154,054-076-780-075-898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010106990647887087,0.044562159138153694,0.0,0.0,0.0,0.0,0.0,0.0
155,065-723-239-027-836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.044103439466612174,0.053056143999498075,0.0,0.0,0.0,0.0,0.0,0.0
156,068-575-306-450-958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028306775196706713,0.013338846778489968,0.0,0.0,0.0,0.0,0.0,0.0
157,087-931-774-679-603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03340773555538491,0.010368677448383004,0.0,0.0,0.0,0.0,0.0,0.0
158,095-597-624-140-45X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03216210635140419,0.029689825650324103,0.0,0.0,0.0,0.0,0.0,0.0
159,102-669-910-571-199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03542654446975635,0.033093878719881197,0.0,0.0,0.0,0.0,0.0,0.0
160,104-465-453-188-095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039276196210404304,0.05913324071569589,0.0,0.0,0.0,0.0,0.0,0.0
161,105-100-051-441-427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03224862877844277,0.04170935445364722,0.0,0.0,0.0,0.0,0.0,0.0
162,114-610-700-517-329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033628850573266166,0.003353354500586163,0.0,0.0,0.0,0.0,0.0,0.0
163,117-110-543-208-845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03608303805068408,0.00903718625242644,0.0,0.0,0.0,0.0,0.0,0.0
164,119-828-100-009-826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05479795747268659,0.02278767288786302,0.0,0.0,0.0,0.0,0.0,0.0
165,122-817-336-993-887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039750250906465036,0.012286411285184795,0.0,0.0,0.0,0.0,0.0,0.0
166,129-518-699-808-841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.053174080166269906,0.06212986887476436,0.0,0.0,0.0,0.0,0.0,0.0
167,134-995-876-286-996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06527821590652039,0.007248565639570204,0.0,0.0,0.0,0.0,0.0,0.0
168,138-259-316-198-621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012719890988349213,0.019689950921923088,0.0,0.0,0.0,0.0,0.0,0.0
169,138-963-204-270-114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027716033728783923,0.012805381428722853,0.0,0.0,0.0,0.0,0.0,0.0
170,145-431-224-278-742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028336781645722352,0.016412871595668153,0.0,0.0,0.0,0.0,0.0,0.0
171,159-341-018-942-277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02895172856066721,0.0012304507065511714,0.0,0.0,0.0,0.0,0.0,0.0
172,182-499-359-463-219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06595216476516026,0.025479944510956965,0.0,0.0,0.0,0.0,0.0,0.0
173,001-281-947-751-975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
174,002-733-369-145-420,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0044887293428924665,0.0,0.0,0.0,0.0,0.0
175,012-309-807-113-075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8254497347658997,0.0,0.0,0.0,0.0,0.0
176,028-844-316-983-354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13336303480425588,0.0,0.0,0.0,0.0,0.0
177,032-920-635-083-229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
178,039-211-082-250-412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6698585767316941,0.0,0.0,0.0,0.0,0.0
179,045-139-449-368-358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3488191845842506,0.0,0.0,0.0,0.0,0.0
180,059-445-824-916-322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9085426433392654,0.0,0.0,0.0,0.0,0.0
181,072-262-854-270-373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
182,073-054-463-858-866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
183,080-833-091-660-82X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
184,098-551-863-329-618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
185,100-758-379-277-21X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6698585767316941,0.0,0.0,0.0,0.0,0.0
186,103-743-287-428-874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
187,104-626-130-571-406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9227078095167242,0.0,0.0,0.0,0.0,0.0
188,114-672-389-593-030,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11292036674894046,0.0,0.0,0.0,0.0,0.0
189,122-790-951-486-150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1366393282184872,0.0,0.0,0.0,0.0,0.0
190,127-475-456-358-110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27566304379496187,0.0,0.0,0.0,0.0,0.0
191,129-504-756-103-235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12720147614792995,0.0,0.0,0.0,0.0,0.0
192,130-345-560-495-003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6914012544322529,0.0,0.0,0.0,0.0,0.0
193,145-930-999-684-144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
194,166-898-814-966-01X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15993742583328208,0.0,0.0,0.0,0.0,0.0
195,176-234-799-872-074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22148325397336072,0.0,0.0,0.0,0.0,0.0
196,001-542-585-753-06X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012632221512710852,0.03257697438170884,0.022240281414837814,0.013493433139713046,0.03604845144102259
197,005-477-590-821-001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06494615396728846,0.03938024301281673,0.09532297963081406,0.04833425543245302,0.06189702190826847
198,006-260-890-457-159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07817418318045616,0.018124333917631366,0.026307017942028076,0.014434426317630328,0.015869602370804918
199,006-687-633-497-865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029201140873018658,0.053125811123006385,0.07512626734006973,0.04159749097087512,0.0066958806413627125
200,010-165-399-327-919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02239865153144132,0.031238107146278903,0.022020267984234385,0.04181118394674105,0.03083343330187517
201,013-353-791-759-027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0366254831332078,0.02180344001528001,0.07124778851132683,0.02659474006571911,0.033140157737082995
202,013-636-309-273-433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011181789190731088,0.00423419099913196,0.05819940415288034,0.020430741297425198,0.02554853494062104
203,017-784-773-403-422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024888998286480134,0.06487270738274742,0.008710792236191086,0.02048397933713267,0.04038918829664891
204,024-276-265-590-973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024065811363904566,0.0398283255879852,0.01224768116661724,0.05021338038061465,0.059280706519342787
205,025-832-836-773-820,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03970477740734437,0.05091342706823772,0.04606819654209413,0.08462148568911235,0.056151564336765734
206,026-156-970-219-041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007561833410862095,0.0010068204850001749,0.01864477904525875,0.0025307760943612634,0.0009360373915774812
207,032-050-236-233-836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021011434729798616,0.03289067754787538,0.041076194579692485,0.0508915759500478,0.020788426052933344
208,033-555-573-298-315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03810235425922588,0.0670845756136339,0.031769179773193754,0.000732222052505024,0.0360209008545308
209,034-374-636-579-338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02771731442689089,0.06629755438916712,0.08906930378294156,0.09216089879806029,0.044308488734599694
210,036-074-742-305-080,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06898599556450474,0.04141472136758942,0.10961814950541124,0.06180879589685359,0.04590599359100543
211,037-935-884-055-847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03974134017501513,0.047093153665984544,0.06219573362350625,0.08544901756749194,0.0493427280360057
212,038-170-805-379-451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034321501245089536,0.001808838240673217,0.0,0.02282535486488823,0.0
213,038-737-526-962-518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017630566143011943,0.03457337043233295,0.04268235601216411,0.07075542463975719,0.01885296909710716
214,039-572-877-788-682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013787501350535573,0.03640960770125829,0.057061466216942885,0.00020212775986773132,0.012561855615660006
215,040-208-896-050-485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02382220453047219,0.015001635302149147,0.0711444934243217,0.017394934712059475,0.033611327446559425
216,043-251-321-340-134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008724253368545435,0.03396804685316134,0.07931099387088247,0.030874047224997946,0.08723116237034234
217,046-947-454-102-783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04124753320257773,0.04968863926633292,0.09601801787321242,0.008047138114503291,0.019756280872089325
218,048-970-965-076-466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039838145100421676,0.09106452243293489,0.109540986222558,0.04607649093905626,0.026018501833629363
219,051-858-967-360-549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012964458363331564,0.0011264964507651121,0.007627149132758773,0.0028315974202478226,0.1329643779161472
220,052-670-916-661-239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.056523916002956975,0.04979966351524483,0.08478759957723689,0.026837108497468343,0.05262518074106209
221,057-197-413-657-247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.040615072005561685,0.0288664352239419,0.014192098763499132,0.0351885353968433,0.0012682154825563183
222,071-825-816-424-896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03155767412992543,0.024397214065286332,0.019709068815334296,0.04388338741504485,0.04166059268074958
223,072-364-355-191-82X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03676495635112334,0.022441460276984612,0.06297935248158756,0.012398725223422832,0.031163806504561284
224,076-147-310-562-230,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01980730069758653,0.07950262349298508,0.07642924155117876,0.04590301771417556,0.05736922240590932
225,076-823-648-953-459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03322532568677801,0.022010119085176423,0.015129615516144265,0.06159196922142009,0.049084392725219736
226,076-882-748-116-316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03808322156699227,0.021183783254351714,0.09331755159486008,0.06331138176441288,0.011564605278565314
227,078-451-133-512-02X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02418193169183254,0.030896398650005357,0.03759247112803457,0.0137913705575319,0.022180228345470964
228,080-752-452-284-07X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00914385458977424,0.011001826198526085,0.03705600089770295,0.04473014740532679,0.011954601587434721
229,082-495-474-227-605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032334312012382266,0.015123042264935755,0.01642835389747452,0.03524364738393219,0.03562008858932318
230,084-598-061-461-73X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08172065916154009,0.02023711725579459,0.04053214966815892,0.08568459479349794,0.03474314090667894
231,085-964-441-290-42X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04703255339257928,0.09368391322984936,0.043989572976557784,0.027357366481673157,0.01630672294230093
232,086-157-478-708-338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024241944619330713,0.0004564137198121343,0.04299327957866208,0.04618613432995525,0.0535216046699157
233,088-963-079-143-906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007598847258273841,0.056819562788337476,0.040580887212775286,0.027770290047180988,0.011685767983975229
234,092-107-960-468-848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039591641128253675,0.016713273606732415,0.01718914780562503,0.04175678206182124,0.0009687451131281933
235,093-946-427-403-951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018707950576380445,0.0024908705137056558,0.0,0.007042620098665061,0.00869143567002488
236,097-759-558-650-313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10020266787056159,0.026097685236283353,0.06746657788933617,0.05181884516412405,0.039402853792156786
237,099-651-790-941-367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05220529721614904,0.048089654524563985,0.017357631366681954,0.04113976211356733,0.020785532000973616
238,100-811-848-186-952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.046787672148373455,0.030534270033550824,0.014152425560463297,0.050025981893791746,0.02653226934589703
239,101-931-016-895-249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.042485674129422626,0.01765954107578562,0.004346209955328798,0.023734004342493713,0.03038855128650443
