,Lens ID,043-454-317-567-459,060-372-899-346-10X,027-396-266-532-738,061-018-838-320-648,036-149-448-029-082,046-376-269-492-795,066-382-980-653-77X,078-881-949-441-033,097-421-372-053-520,116-509-832-503-46X,179-132-294-510-213,059-611-580-408-33X,063-359-887-330-154,131-292-364-160-556,007-409-477-173-741,045-388-908-940-286,062-055-064-561-85X,116-085-787-369-516,025-320-084-599-970,118-102-398-817-762
32,174-766-280-588-960,0.02003714140381935,0.00514161933701152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,179-665-467-280-842,0.02943728926404804,0.005888788554245505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,180-658-270-170-05X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,001-759-543-067-376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,002-768-931-855-543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,003-149-126-851-754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,006-948-163-366-774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,013-595-252-334-822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,017-489-591-364-184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,024-276-265-590-973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,028-990-627-361-144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,030-929-233-804-44X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,032-388-474-318-614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,033-100-558-536-10X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,038-455-032-007-224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,056-709-260-660-68X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,064-432-781-825-17X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,064-607-448-852-803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,071-000-824-702-757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,074-632-781-234-90X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,077-241-208-573-205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,096-969-589-679-820,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,097-759-558-650-313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,104-511-034-288-619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,105-344-783-651-500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,109-321-719-727-13X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,109-760-057-069-354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,118-400-153-349-767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,123-112-711-908-995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,129-202-026-489-574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,129-518-699-808-841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,169-888-128-565-929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,176-358-336-937-825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,182-158-356-687-801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,191-348-260-799-474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,009-175-881-547-438,0.0,0.0,0.03427662780588782,0.023366029829836866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,013-996-415-887-147,0.0,0.0,0.03236496751374833,0.03494731794435991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,014-498-810-516-367,0.0,0.0,0.013753026852722556,0.0463748272671256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,016-780-208-466-573,0.0,0.0,0.02536349757617114,0.018505522815588035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,017-784-773-403-422,0.0,0.0,0.011443203905426972,0.004922409776267579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,019-178-979-244-511,0.0,0.0,0.0473134756844373,0.043060019083810706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,026-156-970-219-041,0.0,0.0,0.06250785414122832,0.03982469491568229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,030-902-854-635-052,0.0,0.0,0.0516841567983488,0.05648851067153915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,031-650-207-787-672,0.0,0.0,0.10038462374405127,0.08538002470406324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,032-920-635-083-229,0.0,0.0,0.0,0.007366507200356628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,033-555-573-298-315,0.0,0.0,0.01971572551086401,0.04707751873388501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,046-846-411-960-590,0.0,0.0,0.02995558308817187,0.013911396722525279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,050-962-085-082-050,0.0,0.0,0.02177485783074946,0.02618695420398058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,054-305-338-343-34X,0.0,0.0,0.06499117966345325,0.041123949149950136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,056-146-827-136-55X,0.0,0.0,0.04067899470061994,0.023014605118555492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,056-979-885-047-930,0.0,0.0,0.01202787364525072,0.04636751812478497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,058-201-431-727-742,0.0,0.0,0.017220090245630957,0.041156716863895826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,068-347-597-479-448,0.0,0.0,0.023048035619236643,0.03398080173978911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,068-842-015-943-027,0.0,0.0,0.08600736287746814,0.09485475132790214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,071-572-690-596-47X,0.0,0.0,0.03731041757160525,0.04519766908445959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,095-597-624-140-45X,0.0,0.0,0.06826566077746804,0.03044111472898075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,102-669-910-571-199,0.0,0.0,0.03857563175810348,0.0479417425759709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,127-655-016-585-334,0.0,0.0,0.027806997215003827,0.029222915730324928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,129-443-446-272-731,0.0,0.0,0.0314951923563865,0.06868840688277046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,138-259-316-198-621,0.0,0.0,0.05986916492277279,0.055211360413728296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,159-341-018-942-277,0.0,0.0,0.05802191708754968,0.026230048407989866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93,185-129-272-793-400,0.0,0.0,0.025125790661527543,0.023946276088739515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,013-302-417-490-03X,0.0,0.0,0.0,0.0,0.01938093439249448,0.02082342187232398,0.006112862057476,0.009380162696446882,0.03447927626771042,0.07546284579110321,0.06734932724532004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,025-107-741-251-630,0.0,0.0,0.0,0.0,0.0,0.03280117031298309,0.02660057493908482,0.0,0.023369850071358618,0.014953716394274582,0.056943891379282525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,025-832-836-773-820,0.0,0.0,0.0,0.0,0.0366933121991566,0.05261895629503867,0.04536873808089234,0.05145934265830514,0.04766235902578295,0.019680361951643476,0.051230976625197495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,026-048-467-239-979,0.0,0.0,0.0,0.0,0.01275787096103168,0.021097937295060522,0.035111101843516915,0.0602013476633394,0.014185803849901544,0.023527118575737367,0.0836753345088673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98,034-244-957-935-06X,0.0,0.0,0.0,0.0,0.022359166752381355,0.03287087466481613,0.08704166984132089,0.025747785159046344,0.019020965617040014,0.046011721799201225,0.014359436316722353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,034-937-628-469-063,0.0,0.0,0.0,0.0,0.00564435698048101,0.041155813945460855,0.013164448342226536,0.013574335338339866,0.034879602757578176,0.025150145999894496,0.038794101986386526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,039-890-704-429-132,0.0,0.0,0.0,0.0,0.012194676058403903,0.043598700265794876,0.01876277007993707,0.019197261241041614,0.011467548742957547,0.009838804960390338,0.04903645964205686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101,048-127-750-639-998,0.0,0.0,0.0,0.0,0.039956797538655345,0.07671064804309737,0.06625203072467781,0.017544926159902986,0.04222218231949854,0.020456492845101634,0.022851992540405083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102,050-418-334-813-530,0.0,0.0,0.0,0.0,0.01228154956252723,0.06869206362566274,0.042576702505198474,0.036599755505962624,0.05711842244268917,0.0,0.05424923330032967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103,051-455-719-730-276,0.0,0.0,0.0,0.0,0.0351790009317204,0.0,0.04196227395383924,0.0,0.011782364707574336,0.04396135790634221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,053-639-636-683-581,0.0,0.0,0.0,0.0,0.0,0.020123051894273318,0.0,0.0,0.0,0.024250144108122967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105,054-076-780-075-898,0.0,0.0,0.0,0.0,0.01846094590891753,0.031237209298467628,0.027782224654471166,0.0,0.04018521656173286,0.012529219060372444,0.016311629053995736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106,056-414-859-740-557,0.0,0.0,0.0,0.0,0.018971468460446353,0.016872114519936022,0.014511477815651984,0.0,0.024733446948881906,0.04144705654855456,0.008176416046910577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
107,061-894-521-034-918,0.0,0.0,0.0,0.0,0.0014467783116859185,0.03875715800265378,0.007130987945437412,0.07272657708433351,0.010337161630484001,0.0,0.040534806004805524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108,062-086-201-884-316,0.0,0.0,0.0,0.0,0.001678543724531249,0.042757570636276714,0.023610216354197893,0.07414178096088074,0.0353388184983219,0.11590342515384816,0.06399478385126289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109,065-723-239-027-836,0.0,0.0,0.0,0.0,0.024351894289627463,0.04682411806788789,0.052556107938684836,0.009724247068638314,0.05761867665229767,0.022484772388295923,0.04927583741932593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110,072-262-854-270-373,0.0,0.0,0.0,0.0,0.02921650270996308,0.024887228966772118,0.034166888450648566,0.0,0.06530937368665601,0.05152149939880753,0.009760000095178661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
111,077-954-762-700-03X,0.0,0.0,0.0,0.0,0.0045485078203111925,0.03897235940872259,0.0825877070925802,0.013939754648596243,0.07050104029984366,0.03803959885266843,0.030212659666725875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112,080-376-612-270-923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002102441011226328,0.009939520698217037,0.0028933370760391595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113,081-472-552-790-009,0.0,0.0,0.0,0.0,0.0,0.06796589801983292,0.04786110409497745,0.010917772592351814,0.04268983046588641,0.023544306306604,0.05377013133253899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114,086-157-478-708-338,0.0,0.0,0.0,0.0,0.06862777697153181,0.036018949778803114,0.02032858507440253,0.0,0.013468022990420828,0.055981759208706565,0.05146530589783935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115,098-267-139-915-909,0.0,0.0,0.0,0.0,0.027303930671779667,0.02414398264026794,0.04888143006245963,0.0,0.03249265519706859,0.014059876175625836,0.02388340490619003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116,099-514-033-359-088,0.0,0.0,0.0,0.0,0.06251123335932583,0.04690929333712846,0.009761943218652553,0.008502266657837987,0.05235870460782726,0.02973361558854381,0.03019989715772154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117,100-935-111-075-54X,0.0,0.0,0.0,0.0,0.0708166619236684,0.10648337479289806,0.0316182134101766,0.04936205249839856,0.014139160236277773,0.04591104347046478,0.09401679427326297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
118,101-548-643-785-143,0.0,0.0,0.0,0.0,0.012914178037600829,0.06543280564221088,0.04336328753168609,0.03956788680539474,0.015990451003507662,0.018988086743548255,0.0034085802612507507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
119,101-786-473-793-24X,0.0,0.0,0.0,0.0,0.02939980446851761,0.04052905912945691,0.011684294053589417,0.08453665671508487,0.012727702443965762,0.022532185376438786,0.012209649372462992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120,103-364-820-610-122,0.0,0.0,0.0,0.0,0.0280519686577097,0.05220462985213491,0.06473566950138251,0.020622099774269757,0.004708448940883936,0.01821294335351167,0.02106259242707522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121,110-917-132-699-697,0.0,0.0,0.0,0.0,0.0017408832170973639,0.0570863436676942,0.03242541956418017,0.02483144877844281,0.04109124354570477,0.029191820201805392,0.03345442549979136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
122,112-419-075-777-708,0.0,0.0,0.0,0.0,0.0019989563900521972,0.04183571729529644,0.022166180132491102,0.005194059824519756,0.01492685990560632,0.014395302349196726,0.015343805521376267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123,117-281-186-702-242,0.0,0.0,0.0,0.0,0.023120932370308187,0.050796326530737235,0.04311741295155436,0.020455095758565515,0.021119693416697352,0.05185861303996117,0.07317346679338774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124,120-465-396-538-465,0.0,0.0,0.0,0.0,0.004886947411472652,0.03551244802981582,0.0659138352160072,0.043414119894284245,0.018905065204053318,0.0368643424831826,0.02131016331160403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125,122-703-378-850-053,0.0,0.0,0.0,0.0,0.042728247402355535,0.07608355112112856,0.046994300957990925,0.03630440406522477,0.037211673490337126,0.00912433826093087,0.045619757630792096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
126,124-748-119-715-692,0.0,0.0,0.0,0.0,0.018018378896645357,0.050396920024465094,0.07124276725554701,0.05998334008593598,0.04948140385590527,0.06884042797707957,0.06118023519425675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
