,Lens ID,043-454-317-567-459,060-372-899-346-10X,027-396-266-532-738,061-018-838-320-648,036-149-448-029-082,046-376-269-492-795,066-382-980-653-77X,078-881-949-441-033,097-421-372-053-520,116-509-832-503-46X,179-132-294-510-213,059-611-580-408-33X,063-359-887-330-154,131-292-364-160-556,007-409-477-173-741,045-388-908-940-286,062-055-064-561-85X,116-085-787-369-516,025-320-084-599-970,118-102-398-817-762
127,127-482-211-718-005,0.0,0.0,0.0,0.0,0.011770926521769174,0.024292363944685064,0.05064259074118456,0.02819066909038105,0.036587333050980865,0.05660705433776929,0.010327109107821884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
128,129-335-229-947-343,0.0,0.0,0.0,0.0,0.0037835451666188573,0.02930519977219427,0.031178478963895438,0.012264716155240237,0.02540060995932454,0.01546431139977803,0.039747463002447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
129,131-111-699-854-730,0.0,0.0,0.0,0.0,0.021746409803430566,0.009463105373377972,0.04732765976182565,0.0,0.03796901318645702,0.006957937071387821,0.0306622439659906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130,135-514-499-218-272,0.0,0.0,0.0,0.0,0.020951262975601726,0.08156109493895149,0.06263237382189368,0.041431809925020664,0.05257293613123845,0.02807753020742389,0.03864309195313495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131,139-415-373-727-671,0.0,0.0,0.0,0.0,0.034552466098593415,0.050254207542796234,0.040634995039255495,0.0027647457705510343,0.05134505060400146,0.03801980350419408,0.037605478607835974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
132,146-586-701-703-282,0.0,0.0,0.0,0.0,0.013259835364378915,0.055930671264261426,0.05313242739800622,0.0,0.013376270751409607,0.0,0.04400126303413773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
133,158-139-147-446-223,0.0,0.0,0.0,0.0,0.04037130737788498,0.023692268715941857,0.05300560242852369,0.012352278587925581,0.025213041575489297,0.0,0.026553596175755045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
134,185-847-512-601-188,0.0,0.0,0.0,0.0,0.0,0.053043635355917225,0.0,0.0,0.0,0.05153652320838818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
135,190-805-304-109-100,0.0,0.0,0.0,0.0,0.0752018061124565,0.019609229064566653,0.10071367197640897,0.02404092474347009,0.018624034290285252,0.013991692735371751,0.017079408394375627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
136,191-464-698-912-126,0.0,0.0,0.0,0.0,0.017498982054885127,0.057164413956216485,0.061779281643728465,0.011503490704452465,0.03329666592179485,0.015247927030503101,0.08667866562179272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
137,194-391-518-246-985,0.0,0.0,0.0,0.0,0.08705467545606528,0.07442233316006246,0.04533996596915135,0.05306947773851649,0.05224920726155456,0.09184039222995612,0.047872413851169915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
138,002-733-369-145-420,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.051357133708498245,0.013439691022554295,0.04469088046266515,0.0,0.0,0.0,0.0,0.0,0.0
139,006-687-633-497-865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0461864663572785,0.007564470951303083,0.04086131387450544,0.0,0.0,0.0,0.0,0.0,0.0
140,013-594-974-562-515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02070152642412917,0.004339567517364751,0.02352768303248782,0.0,0.0,0.0,0.0,0.0,0.0
141,016-199-714-006-263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04773490984814234,0.025399796159953823,0.05191783041626465,0.0,0.0,0.0,0.0,0.0,0.0
142,028-844-316-983-354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143,032-707-667-937-548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0513510370025857,0.012003944166616664,0.043599397258729904,0.0,0.0,0.0,0.0,0.0,0.0
144,033-709-183-964-289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02374106727760913,0.01879456480572205,0.029539686397415825,0.0,0.0,0.0,0.0,0.0,0.0
145,037-377-525-775-574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013840664545690355,0.003227419547146364,0.0530446042080192,0.0,0.0,0.0,0.0,0.0,0.0
146,037-935-884-055-847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05085407181055439,0.011610421614533128,0.06866986117743422,0.0,0.0,0.0,0.0,0.0,0.0
147,039-572-877-788-682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03627368304271369,0.0018109428944809616,0.0016932315395816685,0.0,0.0,0.0,0.0,0.0,0.0
148,043-251-321-340-134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.051343927830361055,0.0351879664980187,0.027432426856665172,0.0,0.0,0.0,0.0,0.0,0.0
149,044-198-652-180-16X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025848944798978514,0.002283122827621566,0.04155262223325633,0.0,0.0,0.0,0.0,0.0,0.0
150,064-751-648-054-001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07802910461380506,0.019487238982364766,0.04976697173869221,0.0,0.0,0.0,0.0,0.0,0.0
151,068-575-306-450-958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022862569084281855,0.019791665630077733,0.054022427355515906,0.0,0.0,0.0,0.0,0.0,0.0
152,076-147-310-562-230,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.055559261191645254,0.022414052356481796,0.05342889506176271,0.0,0.0,0.0,0.0,0.0,0.0
153,078-470-148-980-604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015552667522516609,0.002307348829353625,0.02819388278688824,0.0,0.0,0.0,0.0,0.0,0.0
154,078-887-084-126-065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014306393586431287,0.014118196876827357,0.01055668497869846,0.0,0.0,0.0,0.0,0.0,0.0
155,085-964-441-290-42X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08218978441015169,0.0,0.03260200436976092,0.0,0.0,0.0,0.0,0.0,0.0
156,093-639-455-889-549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032564145271470855,0.0071801324624739295,0.060270746183352264,0.0,0.0,0.0,0.0,0.0,0.0
157,093-946-427-403-951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014332171443398755,0.004876738348564108,0.016570103016644955,0.0,0.0,0.0,0.0,0.0,0.0
158,104-465-453-188-095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03232029339690457,0.0,0.04931540941037706,0.0,0.0,0.0,0.0,0.0,0.0
159,115-098-299-620-069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014130660839805463,0.01801021090787789,0.04671122271443989,0.0,0.0,0.0,0.0,0.0,0.0
160,115-384-194-385-151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06961123909852085,0.0,0.11630079136225249,0.0,0.0,0.0,0.0,0.0,0.0
161,115-406-999-927-24X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08443428944136523,0.0,0.05114156158556855,0.0,0.0,0.0,0.0,0.0,0.0
162,122-817-336-993-887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041571407764293584,0.0,0.018027307818158977,0.0,0.0,0.0,0.0,0.0,0.0
163,125-672-379-353-323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041037487231944655,0.009030565364259108,0.03127088703296705,0.0,0.0,0.0,0.0,0.0,0.0
164,138-254-519-618-953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07092852304576187,0.023995596480136685,0.04511256581775751,0.0,0.0,0.0,0.0,0.0,0.0
165,145-431-224-278-742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04405798329881519,0.012230322021871182,0.08388190705897274,0.0,0.0,0.0,0.0,0.0,0.0
166,146-114-322-954-991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05221042587423465,0.0,0.016793916734006754,0.0,0.0,0.0,0.0,0.0,0.0
167,146-362-763-625-758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03181577925785132,0.0,0.01845349652272567,0.0,0.0,0.0,0.0,0.0,0.0
168,149-853-331-952-574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029936185375919373,0.0666588199930865,0.08796090996565124,0.0,0.0,0.0,0.0,0.0,0.0
169,164-013-219-239-121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015700593448143473,0.022989867819972178,0.030041429125844014,0.0,0.0,0.0,0.0,0.0,0.0
170,173-631-094-662-915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07868603192140734,0.01544614851700079,0.09189406538257913,0.0,0.0,0.0,0.0,0.0,0.0
171,174-044-959-189-259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01896629841766799,0.016998662741704654,0.026028746282042842,0.0,0.0,0.0,0.0,0.0,0.0
172,180-963-788-596-582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05625300809448613,0.027053042917712343,0.03605118501058664,0.0,0.0,0.0,0.0,0.0,0.0
173,185-059-218-401-751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047459747892768585,0.013334606806319805,0.04820571214438367,0.0,0.0,0.0,0.0,0.0,0.0
174,001-254-322-670-872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002945272002433483,0.03501923228183501,0.03614351685204992,0.008457658898225778,0.0,0.0
175,002-908-019-710-006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06398093875304588,0.03156612723926889,0.018363699108247037,0.01916870789963933,0.0,0.0
176,005-477-590-821-001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06726207492611695,0.052852862932927666,0.09244017232834681,0.04262068415108903,0.0,0.0
177,006-920-773-223-354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.046240898623119295,0.049285127801914144,0.07222843397909949,0.02917210015981126,0.0,0.0
178,008-962-886-761-456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06390527142535223,0.017741900598908095,0.07442457489375584,0.0436584819345516,0.0,0.0
179,013-764-041-525-607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01120107216584249,0.05081018006941836,0.022542097836233857,0.03381593473891916,0.0,0.0
180,014-482-297-957-834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07085533159063241,0.0679479793387103,0.08043196835216741,0.005812068217184816,0.0,0.0
181,026-982-172-464-821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026238407249569905,0.06574923339889499,0.022361094132980125,0.013560984839162328,0.0,0.0
182,039-088-632-836-477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027507380681202565,0.028141549380362223,0.07569487653583593,0.02870056886634928,0.0,0.0
183,044-023-593-835-730,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02236256610186838,0.009306817103776482,0.023684229652097755,0.03612322256838315,0.0,0.0
184,048-107-503-236-974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024688877817217347,0.027172738381036975,0.04156895626700688,0.014254255240265006,0.0,0.0
185,050-571-717-599-069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03170011616556592,0.0,0.016219730595097417,0.08712716029865208,0.0,0.0
186,054-597-134-280-815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014205814612042057,0.01489264079801547,0.014607007343489398,0.014137376912096053,0.0,0.0
187,056-950-902-277-094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04393875506314139,0.04143318232197994,0.06723168110045921,0.01248221948894784,0.0,0.0
188,067-245-023-581-167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04557153279008098,0.03940018230333085,0.015525904055338928,0.057355015011679465,0.0,0.0
189,073-054-463-858-866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03982767635574405,0.037450370696629966,0.08781589778208967,0.029106548198004893,0.0,0.0
190,074-500-461-363-345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0517110806161073,0.05566883623303984,0.09897335265063895,0.06590700671161426,0.0,0.0
191,087-931-774-679-603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.036171382302159445,0.013303284286181993,0.02410892305947382,0.017141621140228044,0.0,0.0
192,104-095-760-090-607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032754771797990086,0.01225322479618252,0.003916260618759711,0.007935264469968478,0.0,0.0
193,114-610-700-517-329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043771066937019036,0.028064215744633268,0.032158522990014995,0.0025215947898727595,0.0,0.0
194,116-584-634-731-701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03411545725324683,0.06900997068501931,0.011617877645913408,0.07894743587968958,0.0,0.0
195,117-110-543-208-845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04107740600651336,0.03551117478883267,0.049909136327832844,0.009659246001870682,0.0,0.0
196,120-767-088-360-769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02103048783526917,0.05763799964537175,0.017093523684290995,0.07393913125295123,0.0,0.0
197,120-820-618-313-83X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02071897993250501,0.0403455312248633,0.057937311150679925,0.021907940264802406,0.0,0.0
198,134-995-876-286-996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05012392768368487,0.019727436256369548,0.05309474716014456,0.010177195818107845,0.0,0.0
199,138-963-204-270-114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03398278664712154,0.033740547521973,0.05476109152520729,0.018737418205362368,0.0,0.0
200,164-643-190-599-559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03228192460641946,0.034383216863133226,0.035319284922296454,0.055684348669560166,0.0,0.0
201,165-166-377-215-209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.046129592209357605,0.038577491136836804,0.03877718299379109,0.023379858666921556,0.0,0.0
202,167-707-200-597-186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019387543620128997,0.005702831344162379,0.0419681361776285,0.039243980631387225,0.0,0.0
203,182-499-359-463-219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07469592950633812,0.04687447431875778,0.029028201381335043,0.029711086771733727,0.0,0.0
204,183-733-118-359-209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02078076619724493,0.0,0.06907479316386608,0.0,0.0
205,000-189-988-224-76X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028973297145665326,0.0
206,006-260-890-457-159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06028110048074258,0.0
207,018-426-685-841-728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03995458008258827,0.0
208,023-752-023-695-957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0434457584342322,0.0
209,046-402-144-705-650,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05268464251631933,0.0
210,050-238-052-849-254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0697084959212357,0.0
211,057-453-531-906-267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021135554702260095,0.0
212,070-541-958-070-965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014650417094941557,0.0
213,078-451-133-512-02X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02922056514206015,0.0
214,080-833-091-660-82X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008590992827981474,0.0
215,090-891-932-202-646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027032946607916573,0.0
216,094-882-702-642-495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03691492660099328,0.0
217,100-811-848-186-952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04571580905594822,0.0
218,103-683-153-528-499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02929640395111007,0.0
219,108-795-741-054-873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030601273896721765,0.0
220,129-190-637-644-62X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02053191005819974,0.0
221,136-929-137-424-66X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02843261340954673,0.0
222,170-177-625-955-412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015652973972763592,0.0
223,187-701-961-076-877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07667606868008169,0.0
224,010-165-399-327-919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
225,012-629-049-920-451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
226,013-353-791-759-027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
227,013-636-309-273-433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
228,014-665-421-131-071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
229,019-135-892-010-245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
230,032-050-236-233-836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
231,033-140-945-207-53X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
232,033-950-497-342-66X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
233,036-074-742-305-080,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
234,046-947-454-102-783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
235,048-970-965-076-466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
236,051-858-967-360-549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
237,052-670-916-661-239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
238,053-719-795-895-127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
239,056-843-928-028-56X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
240,057-197-413-657-247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
241,057-466-204-899-197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
242,066-162-924-625-788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
243,066-611-818-335-788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
244,067-195-084-305-016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
245,072-364-355-191-82X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
246,076-823-648-953-459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
247,076-882-748-116-316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
248,078-012-100-970-29X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
249,082-495-474-227-605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
250,088-963-079-143-906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
251,089-926-127-972-615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
252,092-107-960-468-848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
253,098-551-863-329-618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
254,099-651-790-941-367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,105-100-051-441-427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
256,106-258-436-803-499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
257,108-951-652-767-38X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
258,110-502-601-552-555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
259,111-417-084-591-248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
