,Lens ID,062-055-064-561-85X,116-085-787-369-516,036-149-448-029-082,179-132-294-510-213,027-396-266-532-738,046-376-269-492-795,060-372-899-346-10X,061-018-838-320-648,078-881-949-441-033,059-611-580-408-33X,066-382-980-653-77X,097-421-372-053-520,116-509-832-503-46X,007-409-477-173-741,043-454-317-567-459,131-292-364-160-556,025-320-084-599-970,045-388-908-940-286,063-359-887-330-154,118-102-398-817-762
34,019-178-979-244-511,0.0,0.0,0.018502097970399645,0.019576118602514424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,019-513-098-708-289,0.0,0.0,0.0,0.04006951445967119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,023-752-023-695-957,0.0,0.0,0.038966130587773234,0.05116069766795161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,032-050-236-233-836,0.0,0.0,0.03525439948045929,0.008738933784808783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,033-140-945-207-53X,0.0,0.0,0.033407437251478905,0.04084005932587213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,033-555-573-298-315,0.0,0.0,0.0033420233062966633,0.030815215690469175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,034-244-957-935-06X,0.0,0.0,0.026513490833127144,0.018781086671120623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,034-374-636-579-338,0.0,0.0,0.026565186959633894,0.056442064003695155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,042-553-754-884-249,0.0,0.0,0.017823711102355137,0.03064393000526884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,056-950-902-277-094,0.0,0.0,0.05031143161372664,0.022653819194552803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,056-979-885-047-930,0.0,0.0,0.055884287671523786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,062-376-529-028-631,0.0,0.0,0.0074339563494418785,0.011916623932015442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,067-245-023-581-167,0.0,0.0,0.01707897925371969,0.014693576657977419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,070-541-958-070-965,0.0,0.0,0.03412721248622215,0.037563724362067424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,071-825-816-424-896,0.0,0.0,0.006584898925420175,0.03678217434289893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,072-364-355-191-82X,0.0,0.0,0.0034961254938515197,0.040940768463538696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,077-954-762-700-03X,0.0,0.0,0.0029685327415026816,0.042201283006511325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,078-012-100-970-29X,0.0,0.0,0.01837300883098721,0.021235454876298382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,080-833-091-660-82X,0.0,0.0,0.03359805214170987,0.13078268743949692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,082-495-474-227-605,0.0,0.0,0.005340864015981491,0.02328921075593082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,084-598-061-461-73X,0.0,0.0,0.04756066128829964,0.02850360877427672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,090-891-932-202-646,0.0,0.0,0.019135221471246248,0.015224114233146343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,097-759-558-650-313,0.0,0.0,0.04958698981781916,0.048917588991171025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,100-935-111-075-54X,0.0,0.0,0.07159330683287327,0.11662998241325284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,101-931-016-895-249,0.0,0.0,0.02409862223160693,0.03258723959123651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,102-669-910-571-199,0.0,0.0,0.03808117603253472,0.04101128278523658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,103-683-153-528-499,0.0,0.0,0.01143146083506114,0.012943134674122293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,103-743-287-428-874,0.0,0.0,0.014393801441057603,0.04458154503484883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,104-095-760-090-607,0.0,0.0,0.0,0.015113498091327315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,108-951-652-767-38X,0.0,0.0,0.027559003684699643,0.04605450970718504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,109-321-719-727-13X,0.0,0.0,0.01931547411820278,0.037131880150600344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,111-417-084-591-248,0.0,0.0,0.007404622531018949,0.041340021984436086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,120-767-088-360-769,0.0,0.0,0.017217582924891343,0.007817982592761208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,136-929-137-424-66X,0.0,0.0,0.06784995308572359,0.003592331312869439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,138-963-204-270-114,0.0,0.0,0.0,0.001749935251592564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,140-120-127-320-865,0.0,0.0,0.02281820039139372,0.05218134010083943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,141-208-622-576-887,0.0,0.0,0.01863751397444984,0.03537163939715076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,145-162-485-543-214,0.0,0.0,0.021604247154454047,0.029740942778897744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,145-431-224-278-742,0.0,0.0,0.0,0.02790942103101783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,149-853-331-952-574,0.0,0.0,0.004374143462511739,0.055101798300045794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,154-969-566-820-758,0.0,0.0,0.009540246212343726,0.04168461104938789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,165-093-106-271-191,0.0,0.0,0.02528124855732885,0.053824499364949166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,173-877-453-721-519,0.0,0.0,0.02575442680695041,0.028671053877249116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,174-766-280-588-960,0.0,0.0,0.013105246512926981,0.0011308657728824924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,179-665-467-280-842,0.0,0.0,0.0746996280599641,0.056293047375551276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,180-658-270-170-05X,0.0,0.0,0.0,0.009095847236990919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,182-158-356-687-801,0.0,0.0,0.01940948362556925,0.032332711247608885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,191-348-260-799-474,0.0,0.0,0.027008338741286456,0.030986314903176836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,193-381-516-111-686,0.0,0.0,0.0031580941303627225,0.007673188049888913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,000-189-988-224-76X,0.0,0.0,0.0,0.0,0.03448254503487506,0.04345364006296634,0.012543009742447202,0.025547139446831978,0.07234856091015889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,001-254-322-670-872,0.0,0.0,0.0,0.0,0.05146617053120167,0.013730116485177425,0.0,0.03232793079270961,0.02976184027425003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,006-948-163-366-774,0.0,0.0,0.0,0.0,0.03140636515058742,0.005692550602463457,0.012682629853133107,0.06524588757334182,0.022225995631427534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,012-629-049-920-451,0.0,0.0,0.0,0.0,0.013341714953009646,0.045149040543886174,0.03634228455454987,0.014391703769491499,0.017312085436405174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,013-594-974-562-515,0.0,0.0,0.0,0.0,0.05877941891463285,0.050113210834307254,0.024543437837336944,0.08363275891161284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,013-595-252-334-822,0.0,0.0,0.0,0.0,0.018789720982326865,0.023144074846288554,0.02250434050406955,0.04767888492703246,0.027136970659099285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,013-764-041-525-607,0.0,0.0,0.0,0.0,0.023540992959142457,0.02458184902453838,0.07852255013734838,0.018255872716637023,0.015002267677852447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,013-996-415-887-147,0.0,0.0,0.0,0.0,0.019408681865821332,0.009616314861066712,0.0035017216314490126,0.025851578693391865,0.003851303456507544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,016-780-208-466-573,0.0,0.0,0.0,0.0,0.026622053778354235,0.08271962875277591,0.009535475751342153,0.021286705795471386,0.004793144551600686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,026-156-970-219-041,0.0,0.0,0.0,0.0,0.05385446381919404,0.03888777303704344,0.02003408995658184,0.036803120983580476,0.02015819367850593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93,031-740-156-435-499,0.0,0.0,0.0,0.0,0.02219443939289162,0.038669239938490224,0.030052358785318506,0.03134141361373688,0.05421928695409983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,032-388-474-318-614,0.0,0.0,0.0,0.0,0.05516332871849901,0.03985990973541651,0.02994596077050885,0.047236035792333576,0.024175603987052652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,032-920-635-083-229,0.0,0.0,0.0,0.0,0.0,0.03826545643653371,0.0,0.010918274669327174,0.008071275066995044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,033-100-558-536-10X,0.0,0.0,0.0,0.0,0.06512644697547489,0.019718084858258184,0.0,0.050285126533833366,0.005322236272844714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,033-709-183-964-289,0.0,0.0,0.0,0.0,0.08956856327432505,0.04803093405984264,0.011383505356085717,0.0836715163179575,0.051012110713166844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98,044-198-652-180-16X,0.0,0.0,0.0,0.0,0.03273762314934614,0.1006432648129014,0.049962065018414895,0.023751791575135957,0.01995537147690358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,046-402-144-705-650,0.0,0.0,0.0,0.0,0.049398847261222734,0.050337175488148436,0.030214941542474952,0.028719074969843755,0.0032198191388356705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,048-107-503-236-974,0.0,0.0,0.0,0.0,0.054759615490553956,0.044583282219277036,0.01075413211122309,0.0669958047917287,0.014888338190255616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101,050-962-085-082-050,0.0,0.0,0.0,0.0,0.02955516690767277,0.02307871594740015,0.005353094505508012,0.03873703692262444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102,051-858-967-360-549,0.0,0.0,0.0,0.0,0.023500078686902424,0.017659679058665705,0.003929216772956148,0.031350465666189424,0.004321476042854827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103,056-709-260-660-68X,0.0,0.0,0.0,0.0,0.029974962806585917,0.055948554730913425,0.006204387607526473,0.039440429094420866,0.09405804690298492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,056-843-928-028-56X,0.0,0.0,0.0,0.0,0.03378625717200277,0.004091410922587901,0.009741268669995667,0.0229104592393502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105,057-230-358-061-61X,0.0,0.0,0.0,0.0,0.0710510241483483,0.04879904739304047,0.03794154962106505,0.047967899815171085,0.06258258460636185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106,058-201-431-727-742,0.0,0.0,0.0,0.0,0.021134132344615884,0.03152740557473321,0.0,0.03921533676974067,0.03296166531748006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
107,066-611-818-335-788,0.0,0.0,0.0,0.0,0.08729455572600969,0.0684532130590958,0.07282366485594997,0.04985733526377557,0.03418723254331874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108,067-195-084-305-016,0.0,0.0,0.0,0.0,0.07668385045845692,0.027580241369406778,0.06560267755835032,0.08349329228938221,0.011909622125951886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109,068-347-597-479-448,0.0,0.0,0.0,0.0,0.01848232389579394,0.02371759387459948,0.0,0.028102177564624152,0.012040450326971475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110,068-842-015-943-027,0.0,0.0,0.0,0.0,0.08383934184333333,0.05126303674615536,0.04723793170414582,0.08783782338553883,0.04371668234520815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
111,071-572-690-596-47X,0.0,0.0,0.0,0.0,0.03330002396133076,0.05719754622544815,0.044497570036521994,0.0380551705694364,0.0763688562505084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112,074-632-781-234-90X,0.0,0.0,0.0,0.0,0.022824715311250566,0.0308373107611396,0.029103392421529893,0.053002115108804454,0.04003606235194122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113,078-451-133-512-02X,0.0,0.0,0.0,0.0,0.05854704178694912,0.07481570330165924,0.0744348485981181,0.05955404365143835,0.016031764977911242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114,086-157-478-708-338,0.0,0.0,0.0,0.0,0.061346037864721245,0.04755247133080798,0.005404361881037222,0.06481264640476175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115,089-926-127-972-615,0.0,0.0,0.0,0.0,0.03237865982944549,0.0773019037313189,0.01969811195203507,0.051860615345674335,0.02491626871232447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116,093-549-532-693-584,0.0,0.0,0.0,0.0,0.020843861756864226,0.03794305930781863,0.08600234898620185,0.03349336522291629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117,095-597-624-140-45X,0.0,0.0,0.0,0.0,0.07059133703453127,0.01587086989972182,0.0,0.025005009207587622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
118,101-548-643-785-143,0.0,0.0,0.0,0.0,0.03617117369497122,0.061194563360456936,0.01385421275668463,0.04658083953149944,0.02950755889400397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
119,101-786-473-793-24X,0.0,0.0,0.0,0.0,0.025222465290516242,0.045264380088110096,0.03844928276964253,0.03464203412689953,0.09288293143896673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120,103-364-820-610-122,0.0,0.0,0.0,0.0,0.0567798388250666,0.053603727422986816,0.045824848990167935,0.08685724551579976,0.019869763319245837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121,104-511-034-288-619,0.0,0.0,0.0,0.0,0.013157816672903794,0.02966946371232338,0.0,0.03563975229035621,0.011763783255327977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
122,110-917-132-699-697,0.0,0.0,0.0,0.0,0.018203013598824938,0.0627927529623772,0.008691850341352083,0.0586816277175847,0.032675159666351344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123,115-098-299-620-069,0.0,0.0,0.0,0.0,0.02076604970774302,0.011134528195672082,0.07623150294104397,0.03248759709630333,0.011516245217820176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124,117-281-186-702-242,0.0,0.0,0.0,0.0,0.05086380061222247,0.060605978084177364,0.003858585912283082,0.02083092675348681,0.016707957367847394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
