,Lens ID,062-055-064-561-85X,116-085-787-369-516,036-149-448-029-082,179-132-294-510-213,027-396-266-532-738,046-376-269-492-795,060-372-899-346-10X,061-018-838-320-648,078-881-949-441-033,059-611-580-408-33X,066-382-980-653-77X,097-421-372-053-520,116-509-832-503-46X,007-409-477-173-741,043-454-317-567-459,131-292-364-160-556,025-320-084-599-970,045-388-908-940-286,063-359-887-330-154,118-102-398-817-762
125,122-703-378-850-053,0.0,0.0,0.0,0.0,0.022112728307082937,0.0813689904446846,0.007114789302512385,0.04145188536150793,0.03757321901711447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
126,125-672-379-353-323,0.0,0.0,0.0,0.0,0.08938111413556857,0.09652359325272346,0.04056304152495764,0.07048446507177904,0.01265014685174939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
127,127-482-211-718-005,0.0,0.0,0.0,0.0,0.053507106710773744,0.033672745241458406,0.007098219688602625,0.07080306547608879,0.027438420474456153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
128,129-202-026-489-574,0.0,0.0,0.0,0.0,0.025234460912507174,0.0,0.010226264408040853,0.023761926109535047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
129,129-443-446-272-731,0.0,0.0,0.0,0.0,0.0362294019484371,0.02664783073240943,0.035630767698298024,0.06652390721138791,0.07744496928052769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130,131-111-699-854-730,0.0,0.0,0.0,0.0,0.03794464353530698,0.008088254740155875,0.027082535360248357,0.03526318874267366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131,135-514-499-218-272,0.0,0.0,0.0,0.0,0.06154296043611407,0.09344898440912272,0.062434550061163906,0.09568369968289375,0.04223114222946014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
132,146-114-322-954-991,0.0,0.0,0.0,0.0,0.05064793964249506,0.041985945715856066,0.028849474972707317,0.018836930143405633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
133,146-586-701-703-282,0.0,0.0,0.0,0.0,0.028018406146609793,0.058636404308322614,0.01089913388805132,0.01401100291205132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
134,148-753-200-673-175,0.0,0.0,0.0,0.0,0.026579989567513743,0.013001436731496898,0.09642952116748449,0.01886376660442932,0.015009694135384536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
135,159-341-018-942-277,0.0,0.0,0.0,0.0,0.0541425109087267,0.039201294926998094,0.011283078820394357,0.02953410975678556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
136,160-606-850-771-257,0.0,0.0,0.0,0.0,0.0457750666037168,0.0,0.0,0.02631767347103149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
137,165-166-377-215-209,0.0,0.0,0.0,0.0,0.028918286868330263,0.019376222956800367,0.020175625936801063,0.04460633037804768,0.03654166915948278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
138,167-707-200-597-186,0.0,0.0,0.0,0.0,0.04675200424544908,0.04687296953959366,0.11824205963466967,0.05679413208990842,0.048918633220891405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
139,174-044-959-189-259,0.0,0.0,0.0,0.0,0.015906464556005757,0.035774506852237854,0.0,0.004172180674376282,0.026038203727952708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
140,185-059-218-401-751,0.0,0.0,0.0,0.0,0.04108271101701935,0.024017033789969635,0.02186519941169069,0.04704760637327925,0.015138439302908672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
141,194-391-518-246-985,0.0,0.0,0.0,0.0,0.07323596175046217,0.07309855273820637,0.04604214215320865,0.08098781663368797,0.04821709834080457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
142,014-665-421-131-071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143,017-489-591-364-184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
144,017-784-773-403-422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
145,024-276-265-590-973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
146,028-990-627-361-144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
147,030-929-233-804-44X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
148,033-950-497-342-66X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
149,034-937-628-469-063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
150,037-935-884-055-847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
151,043-251-321-340-134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
152,048-970-965-076-466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
153,057-466-204-899-197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
154,064-607-448-852-803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
155,071-000-824-702-757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
156,072-262-854-270-373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
157,076-823-648-953-459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
158,078-887-084-126-065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
159,099-514-033-359-088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
160,109-760-057-069-354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
161,110-502-601-552-555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
162,116-584-634-731-701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
163,118-400-153-349-767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
164,120-465-396-538-465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
165,129-335-229-947-343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
166,145-930-999-684-144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
167,158-139-147-446-223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
168,176-358-336-937-825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
169,185-847-512-601-188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170,190-805-304-109-100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
171,001-542-585-753-06X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01929016056772656,0.037310104163565366,0.011212388361252629,0.0730417341184943,0.0,0.0,0.0,0.0,0.0,0.0,0.0
172,010-165-399-327-919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030568531477250444,0.010365189643054565,0.026697151490603588,0.040843065747623294,0.0,0.0,0.0,0.0,0.0,0.0,0.0
173,014-498-810-516-367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012496181264093456,0.008820304718577972,0.02072272250055961,0.002937954940471594,0.0,0.0,0.0,0.0,0.0,0.0,0.0
174,016-199-714-006-263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.050954902973533736,0.0008413365760300504,0.013293160828459468,0.047511156004808965,0.0,0.0,0.0,0.0,0.0,0.0,0.0
175,025-107-741-251-630,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.036041233331087386,0.02293432852462924,0.022280329499525367,0.022423973314022516,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176,031-650-207-787-672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039775199381440716,0.06394954325190512,0.014862497070573766,0.010747665989111112,0.0,0.0,0.0,0.0,0.0,0.0,0.0
177,032-707-667-937-548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0675365096578217,0.025267083234677735,0.018016893496881403,0.01657560370760502,0.0,0.0,0.0,0.0,0.0,0.0,0.0
178,037-377-525-775-574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023617065857465955,0.0,0.01616810845096399,0.007233740676596829,0.0,0.0,0.0,0.0,0.0,0.0,0.0
179,038-455-032-007-224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0510696889242659,0.0,0.017907667450046422,0.005028300349176984,0.0,0.0,0.0,0.0,0.0,0.0,0.0
180,039-088-632-836-477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029612918296301628,0.000705722278713888,0.02416432485930416,0.05816555682433463,0.0,0.0,0.0,0.0,0.0,0.0,0.0
181,050-238-052-849-254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01085838669909757,0.045708939125871755,0.008176193998063807,0.07873723202047545,0.0,0.0,0.0,0.0,0.0,0.0,0.0
182,054-597-134-280-815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04590776200766693,0.023964389089995743,0.07070790572788935,0.031019581512828676,0.0,0.0,0.0,0.0,0.0,0.0,0.0
183,065-723-239-027-836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01494114504278213,0.06615136656633266,0.06320461377471802,0.04157059416273372,0.0,0.0,0.0,0.0,0.0,0.0,0.0
184,065-776-954-434-253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010683047528729794,0.01389350303890649,0.005469807976107491,0.08845956669994515,0.0,0.0,0.0,0.0,0.0,0.0,0.0
185,077-241-208-573-205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005782757665799632,0.018578663253862277,0.06771085156242768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
186,080-376-612-270-923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06122394531331815,0.0,0.0017876680153133262,0.00727840956253372,0.0,0.0,0.0,0.0,0.0,0.0,0.0
187,081-472-552-790-009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00292892507347411,0.04480487668111659,0.04157596341412498,0.03758398456779487,0.0,0.0,0.0,0.0,0.0,0.0,0.0
188,085-964-441-290-42X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09014423857179404,0.03283584322988811,0.0350101007270782,0.034581704405185106,0.0,0.0,0.0,0.0,0.0,0.0,0.0
189,092-107-960-468-848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021368441232308428,0.014840823226327599,0.017052375107659112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
190,094-882-702-642-495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016561021876425813,0.08644262866520336,0.04308285947516377,0.04495161825626592,0.0,0.0,0.0,0.0,0.0,0.0,0.0
191,096-969-589-679-820,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03172267408107786,0.040080452011811665,0.009484091457231199,0.04725600509459105,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192,098-267-139-915-909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016800560551279944,0.05913286316270966,0.039893421142980987,0.00952506394368985,0.0,0.0,0.0,0.0,0.0,0.0,0.0
193,098-551-863-329-618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.036914553307621195,0.005382986687334905,0.034897660589381936,0.05817166128482887,0.0,0.0,0.0,0.0,0.0,0.0,0.0
194,100-811-848-186-952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03097633355308705,0.047629156910643206,0.023374321700159822,0.029790763051499844,0.0,0.0,0.0,0.0,0.0,0.0,0.0
195,104-465-453-188-095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.040883086237834765,0.01825636385066949,0.018677372823909945,0.026684614685958525,0.0,0.0,0.0,0.0,0.0,0.0,0.0
196,105-344-783-651-500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022586971953710344,0.0284922546241506,0.018557502251525138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
197,106-258-436-803-499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024551535213970847,0.01848239972007061,0.0322723669526033,0.011373321314581374,0.0,0.0,0.0,0.0,0.0,0.0,0.0
198,112-419-075-777-708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0308240353050896,0.013823565164646681,0.015160014189204516,0.009907596039245667,0.0,0.0,0.0,0.0,0.0,0.0,0.0
199,115-384-194-385-151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0905466491293398,0.0013550062773117287,0.01581317747911435,0.022302877804069154,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200,115-406-999-927-24X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0783193762174209,0.025791803706359015,0.03728645288335524,0.020625509033951148,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201,127-655-016-585-334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006073399946359013,0.033293011852602424,0.038384379080540716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202,129-190-637-644-62X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005855860217936399,0.012434981333732859,0.01175467916875735,0.005782174879158688,0.0,0.0,0.0,0.0,0.0,0.0,0.0
203,129-518-699-808-841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030489403431259283,0.07103085429831148,0.0685887864125326,0.03306852926019547,0.0,0.0,0.0,0.0,0.0,0.0,0.0
204,129-809-003-331-783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030386816613411714,0.03541661802421457,0.018761067466991976,0.0539458567962354,0.0,0.0,0.0,0.0,0.0,0.0,0.0
205,132-396-141-682-245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.050050926626569216,0.028073925664542046,0.0328675287742777,0.05144289398668938,0.0,0.0,0.0,0.0,0.0,0.0,0.0
206,138-044-330-708-116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045419229945734066,0.048560753907920355,0.06578144897808334,0.026395576116753278,0.0,0.0,0.0,0.0,0.0,0.0,0.0
207,138-254-519-618-953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09866088214080296,0.05095075591019671,0.018368321944175897,0.058193794145438946,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208,139-017-681-927-137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05885314388069568,0.04728101659873775,0.03859735483340738,0.053123718150771757,0.0,0.0,0.0,0.0,0.0,0.0,0.0
209,171-003-626-863-17X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022740357790593756,0.03750185077267286,0.01852889376059153,0.0890260067561613,0.0,0.0,0.0,0.0,0.0,0.0,0.0
210,187-701-961-076-877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0106603557269625,0.045618716489068005,0.008027079798075328,0.07730125345088415,0.0,0.0,0.0,0.0,0.0,0.0,0.0
211,001-759-543-067-376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003213167265783753,0.03486624896634971,0.05702309775363546,0.0,0.0,0.0,0.0
212,002-227-810-181-405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031079057969564047,0.006317132028286455,0.086657227567522,0.0,0.0,0.0,0.0
213,003-149-126-851-754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07322590276773569,0.03424522999747397,0.02963579818988457,0.0,0.0,0.0,0.0
214,025-832-836-773-820,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04238261982482379,0.010366934564358651,0.07401098231147851,0.0,0.0,0.0,0.0
215,038-737-526-962-518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06298755451156436,0.02205076984912865,0.04566009784027959,0.0,0.0,0.0,0.0
216,042-401-029-005-536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05214470232867293,0.019715989938987207,0.013392240671913077,0.0,0.0,0.0,0.0
217,046-846-411-960-590,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02710334169135563,0.004435472955374731,0.03513409474510269,0.0,0.0,0.0,0.0
218,048-127-750-639-998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05499731006011016,0.025543565909289554,0.050324230377589124,0.0,0.0,0.0,0.0
219,051-455-719-730-276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005244464340751586,0.0,0.0,0.0,0.0
220,061-894-521-034-918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.036225939961112404,0.035530833259991415,0.017631613814516778,0.0,0.0,0.0,0.0
221,093-639-455-889-549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01065040388361806,0.016456777529915128,0.023675002614583884,0.0,0.0,0.0,0.0
222,114-610-700-517-329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045471329359062646,0.04268504724687048,0.031158130937414916,0.0,0.0,0.0,0.0
223,119-828-100-009-826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0699216076631847,0.015148155366834474,0.021460930226002536,0.0,0.0,0.0,0.0
224,120-820-618-313-83X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01495848550210937,0.007965717811310506,0.001219465674068213,0.0,0.0,0.0,0.0
225,123-112-711-908-995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013100844189171571,0.00711585185172908,0.045958770183708246,0.0,0.0,0.0,0.0
226,124-748-119-715-692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024927746851423786,0.005023132891837808,0.03300003219282546,0.0,0.0,0.0,0.0
227,132-693-568-339-041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012815889828552859,0.0029611552715823226,0.04100805188376606,0.0,0.0,0.0,0.0
228,139-415-373-727-671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026806151525221655,0.015392216005506915,0.07130663565199492,0.0,0.0,0.0,0.0
229,152-347-604-820-830,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.056019466251814504,0.025144911509849044,0.06693094446929312,0.0,0.0,0.0,0.0
230,164-013-219-239-121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05231300962033285,0.039180515798225915,0.041004715788120844,0.0,0.0,0.0,0.0
231,169-888-128-565-929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007097133079166309,0.0,0.009412121020102521,0.0,0.0,0.0,0.0
232,173-631-094-662-915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03189454898005495,0.01865645487200296,0.10368708716675243,0.0,0.0,0.0,0.0
233,183-733-118-359-209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020794849907554314,0.0,0.0,0.0,0.0
234,191-464-698-912-126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05088454281187575,0.006491687023995279,0.0501404424796843,0.0,0.0,0.0,0.0
235,002-908-019-710-006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016673262511810123,0.03685498008983885,0.022805261128855538,0.0
236,005-477-590-821-001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06275841546720258,0.05970505125244495,0.013918518131842071,0.0
237,018-426-685-841-728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031089608570125313,0.026191250596010206,0.01759923839079354,0.0
238,019-135-892-010-245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027105267046911817,0.0077512663042957584,0.021330648512907134,0.0
239,026-982-172-464-821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01944996452678748,0.051708123200000636,0.01964487499905974,0.0
240,030-902-854-635-052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04199661971022531,0.023247509004992513,0.0,0.0
241,044-023-593-835-730,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04946987377754533,0.015270843307521998,0.0261701380229577,0.0
242,050-418-334-813-530,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009330390036295876,0.05863703738126283,0.035997071784874816,0.0
243,054-076-780-075-898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015098143132378049,0.03943448049788068,0.007869833823313624,0.0
244,054-305-338-343-34X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04949207634815457,0.030976175486631306,0.012164418768883592,0.0
245,056-146-827-136-55X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007518885796784686,0.004043847456119942,0.0,0.0
246,056-414-859-740-557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026037573203965672,0.03977290748251282,0.0,0.0
247,057-197-413-657-247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.046295682017312045,0.017119629352368222,0.0014345867736709884,0.0
248,057-453-531-906-267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021469233769740973,0.021666993818158745,0.07033218236802886,0.0
249,062-086-201-884-316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03704071687053292,0.054536938202263886,0.030170695434441105,0.0
250,062-724-086-574-032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019891207965217515,0.0435558216873632,0.019974916730511695,0.0
251,064-432-781-825-17X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.061034019880419586,0.0
252,064-751-648-054-001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039775115886165405,0.0,0.012134461117164375,0.0
253,068-575-306-450-958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03914602488040966,0.017340437195130516,0.01531701053435404,0.0
254,074-500-461-363-345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.046303421302395634,0.06557855450595429,0.018314701034911673,0.0
