,Lens ID,007-409-477-173-741,045-388-908-940-286,025-320-084-599-970,116-085-787-369-516,116-509-832-503-46X,131-292-364-160-556,179-132-294-510-213,043-454-317-567-459,062-055-064-561-85X,046-376-269-492-795,060-372-899-346-10X,097-421-372-053-520,027-396-266-532-738,061-018-838-320-648,063-359-887-330-154,066-382-980-653-77X,078-881-949-441-033,036-149-448-029-082,059-611-580-408-33X,118-102-398-817-762
120,080-833-091-660-82X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0374881565255911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121,088-963-079-143-906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.055353040990185814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
122,095-597-624-140-45X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006488326443080436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123,115-406-999-927-24X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011029144977038738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124,120-767-088-360-769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03857284649712317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125,138-259-316-198-621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04488411164727865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
126,165-166-377-215-209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.036299361600513766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
127,174-766-280-588-960,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01245860058414451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
128,185-059-218-401-751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029832803542623826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
129,001-759-543-067-376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027746672742235336,0.06100754783705589,0.029909837094214575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130,002-733-369-145-420,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02733177313783395,0.018427587605069524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131,013-594-974-562-515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04456706515420345,0.01696743736433075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
132,026-048-467-239-979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01682952727463522,0.024886746474182646,0.013000730688545521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
133,026-982-172-464-821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024995251123056353,0.003863155572774488,0.056131372693635787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
134,028-990-627-361-144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038150440674571545,0.05170033278870867,0.026953626504886627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
135,031-650-207-787-672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05328980342565212,0.04713539496960859,0.017490865620901186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
136,033-950-497-342-66X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.046236928919079365,0.01571147522631931,0.011135105851548914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
137,034-244-957-935-06X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030666212986833967,0.034452508754467204,0.022987604261602297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
138,037-377-525-775-574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03564279351896266,0.0,0.021210374920277532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
139,037-935-884-055-847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0566639666302942,0.003991289735181469,0.05026788016033039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
140,039-088-632-836-477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02846063553286532,0.008130897843586919,0.025733941059859024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
141,046-846-411-960-590,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04397518398134677,0.024436451725647755,0.03649006759351414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
142,050-418-334-813-530,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08500724205385718,0.031895654106758,0.06049063225852895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143,053-639-636-683-581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015331572543409918,0.01740075993307247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
144,056-709-260-660-68X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06260024840705315,0.009228663118789783,0.01779762651475104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
145,062-086-201-884-316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03650104382827333,0.025992324738587928,0.042305999791128354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
146,064-751-648-054-001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04865017687202983,0.040624412929220206,0.0887066436628273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
147,072-262-854-270-373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022732320978567873,0.018738198268061612,0.07188223989224374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
148,077-954-762-700-03X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031277213112585356,0.017444552377863395,0.07490770921754161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
149,081-472-552-790-009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06014970225427739,0.08051683622962126,0.05419381796476759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
150,092-107-960-468-848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03179964879267344,0.005833138698383218,0.016892783423217476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
151,094-882-702-642-495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04345159955524637,0.05091435337894449,0.04776519387717151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
152,094-974-208-048-309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03804676433582252,0.04487599654184659,0.014443869894698327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
153,098-551-863-329-618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0586834426957467,0.03791921986016683,0.04182799764321639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
154,100-935-111-075-54X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11039410746823608,0.058011983410328025,0.016890346556817273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
155,101-548-643-785-143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06895844636054338,0.020682048817730062,0.012557052580078411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
156,105-344-783-651-500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012322197009822006,0.0,0.020397670716142898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
157,106-258-436-803-499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01480610484969892,0.04115914483844311,0.026167261136526863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
158,112-419-075-777-708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025422234924278003,0.007090025684666392,0.021104947912466185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
159,115-384-194-385-151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0085356599618671,0.07440851111281281,0.016794049305670695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
160,122-703-378-850-053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08170910347354078,0.015796783454143426,0.035293905230087796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
161,123-112-711-908-995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07648752463510546,0.03835255739467923,0.013924661166405526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
162,125-672-379-353-323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07157333814066626,0.05586790317678187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
163,127-482-211-718-005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018616163922622914,0.018402586207251152,0.04017695385047103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
164,127-655-016-585-334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013318838959287219,0.0065390135536325215,0.035058954958269696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
165,129-190-637-644-62X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002788379921719205,0.0,0.017077874659165056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
166,129-335-229-947-343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022917377730522596,0.05400806683898024,0.026784008097409842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
167,135-514-499-218-272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0751959062098971,0.04642227370891607,0.055425274743138714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
168,138-254-519-618-953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09091283899797535,0.007353893628966314,0.021807222520320146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
169,145-930-999-684-144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00249465325084584,0.041277101899924354,0.014694649573217347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170,146-114-322-954-991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03649126651360613,0.05483540463408365,0.02486105956448051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
171,158-139-147-446-223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02679596876824389,0.0,0.01814317042666105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
172,174-044-959-189-259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04322342976828091,0.0,0.003144117311502988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
173,001-281-947-751-975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01086820980183456,0.03475013664632247,0.0,0.0,0.0,0.0,0.0,0.0
174,013-302-417-490-03X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0416315828956518,0.041766307139676453,0.0,0.0,0.0,0.0,0.0,0.0
175,014-482-297-957-834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06008245502261021,0.08607621671377275,0.0,0.0,0.0,0.0,0.0,0.0
176,018-426-685-841-728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04191113992352878,0.032746987845982414,0.0,0.0,0.0,0.0,0.0,0.0
177,019-135-892-010-245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033043402173285,0.03883509825299317,0.0,0.0,0.0,0.0,0.0,0.0
178,019-513-098-708-289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03942477673110861,0.059019135256388175,0.0,0.0,0.0,0.0,0.0,0.0
179,030-902-854-635-052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04826297845959607,0.05307881881906388,0.0,0.0,0.0,0.0,0.0,0.0
180,038-455-032-007-224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06314691833384803,0.040882092656353286,0.0,0.0,0.0,0.0,0.0,0.0
181,042-553-754-884-249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027884456796593408,0.01080579096559978,0.0,0.0,0.0,0.0,0.0,0.0
182,046-947-454-102-783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05403972238322894,0.04036870171181644,0.0,0.0,0.0,0.0,0.0,0.0
183,048-107-503-236-974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05070727657477461,0.04353952283059639,0.0,0.0,0.0,0.0,0.0,0.0
184,048-127-750-639-998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06831185352162486,0.07413616306688459,0.0,0.0,0.0,0.0,0.0,0.0
185,050-238-052-849-254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04189854020736093,0.03438883586107448,0.0,0.0,0.0,0.0,0.0,0.0
186,054-597-134-280-815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05360285916657711,0.010243240492787468,0.0,0.0,0.0,0.0,0.0,0.0
187,067-195-084-305-016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07156179873707756,0.08085154910552791,0.0,0.0,0.0,0.0,0.0,0.0
188,068-842-015-943-027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07686690007381959,0.09203599454534311,0.0,0.0,0.0,0.0,0.0,0.0
189,074-500-461-363-345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.051658368711325314,0.03342263502327804,0.0,0.0,0.0,0.0,0.0,0.0
190,078-470-148-980-604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031979282791071637,0.03522192229373255,0.0,0.0,0.0,0.0,0.0,0.0
191,078-887-084-126-065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01080448989611397,0.029432949860399744,0.0,0.0,0.0,0.0,0.0,0.0
192,080-376-612-270-923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009035223261457991,0.009936787860828054,0.0,0.0,0.0,0.0,0.0,0.0
193,085-964-441-290-42X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06931302433793965,0.07507745528124438,0.0,0.0,0.0,0.0,0.0,0.0
194,087-931-774-679-603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018882910193742372,0.019807523410311858,0.0,0.0,0.0,0.0,0.0,0.0
195,090-891-932-202-646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.040235129434068435,0.028976397934030403,0.0,0.0,0.0,0.0,0.0,0.0
196,093-639-455-889-549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039299085012048825,0.05158256945293818,0.0,0.0,0.0,0.0,0.0,0.0
197,097-759-558-650-313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06101626262294664,0.02984906439549531,0.0,0.0,0.0,0.0,0.0,0.0
198,105-100-051-441-427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010057808593975332,0.04029992674597775,0.0,0.0,0.0,0.0,0.0,0.0
199,114-610-700-517-329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.042747596989085423,0.021622804681324635,0.0,0.0,0.0,0.0,0.0,0.0
200,115-098-299-620-069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022409463121481538,0.0480776330241611,0.0,0.0,0.0,0.0,0.0,0.0
201,118-400-153-349-767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03612183234786349,0.034219796753013884,0.0,0.0,0.0,0.0,0.0,0.0
202,119-828-100-009-826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022520388557679606,0.04447340014153978,0.0,0.0,0.0,0.0,0.0,0.0
203,131-111-699-854-730,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038967711704873426,0.04049026692749528,0.0,0.0,0.0,0.0,0.0,0.0
204,138-963-204-270-114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03909436306895894,0.031640390903495255,0.0,0.0,0.0,0.0,0.0,0.0
205,140-120-127-320-865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04808916978087538,0.050241586837636076,0.0,0.0,0.0,0.0,0.0,0.0
206,141-208-622-576-887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03551815736607951,0.020605065531303108,0.0,0.0,0.0,0.0,0.0,0.0
207,145-431-224-278-742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.050786232116372294,0.06747978299970314,0.0,0.0,0.0,0.0,0.0,0.0
208,146-586-701-703-282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0388975003045058,0.026065417314825732,0.0,0.0,0.0,0.0,0.0,0.0
209,152-347-604-820-830,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.057904584155183736,0.03336393559300033,0.0,0.0,0.0,0.0,0.0,0.0
210,160-606-850-771-257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04192233016713949,0.02779802348210106,0.0,0.0,0.0,0.0,0.0,0.0
211,180-658-270-170-05X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021214523218582224,0.013721523148708717,0.0,0.0,0.0,0.0,0.0,0.0
212,187-701-961-076-877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.044162158986443406,0.03568964300276424,0.0,0.0,0.0,0.0,0.0,0.0
213,000-189-988-224-76X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005789748171125029,0.05810186429731647,0.05675274720034586,0.0,0.0,0.0
214,006-948-163-366-774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022167778153347147,0.02749825561081827,0.02298067945618714,0.0,0.0,0.0
215,013-764-041-525-607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006883500964819293,0.03010992765168447,0.011011096372999898,0.0,0.0,0.0
216,025-107-741-251-630,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031193371028658913,0.0,0.0,0.0,0.0
217,033-709-183-964-289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02059921859319066,0.029091728988606687,0.04303566044094546,0.0,0.0,0.0
218,034-937-628-469-063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010977533332756265,0.01708484070337464,0.009157689685471416,0.0,0.0,0.0
219,036-074-742-305-080,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016640075711975247,0.05428047109876462,0.007527553443386159,0.0,0.0,0.0
220,039-890-704-429-132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0028749770479146288,0.020279711032226228,0.015138909439076899,0.0,0.0,0.0
221,042-401-029-005-536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009780704390390752,0.03705246233598683,0.014844725569783881,0.0,0.0,0.0
222,044-023-593-835-730,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029636705553044207,0.026130934464615067,0.028895263439427832,0.0,0.0,0.0
223,048-970-965-076-466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008225127637115533,0.033953749264874974,0.05325774192920263,0.0,0.0,0.0
224,050-571-717-599-069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017723842214206573,0.033038947016313366,0.002264266841744408,0.0,0.0,0.0
225,057-230-358-061-61X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0070583710096038645,0.041686871607674564,0.06229860121744857,0.0,0.0,0.0
226,057-453-531-906-267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0360884866990837,0.0174256386398758,0.016628989323200623,0.0,0.0,0.0
227,064-607-448-852-803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03569359628530153,0.009056138373054304,0.03841662061403121,0.0,0.0,0.0
228,066-162-924-625-788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015510537081673591,0.04824626101651317,0.018458525116340822,0.0,0.0,0.0
229,070-541-958-070-965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004923184702632486,0.029667317642971668,0.032296669084052286,0.0,0.0,0.0
230,071-572-690-596-47X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010286142925192789,0.058985158996766214,0.09065805135197315,0.0,0.0,0.0
231,093-549-532-693-584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01930970258939633,0.0,0.0,0.0,0.0,0.0
232,098-267-139-915-909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0037319211204324206,0.051897693330642175,0.0,0.0,0.0,0.0
233,099-514-033-359-088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002131920305279335,0.015341636531189157,0.006827559076053482,0.0,0.0,0.0
234,101-786-473-793-24X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005026034385679504,0.010096263299479748,0.09276713001887706,0.0,0.0,0.0
235,110-502-601-552-555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003996568197012642,0.03581249677452918,0.0025845084844337046,0.0,0.0,0.0
236,110-917-132-699-697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0094861039917886,0.03285859714493324,0.019365011468231066,0.0,0.0,0.0
237,120-465-396-538-465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005843205673776906,0.06212958518978016,0.04496081941185131,0.0,0.0,0.0
238,129-443-446-272-731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03576484531388585,0.0239217986728522,0.09238653730163168,0.0,0.0,0.0
239,129-518-699-808-841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08254987524505827,0.0,0.0,0.0,0.0
240,148-753-200-673-175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02373422146809361,0.014802106157466402,0.007278056252260922,0.0,0.0,0.0
241,169-888-128-565-929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
242,170-177-625-955-412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010302788009046936,0.03783152425211771,0.003299508598216888,0.0,0.0,0.0
243,176-358-336-937-825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020180753169833553,0.019022586820060295,0.02180904920129209,0.0,0.0,0.0
244,182-499-359-463-219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030837102125989845,0.06269046379916741,0.031219290701786025,0.0,0.0,0.0
245,190-805-304-109-100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025781568675537184,0.10113511436108992,0.03249083483166192,0.0,0.0,0.0
246,194-391-518-246-985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010109848184630269,0.04410273616226931,0.060097880220148454,0.0,0.0,0.0
247,016-199-714-006-263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05684518433997946,0.039353979540525594,0.0
248,016-780-208-466-573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005090388511295055,0.02417549542256374,0.0
249,025-832-836-773-820,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041975470212702176,0.03601976113622854,0.0
250,032-920-635-083-229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002124970958497347,0.001782654786626455,0.0
251,033-100-558-536-10X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09999524555488609,0.028624704700165628,0.0
