,Lens ID,043-454-317-567-459,078-881-949-441-033,116-509-832-503-46X,036-149-448-029-082,060-372-899-346-10X,066-382-980-653-77X,118-102-398-817-762,025-320-084-599-970,046-376-269-492-795,059-611-580-408-33X,131-292-364-160-556,007-409-477-173-741,027-396-266-532-738,045-388-908-940-286,061-018-838-320-648,062-055-064-561-85X,063-359-887-330-154,097-421-372-053-520,116-085-787-369-516,179-132-294-510-213
159,030-929-233-804-44X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0760406282560274,0.03850480108746914,0.026642116160631366,0.04595545268550827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
160,031-740-156-435-499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.050098922544178755,0.027517895807664068,0.05481049796159568,0.03230916988273102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
161,032-388-474-318-614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05717486757790147,0.0437467822882428,0.03309563153490527,0.06199998169405066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
162,032-920-635-083-229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001303035314941531,0.043369761244830995,0.0016808666856733617,0.0014939773009081103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
163,033-140-945-207-53X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04273783358866735,0.0597290506397629,0.0368327138851458,0.04399253785162014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
164,033-555-573-298-315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03756614954348193,0.016880592506350014,0.06596113303686882,0.0014459848373900275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
165,046-846-411-960-590,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014564582488961914,0.02844363199074864,0.03269986853025395,0.04562380909542868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
166,048-107-503-236-974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04093471571645458,0.03735121563813849,0.023400976309580126,0.022944155133725316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
167,048-970-965-076-466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03365172077286236,0.018718117496480342,0.09943545737151392,0.05304711472668032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
168,050-571-717-599-069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024504082713301657,0.050208529911650646,0.01955192608129243,0.05052245395076578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
169,051-858-967-360-549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009068459294169313,0.02189584877681353,0.0021847448725099247,0.0032427937225203377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170,056-146-827-136-55X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00885845281754327,0.015773991928798536,0.001514485344504315,0.015001920521733287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
171,057-197-413-657-247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.042800305129905444,0.05408174717856376,0.01429714444322775,0.03373810828322806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
172,057-230-358-061-61X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029222893244424397,0.045664549208339206,0.07040405495671909,0.06980866021889393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
173,057-466-204-899-197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020138482656490764,0.07057070552646791,0.06445965951228377,0.06934611098413937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
174,058-201-431-727-742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019550122642892284,0.022377619244549254,0.021970254557996133,0.004803978313273315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
175,061-894-521-034-918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002960669539453639,0.02664234733964686,0.016406708579701598,0.036278475699575416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176,062-724-086-574-032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026448420268127344,0.006684100899130171,0.010925033069544236,0.03177213197068986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
177,065-723-239-027-836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01885393911179918,0.04811546673672501,0.01608290574024109,0.05575796740389123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
178,067-195-084-305-016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0611655050357957,0.030422805839255856,0.06402750188947695,0.044928758603596554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
179,068-347-597-479-448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009523441828563306,0.036051716268415634,0.01369121759623985,0.015459196749788908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
180,068-575-306-450-958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04528516237543687,0.028426379030850393,0.03174678253715946,0.05091741270234795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
181,071-572-690-596-47X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04336243187882528,0.05731172354184545,0.019802935817277198,0.03938502696363626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
182,072-364-355-191-82X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04262368519638408,0.03833804284572827,0.016593964090185133,0.012674279935192458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
183,076-823-648-953-459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03219018067239804,0.08185685667496292,0.025443044579247252,0.0588087216242455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
184,078-012-100-970-29X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06968528054936803,0.01991289594014604,0.014197266699622676,0.02725215516435163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
185,078-470-148-980-604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030543041923527775,0.024767873816642395,0.016206306455504766,0.028353394894760183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
186,081-472-552-790-009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01466715993057619,0.06097267152797897,0.002029083412858503,0.01703556792877651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
187,082-495-474-227-605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.036101479162836576,0.03402068283520715,0.018996324581265385,0.030185940942675484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
188,084-598-061-461-73X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0684717001895774,0.013806157856236814,0.021029917392324515,0.08211701755563913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
189,085-964-441-290-42X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05908773628412175,0.032203961734143874,0.10055935300222105,0.02203762482521554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
190,087-931-774-679-603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02730678954118141,0.03632583405958499,0.007202870662337623,0.042047164135527976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
191,088-963-079-143-906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014648844568340652,0.02290456463377998,0.05440955809777304,0.028484841471230826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192,089-926-127-972-615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.059680608190415485,0.07750800373875812,0.010195454178917136,0.07220795798911386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
193,093-946-427-403-951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0033360792562691748,0.0,0.004303417120264647,0.010068522115652121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
194,096-969-589-679-820,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09500245327763115,0.04488218430121819,0.026248820700789283,0.031241362311374955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
195,098-551-863-329-618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037621847352873425,0.061921338223437275,0.046025604130253375,0.019390621036692597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
196,099-514-033-359-088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0169559567518338,0.05702726120104137,0.04978210851137793,0.0744474288889995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
197,100-811-848-186-952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04481404393161583,0.029913823337275845,0.029110206188336398,0.049780255767531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
198,101-931-016-895-249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04599313166000614,0.050471053268686776,0.019595534524227406,0.021933628086231914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
199,102-669-910-571-199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024562999810932826,0.05754585198436628,0.03156485593969612,0.04305851296722954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200,103-743-287-428-874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.036258206397552395,0.015598242553016374,0.03199605338176865,0.029371085231674816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201,104-095-760-090-607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04417668216295494,0.041649502316648435,0.013503359292478971,0.030920925106937995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202,104-465-453-188-095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0141456533446236,0.042068845075760176,0.04043096047327671,0.054241157813478505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
203,105-100-051-441-427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022139869052596687,0.021551336610036553,0.009652805533040994,0.03143753491703715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
204,108-795-741-054-873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02850584106219022,0.009426264783842482,0.0024371229570013656,0.04029231915123315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
205,109-321-719-727-13X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03470032247866413,0.03093305537501081,0.050597839009681525,0.05199385199808365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
206,109-760-057-069-354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03236870595404027,0.038709184737390864,0.02075974010799751,0.030480012696650186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
207,115-406-999-927-24X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06981639018357838,0.06526052312009159,0.09596515426504389,0.029468291665716573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208,116-584-634-731-701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08333974930294229,0.04292424190569091,0.05116406544774033,0.049929243253474975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
209,122-817-336-993-887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008208338390888083,0.014302533484308917,0.05009101289085012,0.01972432247196971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
210,127-655-016-585-334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022894218288604343,0.02942907616097035,0.012732782508343485,0.018372256029641338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
211,129-443-446-272-731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04942295091118943,0.038951797495927205,0.05881231884959563,0.05456428405073353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
212,139-017-681-927-137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04463211835890187,0.1004982316172788,0.0642601110306964,0.07513603855798028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
213,140-120-127-320-865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06743999343452461,0.018162859623632507,0.02591570806274316,0.06436207818489656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
214,141-208-622-576-887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03652955053993594,0.05755369099096336,0.04215490204462247,0.030870986085875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
215,145-162-485-543-214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06008313738558573,0.058741591204381084,0.0389406173501245,0.0209717543542342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
216,152-347-604-820-830,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04599641649782507,0.017536272246814668,0.002354568124978156,0.08973603740294163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
217,165-093-106-271-191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07432255492488292,0.04279425938539136,0.06292418628264293,0.10090753759773324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
218,165-166-377-215-209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06287740075970655,0.014254255732723898,0.02525376895788797,0.025743915107920613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
219,173-877-453-721-519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020913112501951395,0.05117914881439481,0.07333174925897856,0.05240415418413638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
220,180-963-788-596-582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02687000275913263,0.0547242483521389,0.07058041563558068,0.03824261319697199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
221,183-733-118-359-209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018729426830005592,0.0,0.017812699156285434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
222,185-059-218-401-751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.059779327455080376,0.039893332996585554,0.03157126241534887,0.0407791061530732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
223,190-805-304-109-100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026675621361957946,0.02635201507310741,0.002770507991534682,0.04220899337464194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
224,191-348-260-799-474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.057625671883237715,0.0546146233646268,0.04370253746791329,0.04473266135857885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
225,191-464-698-912-126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03291352630315468,0.06275314882100863,0.014170278467268647,0.037711959062244026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
226,193-381-516-111-686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.054650591230411355,0.03957953572555128,0.019869757780797657,0.026056247679498355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
227,001-254-322-670-872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003137566450426379,0.04514758130996229,0.03146729889809916,0.035530101172072906,0.039946631572072636,0.005745138330130069,0.02060302427859969,0.005193538061031591,0.06820829414538274
228,002-733-369-145-420,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006417672550097203,0.04238356386558963,0.04042832347344229,0.013596597025332315,0.03465201905891321,0.011737768411111526,0.0,0.03655373491528112,0.01956804640123961
229,002-908-019-710-006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06941845510078251,0.040918221446202094,0.039773703662368515,0.039840438238299296,0.022038334727935965,0.020940972057662183,0.0036103471357381,0.02645059562650183,0.013847027217098224
230,005-477-590-821-001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07520430084354414,0.040510294103078104,0.05598179194177621,0.07256026710168272,0.09529702475584385,0.005199533070932147,0.011651932971879667,0.04933808026699901,0.056150411925379
231,013-302-417-490-03X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004910275055965909,0.04035514158327087,0.0,0.040992168078724564,0.0007697936877870676,0.03411228744864148,0.02883673093706024,0.048425596789504595,0.058581217445650854
232,013-764-041-525-607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011512386495294997,0.031002796461750172,0.06557192214412659,0.024311883300484064,0.02620373573387343,0.010614777705035688,0.015510642568140887,0.04861506066540886,0.004858131696696187
233,014-482-297-957-834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07658296960960187,0.06289231140708379,0.06421141477185988,0.07894660479123866,0.08079986933813055,0.012837270284560233,0.03588955137475541,0.007352506678742672,0.03478382442697643
234,019-513-098-708-289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01105252089748551,0.035685458434723163,0.027417325451348926,0.05141816659045319,0.036168572251240504,0.0,0.013322192726006305,0.028035725163418655,0.04499647050290921
235,024-276-265-590-973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014561285063624408,0.03743770522855598,0.020997631413422806,0.03215477205944979,0.02297866848813096,0.0027885015262294,0.05542655919223878,0.10100475282870007,0.06524753512972295
236,032-707-667-937-548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03440478679364177,0.02218334289728618,0.07667533763912308,0.03404971905007044,0.06536714062406622,0.014291154093695128,0.017812652572127968,0.02625050932581069,0.04495608977919838
237,036-074-742-305-080,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05894734256410378,0.05221434383744226,0.028984869009981852,0.02195770643361071,0.09183299590386285,0.019048673357457434,0.035977704034347587,0.04406827584809984,0.06464162702287239
238,038-170-805-379-451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015384998050740287,0.01348993512436366,0.0,0.010812934734129207,0.0,0.0,0.0,0.03644803281084408,0.0
239,038-737-526-962-518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045309647277566235,0.035348418052364924,0.02922742847813011,0.053957139884316364,0.04837412943769696,0.007606986693362489,0.03982095622030217,0.05043124452631194,0.03756740838279951
240,039-572-877-788-682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015957822726579612,0.007477324799892052,0.006947203381287297,0.014023658128487939,0.05070320639613758,0.000495219005034653,0.014622385544163091,0.046123239058454314,0.015162101611124666
241,040-208-896-050-485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03327502831120627,0.0568542674538234,0.03145978013520906,0.026603464712427426,0.07332587953139572,0.012674695604609465,0.031489447970618326,0.0071358188822216026,0.0567219992397085
242,042-553-754-884-249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.050855374676827145,0.03601138120630287,0.04831394783195446,0.01954140469772133,0.05374638515099085,0.0026797150971125017,0.04733464229194885,0.0053705739453214245,0.03595306319187151
243,043-251-321-340-134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.050935349005305476,0.0483183365250383,0.055271330984823265,0.04075931692208224,0.06377531684368001,0.02846537409691035,0.023555966979829084,0.023677597477409645,0.07951735995241022
244,046-402-144-705-650,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08848792818429604,0.058251252178836276,0.07173494659094498,0.033922085932435404,0.06746613255757328,0.009739539541770722,0.01028913454669976,0.014965442832968506,0.038702135312042404
245,048-127-750-639-998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04263641357666644,0.06751547538015572,0.06069902999322655,0.06496016677363296,0.07432346140815702,0.013373880853910058,0.05655135730003183,0.050427689312996155,0.02398533032768417
246,050-418-334-813-530,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04127349730266976,0.04682771946016734,0.035192086052131644,0.04894476199583186,0.060238403700468825,0.03414607487272138,0.05821150783498605,0.012887571356749731,0.09692969560308895
247,053-719-795-895-127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05004074727521235,0.0520925712877531,0.04406761472692566,0.056206778830675784,0.07664036344185297,0.006842301729968797,0.026972225300889465,0.04730000369260542,0.01345278843086508
248,054-076-780-075-898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01033012931990589,0.04651443221675631,0.03510343997660627,0.03608633193430631,0.0508305254930143,0.011275200472920082,0.04445406034484974,0.05190715192443998,0.0234221160176292
249,054-597-134-280-815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01755605169074013,0.04633244460038006,0.02118626659994681,0.010678330228996852,0.019443517705303264,0.0031662888841383343,0.07779991586241754,0.015107685781962329,0.04481025441549141
250,057-453-531-906-267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06489227827294433,0.03200866751155809,0.045524534391424544,0.08614652471493334,0.04544765155696706,0.010828452351060445,0.021119345171294296,0.010040848983766304
251,062-086-201-884-316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04636616725102752,0.022856753869549017,0.046904110308189,0.057016227203016384,0.05611631133793462,0.01604158201408546,0.034022025047248175,0.046494417275569785,0.0560908673935834
252,062-376-529-028-631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0560442701963618,0.03614929956879258,0.02252964149600279,0.0600128197171858,0.048006321460825,0.0007142822881287649,0.013781232689926657,0.008040666198229542,0.02460876988884525
253,064-607-448-852-803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033451517309984406,0.03518647505025736,0.12265799610840432,0.0607516447323197,0.04495154586978328,0.02938575331001588,0.02882540987871963,0.020570957634746975,0.10270162260489489
254,064-751-648-054-001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009443667650875462,0.0052950087402415715,0.0,0.006271868537886563,0.15368365547165905,0.01326488948471841,0.11272149100605983,0.016815245403361278,0.0261308549137049
255,067-245-023-581-167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04647779863067629,0.06681265261659128,0.033776819691485306,0.06895739924068031,0.018986066336689124,0.002753860581245186,0.0232756891903264,0.04516449454294402,0.016089836259815332
256,070-541-958-070-965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05055376584208088,0.07556355837332274,0.018255299994959024,0.08850389736527375,0.06485005135560203,0.007747018144013646,0.01889782538043061,0.008587908306454508,0.04211018960097539
257,071-000-824-702-757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029965763684223552,0.013323985038268624,0.03543166580629555,0.03127554304075191,0.01974664352481832,0.017887437489802364,0.013439904094464807,0.021157049924644747,0.04351823850619917
258,072-262-854-270-373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01967179419528724,0.043713200893616425,0.05861856347751106,0.05328404416705548,0.03855913918837608,0.03647890045475963,0.07864412100430454,0.019332509749632732,0.007642414385734573
259,073-054-463-858-866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03724132315798786,0.059220319633343746,0.04095621938327995,0.03637868423925122,0.08182302966589156,0.03789918704820552,0.024150786683512386,0.020348753370954792,0.03669297044327473
260,074-500-461-363-345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043253313888044806,0.044655464681213654,0.05542229975112477,0.026872189497602596,0.11242959182571925,0.01764260298505875,0.09471679081009798,0.06892674178966321,0.034496421388139194
261,076-147-310-562-230,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05263280943461278,0.06394860275774678,0.06453961542516953,0.027468676624328656,0.07474749877605824,0.02592540288223208,0.03662147643842634,0.026492880808774447,0.05086095326354727
262,078-451-133-512-02X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02266885752212932,0.050755550633583446,0.05037458658669494,0.04878268202247675,0.023583862983325612,0.01928928836628875,0.006502648052407937,0.018598139529535426,0.033177643240984156
263,078-887-084-126-065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01915875957560116,0.011939968164418169,0.005086220502426584,0.022392772320828185,0.019082379085425396,0.0035038080625543143,0.055897888336996465,0.005198311959732438,0.010935162074067101
264,080-833-091-660-82X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03667830568186027,0.04428517234374403,0.02703577483627974,0.053372945926420924,0.06456208762243637,0.009275762182594469,0.010977342519668074,0.05003603900997954,0.10216463691830609
265,097-759-558-650-313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.035566814637331884,0.06539011451739091,0.00781115697127985,0.03378946459669162,0.0622372291754565,0.042551577465591364,0.017844180922500206,0.008900042118489456,0.038802845221381554
266,098-267-139-915-909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02673842204797724,0.038552267371045605,0.05501738833206787,0.030097817378067358,0.013967557931248804,0.0031283095933439986,0.04614114772906704,0.032927565582306514,0.02761477114914301
267,101-548-643-785-143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01631764677268682,0.026009037635810972,0.0038545485935255154,0.04940945529543449,0.025996732050897756,0.02363678855627867,0.027072527092464035,0.025761966972084653,0.004355779863613744
268,110-917-132-699-697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014517539711544226,0.034359338181041546,0.01995638213148726,0.06015568034627712,0.026450210234111593,0.015721326384450153,0.029305727775181357,0.04924745399594262,0.04122198713106894
269,115-098-299-620-069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027927280412862472,0.024330524664660735,0.019898136367581754,0.04161665849098447,0.032902532997306506,0.0060023007382557685,0.03793909867211703,0.0004049332630957049,0.024209091401944
270,120-767-088-360-769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01573674514482456,0.02057879513658239,0.040370616530800235,0.012038937125674606,0.020176891403759584,0.018605929618726882,0.05647959110258803,0.07504373992199548,0.004401499167175147
271,129-190-637-644-62X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00048186440050638997,0.0,0.018113343285686093,0.054699606057556596,0.0010165211984561728,0.04235982448157473,0.01982096009217137,0.004905105788587353,0.023565939666377746
