,Lens ID,045-388-908-940-286,116-085-787-369-516,063-359-887-330-154,059-611-580-408-33X,062-055-064-561-85X,131-292-364-160-556,036-149-448-029-082,118-102-398-817-762,007-409-477-173-741,025-320-084-599-970,043-454-317-567-459,060-372-899-346-10X,061-018-838-320-648,066-382-980-653-77X,078-881-949-441-033,179-132-294-510-213,027-396-266-532-738,046-376-269-492-795,097-421-372-053-520,116-509-832-503-46X
132,127-655-016-585-334,0.0,0.0,0.0,0.008740663650004133,0.016940839082375973,0.021090266732218324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
133,129-335-229-947-343,0.0,0.0,0.0,0.02778530718729047,0.01665720414631073,0.049681721961778724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
134,129-809-003-331-783,0.0,0.0,0.0,0.025904866304757593,0.032991082170396785,0.10108826073638902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
135,132-693-568-339-041,0.0,0.0,0.0,0.057949451441050556,0.04064363002487807,0.03488821820394876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
136,138-254-519-618-953,0.0,0.0,0.0,0.07926428776268292,0.05567708195090827,0.055552259418347766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
137,138-259-316-198-621,0.0,0.0,0.0,0.010696549128639632,0.07790122945010391,0.035413860299213194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
138,140-120-127-320-865,0.0,0.0,0.0,0.015042443774809143,0.02553028716629779,0.054721034831066925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
139,141-208-622-576-887,0.0,0.0,0.0,0.032992345072249754,0.036047728402775786,0.030434840005992086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
140,145-431-224-278-742,0.0,0.0,0.0,0.0334027932383371,0.03885446864039642,0.08130776039832682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
141,154-969-566-820-758,0.0,0.0,0.0,0.057439249823031543,0.06055235555620828,0.07772667809145842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
142,165-093-106-271-191,0.0,0.0,0.0,0.03936844087833549,0.13009698714461557,0.09270965418758102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143,173-877-453-721-519,0.0,0.0,0.0,0.0480923496485895,0.046993964529008364,0.047601038696376545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
144,179-665-467-280-842,0.0,0.0,0.0,0.07469964339564635,0.04347927327738976,0.06265113683342413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
145,188-130-097-599-287,0.0,0.0,0.0,0.005518465004595655,0.051367501871459886,0.06830006401561549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
146,191-349-254-093-883,0.0,0.0,0.0,0.042927756241880305,0.07959430856439695,0.02353753993134009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
147,191-464-698-912-126,0.0,0.0,0.0,0.008047080446568251,0.010763288435727453,0.03491060975882021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
148,001-281-947-751-975,0.0,0.0,0.0,0.0,0.0,0.0,0.025675665490873068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
149,010-165-399-327-919,0.0,0.0,0.0,0.0,0.0,0.0,0.0455876237778204,0.003065229083935908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
150,012-309-807-113-075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8396395076228179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
151,032-920-635-083-229,0.0,0.0,0.0,0.0,0.0,0.0,0.014144977352767988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
152,038-455-032-007-224,0.0,0.0,0.0,0.0,0.0,0.0,0.013639181058699303,0.003131135527544337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
153,039-211-082-250-412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.659108774237358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
154,045-139-449-368-358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35941214847617153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
155,048-107-503-236-974,0.0,0.0,0.0,0.0,0.0,0.0,0.027342215616950175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
156,051-455-719-730-276,0.0,0.0,0.0,0.0,0.0,0.0,0.022299784305717857,0.005119343059946704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
157,054-305-338-343-34X,0.0,0.0,0.0,0.0,0.0,0.0,0.021898013777667744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
158,054-597-134-280-815,0.0,0.0,0.0,0.0,0.0,0.0,0.032670385047628224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
159,059-445-824-916-322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9163184531716131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
160,072-262-854-270-373,0.0,0.0,0.0,0.0,0.0,0.0,0.0410431732937514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
161,100-758-379-277-21X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.659108774237358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
162,104-626-130-571-406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9283324534814884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
163,114-672-389-593-030,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11208334698971309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
164,122-790-951-486-150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1347246590682088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
165,127-475-456-358-110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27670064265390626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
166,129-504-756-103-235,0.0,0.0,0.0,0.0,0.0,0.0,0.0774296780486135,0.15663999691673522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
167,130-345-560-495-003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7113579677078704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
168,159-341-018-942-277,0.0,0.0,0.0,0.0,0.0,0.0,0.055980023778851695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
169,166-898-814-966-01X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15975232078788454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170,176-234-799-872-074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22076177606022793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
171,001-254-322-670-872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005860249197010711,0.0363411614442769,0.015457624507569588,0.0,0.0434546262622736,0.048813945588785664,0.028863267168047227,0.08127602234342621,0.0,0.0,0.0,0.0
172,001-759-543-067-376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005153773284497396,0.014574740135536763,0.032064018053196926,0.04809538806617557,0.03637756402673248,0.051269004893643846,0.034807473956235596,0.010209121257235184,0.0,0.0,0.0,0.0
173,002-908-019-710-006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06543435768855657,0.019450129468752166,0.012875636358310983,0.0,0.03970006690077556,0.026407967594292422,0.003919727047992072,0.01969876215149185,0.0,0.0,0.0,0.0
174,005-477-590-821-001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06480757965617681,0.06899069431408505,0.021431852577017484,0.04031813768738181,0.08992977837292074,0.0383197393494573,0.043894686263172264,0.07520137909316099,0.0,0.0,0.0,0.0
175,006-948-163-366-774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013187608215429284,0.06336832175241179,0.025617649626441568,0.017973026102800202,0.06768789498957756,0.027306289658910268,0.017814072918267622,0.01874185238027215,0.0,0.0,0.0,0.0
176,012-629-049-920-451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008645830606663626,0.019770221067182504,0.022733109829604393,0.03518406687075389,0.016428802753238256,0.009419138155606703,0.019004160095648162,0.03694738646695578,0.0,0.0,0.0,0.0
177,013-302-417-490-03X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007023501538031485,0.03532623656269403,0.018662779536805216,0.004261486733179567,0.05040429249627544,0.010002205721919092,0.019802924297068362,0.06744134773582047,0.0,0.0,0.0,0.0
178,013-594-974-562-515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027190528332170647,0.007638255399848099,0.0,0.024238490482824764,0.08171412001930142,0.010883587577688607,0.0,0.017072710029716207,0.0,0.0,0.0,0.0
179,019-178-979-244-511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.042596300874901946,0.043751853273699605,0.02860321858025605,0.009935527590065057,0.05152377178287595,0.03222275385987587,0.0150219135584847,0.020005171023395066,0.0,0.0,0.0,0.0
180,025-107-741-251-630,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05567325197098742,0.008905634288874666,0.037006653074234716,0.042156209174365585,0.02313214487470187,0.03645548064825622,0.0,0.0562892413001148,0.0,0.0,0.0,0.0
181,026-982-172-464-821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027057153576634393,0.022472791807399625,0.03894359109310905,0.010628819983735147,0.030738511268143837,0.07953260880999087,0.02302861148439571,0.011566121111708174,0.0,0.0,0.0,0.0
182,030-902-854-635-052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.052038657539238656,0.017145468348813447,0.0,0.0747364636961847,0.044159667336686886,0.0,0.0,0.0,0.0,0.0,0.0
183,030-929-233-804-44X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07038591864447935,0.07824342856244337,0.03279600893822583,0.015820760905088237,0.04100311858872108,0.044010341313154344,0.03463781212948877,0.0910253033093753,0.0,0.0,0.0,0.0
184,031-650-207-787-672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03593150088353655,0.010502022938539494,0.0422416704725459,0.03535053242343523,0.08046072675987344,0.07229845868822446,0.043826270943961736,0.02303790541488983,0.0,0.0,0.0,0.0
185,031-740-156-435-499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05294051491435009,0.0436465669373791,0.034604390287516114,0.02943993765929039,0.033548488603910395,0.034669692660986476,0.06100357141611076,0.034658820300722995,0.0,0.0,0.0,0.0
186,036-074-742-305-080,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04453837559159733,0.07282007471950591,0.019063768955211533,0.03953244344813425,0.031029135154707038,0.06680637301871326,0.01646602663320784,0.059705542834674476,0.0,0.0,0.0,0.0
187,039-890-704-429-132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03004753793544602,0.01170296798311194,0.010048849694127213,0.02320038505507716,0.03569305397255257,0.017405004625635892,0.032789112961982364,0.04840400863949641,0.0,0.0,0.0,0.0
188,040-208-896-050-485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03439350156846895,0.027737392580472513,0.014289768527043497,0.047334038863588675,0.03561430452885506,0.03888924273905217,0.014763953374278823,0.0703530689062564,0.0,0.0,0.0,0.0
189,043-251-321-340-134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05876216225448416,0.010160260975971669,0.0,0.026898130935563924,0.05379772324926555,0.035763320149840946,0.02591763460829719,0.0872622808197753,0.0,0.0,0.0,0.0
190,046-846-411-960-590,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02643306620303127,0.014251031705836867,0.013829286165796144,0.03277973444450928,0.016186559366805162,0.0171995690415959,0.03290648715918636,0.03291249924968428,0.0,0.0,0.0,0.0
191,053-719-795-895-127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05747112220416026,0.08652602657541,0.015956884925120613,0.023080866030905398,0.06556475027632072,0.009310585851150011,0.004496168217526766,0.009646021854327171,0.0,0.0,0.0,0.0
192,056-146-827-136-55X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026766632889391424,0.008995739890567697,0.017400489209740775,0.0,0.03224731448873516,0.011521500076986876,0.029357168467531683,0.002328179195517012,0.0,0.0,0.0,0.0
193,058-201-431-727-742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.035953675157528495,0.0024003976659982074,0.009072065007224506,0.0,0.038110793888856735,0.0030198366230317843,0.025633451913152618,0.004213107348929598,0.0,0.0,0.0,0.0
194,062-724-086-574-032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025790561348173074,0.029032821023146565,0.03746689141064344,0.07405979622372322,0.0327654375229289,0.04042840126073745,0.044757915218193736,0.016799370074475746,0.0,0.0,0.0,0.0
195,066-162-924-625-788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02751480199016775,0.01764838539628337,0.017733744289361336,0.05599705540521652,0.031354720500407,0.060035182885094185,0.01029968884966859,0.016391729481650342,0.0,0.0,0.0,0.0
196,068-842-015-943-027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06323179017538798,0.041923031926054156,0.011836596570926313,0.04789510204061016,0.093356669817615,0.09756800987116296,0.040382852732022176,0.020622702623806465,0.0,0.0,0.0,0.0
197,071-572-690-596-47X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03669747666632036,0.04464987258967057,0.02561602483923375,0.04944022678132533,0.03893124669858177,0.06025309193729588,0.06625722380787867,0.03163754390612119,0.0,0.0,0.0,0.0
198,074-632-781-234-90X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029778327368941707,0.014922475971714727,0.018047733622092207,0.02702191644536007,0.04785562570576138,0.05106174091476625,0.03864269121438273,0.046830010486718934,0.0,0.0,0.0,0.0
199,077-241-208-573-205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.057566533517124006,0.06799518198363404,0.0,0.0,0.01732234160131471,0.01720602015381638,0.00586952526342932,0.02528492349768387,0.0,0.0,0.0,0.0
200,077-954-762-700-03X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038882740489108614,0.019596507570711175,0.004119526413499522,0.024416484990717465,0.04558683348925081,0.0846411913799451,0.010053841175225595,0.03229283266283869,0.0,0.0,0.0,0.0
201,078-451-133-512-02X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030642557944116577,0.028493626901561785,0.030190742440713396,0.07115957135287405,0.056734914176498036,0.0208597083293154,0.011000438191932395,0.024658360619289447,0.0,0.0,0.0,0.0
202,086-157-478-708-338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04322240966883744,0.025448090534336054,0.005536863984789111,0.0072917584427241375,0.06926524604802352,0.02229180385947979,0.0,0.05748331385876278,0.0,0.0,0.0,0.0
203,093-639-455-889-549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01922282129690393,0.017487311705289162,0.0055687370676234275,0.03997266882200553,0.07961224312469352,0.07882082648002423,0.03371105577248594,0.003675372152233167,0.0,0.0,0.0,0.0
204,096-969-589-679-820,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014734787211520047,0.09168765072465128,0.006378994704774304,0.04427435065284707,0.00961352666891918,0.039939995466164786,0.03137958227949166,0.05703572548163555,0.0,0.0,0.0,0.0
205,097-759-558-650-313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03948041864524153,0.11304221864430916,0.009773775032091718,0.0038370500855120808,0.034726562307984335,0.040346490298531525,0.04689961193870538,0.05616864643016936,0.0,0.0,0.0,0.0
206,099-514-033-359-088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05326636723264523,0.014450433931733928,0.005162496483318818,0.0734539873888089,0.059439101524834115,0.016714118574880064,0.015781364603760752,0.04009651381344352,0.0,0.0,0.0,0.0
207,100-811-848-186-952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011336888234861064,0.06288475388153905,0.018769507876438645,0.03865690231918702,0.03208351441629463,0.03795612548518883,0.025951833581771725,0.020486787801892337,0.0,0.0,0.0,0.0
208,101-548-643-785-143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01606540122224322,0.01884067317276353,0.020778020611178456,0.013186138545024987,0.05270310022778806,0.04214327410483075,0.030119394493112628,0.0036787406542077706,0.0,0.0,0.0,0.0
209,101-786-473-793-24X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022592613176350643,0.013528028946501337,0.03699401123957277,0.037615404829223126,0.04198019667535732,0.016318613535812886,0.10602732458208625,0.027152949654174866,0.0,0.0,0.0,0.0
210,101-931-016-895-249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059503224902156164,0.052571390696451684,0.005297232893755829,0.07679089897817962,0.017980146005834315,0.028634896051364246,0.014967525535446159,0.037735554513979246,0.0,0.0,0.0,0.0
211,104-511-034-288-619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006700923883147869,0.018711849195594904,0.02183291779607762,0.0,0.03360162814986369,0.05113644903722716,0.01306235430033,0.018267480893977783,0.0,0.0,0.0,0.0
212,105-344-783-651-500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012766707557204427,0.02756648536650358,0.0,0.0,0.03705547521520963,0.02012157187075299,0.0,0.0,0.0,0.0,0.0,0.0
213,109-760-057-069-354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041684815924723964,0.04924608020448124,0.026876688086114944,0.013892239478493556,0.060319434925639764,0.036945083502928217,0.025063487975829732,0.02001154428919103,0.0,0.0,0.0,0.0
214,115-384-194-385-151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020694190103775264,0.0,0.08055932020682567,0.0781969295048342,0.0019107357337386417,0.011233210961625266,0.044899395950407386,0.0,0.0,0.0,0.0
215,116-584-634-731-701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03302716506277743,0.07726472542084192,0.03173803266512994,0.00924117091891665,0.05760630353380691,0.021418992199396008,0.011147514903063559,0.05435605440787277,0.0,0.0,0.0,0.0
216,117-281-186-702-242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006487689530942128,0.059695489068450014,0.03283044347246356,0.00377363866968026,0.022245504987315014,0.03738400427233098,0.019715562891095002,0.04929619136229463,0.0,0.0,0.0,0.0
217,122-703-378-850-053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025788370494741787,0.01632648543774942,0.007642639701056247,0.009538211348277268,0.05506531606814439,0.06847086738809116,0.03893119238832698,0.052536628702094454,0.0,0.0,0.0,0.0
218,123-112-711-908-995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015812050022675085,0.004482500072528874,0.025182844828247383,0.04337966239751794,0.05236016877949207,0.018312620039888754,0.026937945566515915,0.02675332619266958,0.0,0.0,0.0,0.0
219,129-443-446-272-731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04977063263606065,0.047952109602373574,0.012329904863324418,0.03931018363006947,0.0714816229174248,0.019894706003278785,0.05737757382536563,0.018604398693467045,0.0,0.0,0.0,0.0
220,129-518-699-808-841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06847765253640943,0.06310328260813294,0.041815816570080024,0.005747723155865635,0.06039991467798438,0.08969857876661727,0.0,0.039008156982556226,0.0,0.0,0.0,0.0
221,131-111-699-854-730,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06189615559613586,0.040976489622504546,0.019048082521477352,0.035180515361906896,0.04263154794680469,0.05214267360035756,0.0,0.04255377271871454,0.0,0.0,0.0,0.0
222,134-995-876-286-996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0518463272581081,0.025884142803885436,0.012296999151485558,0.0,0.05298551974734598,0.032517187515136506,0.004822133972511747,0.014188051532189253,0.0,0.0,0.0,0.0
223,136-929-137-424-66X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07248899938236586,0.03488845624772836,0.0224007977249312,0.01697435249048145,0.02353966196134706,0.013096085370987345,0.0,0.013623338662191828,0.0,0.0,0.0,0.0
224,138-963-204-270-114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04211137295660364,0.030704099599024856,0.027037401185846403,0.036455656961295935,0.027445985177851084,0.03884186651189307,0.03546345933770628,0.0021010201913740285,0.0,0.0,0.0,0.0
225,145-162-485-543-214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03230332490577036,0.06970343022872917,0.004776556850169715,0.06924296173145028,0.017677225132100113,0.05177565595467426,0.01733732769278087,0.03533701208627466,0.0,0.0,0.0,0.0
226,146-362-763-625-758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011055339303316569,0.024703972271492368,0.030168348931281976,0.0,0.023968319028759733,0.009604005714040121,0.02179319847393015,0.010867110591193864,0.0,0.0,0.0,0.0
227,146-586-701-703-282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014101687501154135,0.07257984609928719,0.006982743931360508,0.01065743549199511,0.022625870246380297,0.043179626730996075,0.0,0.06350661696655208,0.0,0.0,0.0,0.0
228,148-753-200-673-175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026651648471089306,0.023297792459383047,0.033342526773707706,0.09003069522755712,0.025614059896628825,0.017736079047813325,0.017159270837563776,0.04327030906997558,0.0,0.0,0.0,0.0
229,165-166-377-215-209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04400420859152885,0.052278092190766984,0.03086240081487612,0.020380670852225672,0.0483752695334386,0.037445038830032806,0.03672267101095128,0.06964873252189602,0.0,0.0,0.0,0.0
230,169-888-128-565-929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004776014247458559,0.0410264079011992,0.0,0.02870955906803692,0.015145397560031635,0.0,0.0,0.0,0.0,0.0,0.0,0.0
231,174-044-959-189-259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03355929864182377,0.03799140217870416,0.028840583040005727,0.0,0.004243500533180789,0.002121296108014473,0.012471094915243059,0.044272250406152916,0.0,0.0,0.0,0.0
232,180-658-270-170-05X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019587508945602444,0.016802052549722217,0.0,0.0,0.016467968173654826,0.018524459857897416,0.0,0.01469964427321585,0.0,0.0,0.0,0.0
233,180-963-788-596-582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04150233059174058,0.02834771840120872,0.023566991292503992,0.0,0.04522631837503544,0.06303817170416903,0.00656242936124455,0.08443010977257967,0.0,0.0,0.0,0.0
234,182-499-359-463-219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08259310853228015,0.06104365656691497,0.021704430928164382,0.10665127348655705,0.06898753791974879,0.05780899436777225,0.022696111513939316,0.05155087862791673,0.0,0.0,0.0,0.0
235,185-059-218-401-751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05593301037887358,0.044887832037961574,0.019068051206568223,0.018058629021417038,0.04428653114485641,0.02689806123658267,0.017749243008747393,0.05446642347550153,0.0,0.0,0.0,0.0
236,190-805-304-109-100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05351434170113399,0.025239442484793716,0.002930997653294593,0.042741947432780036,0.029889180052602344,0.10664807489002825,0.029069523727095745,0.02095970127882423,0.0,0.0,0.0,0.0
237,194-391-518-246-985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028339512494769105,0.023132057216062967,0.024747425279272643,0.0595036578688646,0.0882275840075966,0.05062948768069807,0.04771650806811332,0.05957940036372516,0.0,0.0,0.0,0.0
238,003-149-126-851-754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.050640412226124754,0.06128730200206931,0.028962891302345098,0.03673654592898568
239,014-482-297-957-834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06424370330165156,0.04831994218827911,0.03866538384499344,0.027321240348711303
240,016-199-714-006-263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027647604865922375,0.03161122942700947,0.005500251853805959,0.04180575854915268
241,025-832-836-773-820,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05422533578448539,0.05001027575210407,0.0302809839986814,0.026915353372872618
242,028-990-627-361-144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03463912012968328,0.018248270813490265,0.023373670190237245,0.0321732294903733
243,033-709-183-964-289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08246392651858954,0.04770737702176714,0.011886126588578218,0.012119793726355103
244,037-377-525-775-574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016233334038274858,0.03865870860533766,0.016598656008123974,0.0152080446799874
245,039-088-632-836-477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04809197515048755,0.026895465455841386,0.012650269663793064,0.04035176890412405
246,050-238-052-849-254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.040483948575747865,0.06164281703682158,0.0048236213904836464,0.08824305807191
247,056-950-902-277-094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.051425833631922165,0.06559008134162209,0.012958505713036306,0.02490813673153745
