,Lens ID,036-149-448-029-082,043-454-317-567-459,131-292-364-160-556,060-372-899-346-10X,063-359-887-330-154,066-382-980-653-77X,116-085-787-369-516,027-396-266-532-738,046-376-269-492-795,097-421-372-053-520,116-509-832-503-46X,179-132-294-510-213,007-409-477-173-741,045-388-908-940-286,059-611-580-408-33X,061-018-838-320-648,025-320-084-599-970,062-055-064-561-85X,078-881-949-441-033,118-102-398-817-762
121,068-347-597-479-448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018911775960728995,0.030083653740846508,0.001379703634384388,0.0,0.0018990807550889504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
122,074-632-781-234-90X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02628061546282338,0.035363004506110435,0.010047848254183705,0.00872261021725569,0.046929656121835195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123,078-470-148-980-604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0383085482478492,0.02723137969978997,0.10335500682303085,0.051645485887561675,0.011572092286742108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124,081-472-552-790-009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01659681535202235,0.06311365231045424,0.03978718004302628,0.03015461759017833,0.044464081560985316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125,086-157-478-708-338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08091145683240078,0.047266192000945534,0.01599963514747994,0.060635380670764294,0.057225887574065284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
126,089-926-127-972-615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037796150863395585,0.08108850436984344,0.021842043209682062,0.018869211327227846,0.051200658764718396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
127,093-639-455-889-549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05774290238499707,0.0242920996428349,0.004750586601259058,0.002103329286157471,0.002398076626840223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
128,094-882-702-642-495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07456914199540167,0.0483945944828017,0.04846266487845275,0.04650877952129791,0.004328702438176481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
129,095-597-624-140-45X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.060251382239991526,0.014961596824059365,0.0051186433076258865,0.015935316779940614,0.034647246907805886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130,099-514-033-359-088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07989762131435371,0.04945850039092368,0.04983988624570601,0.02679661854210246,0.03603412166749624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131,103-364-820-610-122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06529200464549276,0.05980064917038429,0.007414875134540871,0.02854826183918708,0.02533705713899321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
132,104-511-034-288-619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013612065155398017,0.01906379698783462,0.0043852492330345065,0.029687222453039494,0.023592730157501327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
133,106-258-436-803-499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04816068681361628,0.02318524198022673,0.020458119204884922,0.009025182823230261,0.04437144255408053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
134,115-384-194-385-151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05457482917526117,0.014342565809944351,0.010522110815981013,0.027356506541473754,0.0274474108817742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
135,116-584-634-731-701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10325256950340816,0.03710515926050962,0.012091048862990613,0.04016544996685301,0.04246537449050234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
136,117-281-186-702-242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04222196281786597,0.05237717733589461,0.014366040440058115,0.03823472068563724,0.05007253854670095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
137,118-400-153-349-767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026815024237817876,0.0014081340023815593,0.01733818693701311,0.0,0.02866744848603167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
138,122-703-378-850-053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028947441622901738,0.08429472898483029,0.032636418442159976,0.012810293172253387,0.05662653540656726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
139,124-748-119-715-692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08167836324855762,0.06765353922043503,0.0522015854652053,0.08274046188779033,0.05492422351592722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
140,127-482-211-718-005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04688328142750625,0.02388100316684221,0.041661218829582146,0.060082417055692915,0.008872144152109887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
141,127-655-016-585-334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02892397582856813,0.019427467752341068,0.042098259483968656,0.0,0.036262567812132024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
142,129-202-026-489-574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0330638298515763,0.0,0.033841283924425515,0.0798409576891518,0.020141791997092803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143,129-335-229-947-343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045823683555282296,0.030717419168650235,0.018453362761011102,0.014258987852095978,0.047006392524555095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
144,129-518-699-808-841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07606911179753992,0.04376906545367432,0.06403705825553864,0.0483959544558204,0.025815443916207666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
145,138-044-330-708-116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.036612588327833505,0.045468209453325345,0.06477966662146696,0.024393003278785762,0.028254131425762698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
146,139-017-681-927-137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08279822687299787,0.09433042879330131,0.038654078165110434,0.03560095335190191,0.03951137428115883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
147,146-114-322-954-991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04569499806125262,0.04037795174561585,0.0316883964146122,0.06345592363282002,0.05488370998519571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
148,158-139-147-446-223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014291948616172412,0.02566064139082154,0.019388226610161367,0.0,0.02668675149724428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
149,169-888-128-565-929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02901270923230524,0.04942838303605631,0.012645971525930798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
150,001-281-947-751-975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009473606154131745,0.0,0.0,0.042578095714919974,0.0,0.0,0.0,0.0
151,001-542-585-753-06X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029286851471134308,0.02169200627298035,0.03675316231716593,0.0276407077412479,0.0,0.0,0.0,0.0
152,002-908-019-710-006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06920450611476216,0.03906981785647064,0.03416954805278695,0.043099324985329146,0.0,0.0,0.0,0.0
153,006-687-633-497-865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0024315102227414637,0.0,0.03379559924100994,0.045805318512821956,0.0,0.0,0.0,0.0
154,006-920-773-223-354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0723424051076895,0.05480265559506564,0.02726499464791535,0.018242822089337286,0.0,0.0,0.0,0.0
155,014-482-297-957-834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06212720602667533,0.055396415337812005,0.045037990286819624,0.06490380694001921,0.0,0.0,0.0,0.0
156,019-513-098-708-289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014395191410277211,0.033394328884414855,0.04346112689706481,0.04688216515570845,0.0,0.0,0.0,0.0
157,030-902-854-635-052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013424930453613825,0.0,0.06899229607862997,0.0,0.0,0.0,0.0
158,033-100-558-536-10X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06480166542123406,0.02521383352433146,0.019967224880925994,0.03761271032043931,0.0,0.0,0.0,0.0
159,033-555-573-298-315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018571851357676267,0.011451976438546847,0.05610523141133138,0.033160152003357715,0.0,0.0,0.0,0.0
160,034-937-628-469-063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029818596742004877,0.06032194680753539,0.023790955180406186,0.05443728242751676,0.0,0.0,0.0,0.0
161,039-572-877-788-682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01515077935806002,0.015405710957086939,0.028145976691391482,0.01606218940063697,0.0,0.0,0.0,0.0
162,040-208-896-050-485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03522678361933493,0.03467607239558216,0.014518618081416315,0.03186678754967273,0.0,0.0,0.0,0.0
163,042-553-754-884-249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047913012965969365,0.04172933006300715,0.0005236064646540106,0.014294349741074405,0.0,0.0,0.0,0.0
164,048-107-503-236-974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01835339096558647,0.016862073566156446,0.049763170073922655,0.03719728675483271,0.0,0.0,0.0,0.0
165,048-127-750-639-998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039012039845946055,0.0738188904484613,0.04386835209671672,0.06942756226332782,0.0,0.0,0.0,0.0
166,053-719-795-895-127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06218741367480672,0.05029911336784092,0.02450291447027348,0.05631494280991803,0.0,0.0,0.0,0.0
167,054-597-134-280-815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017414516893385853,0.020118766808584085,0.03672054567842781,0.010376757538646832,0.0,0.0,0.0,0.0
168,056-146-827-136-55X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03759264486362384,0.02246977016772261,0.0006922539481603936,0.02654456945290935,0.0,0.0,0.0,0.0
169,056-950-902-277-094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045425612974212506,0.04250518167349998,0.08584075530614978,0.03447314350955703,0.0,0.0,0.0,0.0
170,056-979-885-047-930,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025906544350967772,0.05125881715011415,0.05638397443367572,0.03675055332844142,0.0,0.0,0.0,0.0
171,065-776-954-434-253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020751404160487024,0.01412204759095567,0.009373107358250855,0.023952067635634355,0.0,0.0,0.0,0.0
172,067-245-023-581-167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03726889747526642,0.046289013191312636,0.012890544678058665,0.07407886305702076,0.0,0.0,0.0,0.0
173,068-842-015-943-027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.056566735516244,0.03577552024412722,0.019179968391802193,0.08969779831212428,0.0,0.0,0.0,0.0
174,070-541-958-070-965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04933854745291515,0.01622897171611329,0.07032227110385264,0.0913247766073016,0.0,0.0,0.0,0.0
175,072-262-854-270-373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018351773106776326,0.05844415716313275,0.07055151953518665,0.04741414967272056,0.0,0.0,0.0,0.0
176,073-054-463-858-866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03909826702163938,0.047934704560555465,0.047526370088891094,0.03899029995721667,0.0,0.0,0.0,0.0
177,074-500-461-363-345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03975211910904683,0.0636155329398849,0.07215507032316903,0.02533099511397625,0.0,0.0,0.0,0.0
178,080-376-612-270-923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019540195986123617,0.018339310865438288,0.03540375280433006,0.004797681086812653,0.0,0.0,0.0,0.0
179,080-833-091-660-82X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039024864723171154,0.024324730589463592,0.013086368827082423,0.05450590100318525,0.0,0.0,0.0,0.0
180,093-549-532-693-584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029273622212437893,0.01300803547509384,0.03825696931803252,0.032187307794732646,0.0,0.0,0.0,0.0
181,093-946-427-403-951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0031841875330504794,0.004959775586522504,0.019266975120233273,0.0031401545807425665,0.0,0.0,0.0,0.0
182,114-610-700-517-329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04425546387702119,0.020187266413408612,0.010391076940827883,0.04150020258412765,0.0,0.0,0.0,0.0
183,115-098-299-620-069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019249457810781405,0.019269534152971547,0.025144512054694233,0.04581369186996336,0.0,0.0,0.0,0.0
184,120-767-088-360-769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02453432468956729,0.05149938192580649,0.03235279346538558,0.015534335560277961,0.0,0.0,0.0,0.0
185,129-190-637-644-62X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004907683584255909,0.004674816197654072,0.005367234207102127,0.060104053595009185,0.0,0.0,0.0,0.0
186,134-995-876-286-996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05676876429198449,0.021547862524987034,0.04208682342287293,0.05705047971671616,0.0,0.0,0.0,0.0
187,138-259-316-198-621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017725690149299558,0.025335948601445765,0.009344642438653784,0.05578588401045284,0.0,0.0,0.0,0.0
188,138-963-204-270-114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04751883611522456,0.030397105417117157,0.021924436988107605,0.024158542965561747,0.0,0.0,0.0,0.0
189,140-120-127-320-865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06378896346171394,0.03408316034074602,0.012148404471556306,0.04306902763288971,0.0,0.0,0.0,0.0
190,159-341-018-942-277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034544857391335324,0.0,0.06423966555876821,0.04452637288497582,0.0,0.0,0.0,0.0
191,164-643-190-599-559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03676749925157634,0.0372490895430886,0.02305634398352325,0.048697500201659735,0.0,0.0,0.0,0.0
192,167-707-200-597-186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031425944319348656,0.006232296765107335,0.01256831683101497,0.0665727574586236,0.0,0.0,0.0,0.0
193,179-665-467-280-842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006217702912859796,0.015019046750544884,0.0883858953294626,0.03500848923038835,0.0,0.0,0.0,0.0
194,180-658-270-170-05X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027104554372452017,0.01879926238391304,0.00044189255764953277,0.009756835471418234,0.0,0.0,0.0,0.0
195,182-499-359-463-219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0693889373180212,0.05412065968025513,0.10030508345389495,0.059213555753957786,0.0,0.0,0.0,0.0
196,001-254-322-670-872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03708784966894868,0.06601806742044358,0.03169520978451331,0.0
197,002-227-810-181-405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00906459932065229,0.08030298678247579,0.0
198,002-733-369-145-420,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012634781372565284,0.05398561717228709,0.0,0.0
199,006-260-890-457-159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07535436619439871,0.03053068555493206,0.0,0.0
200,010-165-399-327-919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025089199918841305,0.02206867817687113,0.002097642248400578,0.0
201,013-353-791-759-027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04127375233732275,0.0805509854505448,0.00171373616620817,0.0
202,013-636-309-273-433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014374769946701551,0.06457098725360502,0.033087411739225456,0.0
203,013-764-041-525-607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011046964904321504,0.025248606365892826,0.029169494218692926,0.0
204,014-665-421-131-071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04215383921531678,0.021005335860598315,0.017338853832035202,0.0
205,016-199-714-006-263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05289322290495376,0.01527691009309241,0.001940232234977202,0.0
206,017-784-773-403-422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022934862479129837,0.01846325382579354,0.0,0.0
207,019-178-979-244-511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047810365242190914,0.032136395331768604,0.015905374227552685,0.0
208,026-048-467-239-979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030597456399552157,0.05652268530704087,0.07815991935588024,0.0
209,026-156-970-219-041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016080929978744057,0.020712991784853273,0.007979127557056483,0.0
210,031-740-156-435-499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04155022893536414,0.0036302698879197345,0.07948424058898547,0.0
211,032-920-635-083-229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011961277594498018,0.0018252756010542206,0.0043104675631660296,0.0
212,033-140-945-207-53X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03944960573327287,0.04788079712848741,0.05186690170200284,0.0
213,033-709-183-964-289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020951909063739935,0.05291349544768063,0.03880440857567516,0.0
214,036-074-742-305-080,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08068676764819246,0.13722663119231832,0.0226250630264491,0.0
215,042-401-029-005-536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01294108613839643,0.029004646863689303,0.0041465224878821545,0.0
216,050-238-052-849-254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0985872646312194,0.05798855763110193,0.012804811657398642,0.0
217,050-418-334-813-530,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006631036688188799,0.05296982223234234,0.008728160422135024,0.0
218,050-571-717-599-069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01879836457748151,0.019898984722018877,0.0018260567147542594,0.0
219,051-858-967-360-549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010793381025122941,0.007337136878498726,0.0024048885306711663,0.0
220,053-639-636-683-581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043752061221926535,0.0,0.0
221,054-305-338-343-34X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04504687041391002,0.03737340390158881,0.02794106745858464,0.0
222,056-843-928-028-56X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003187209701132773,0.0,0.0
223,057-197-413-657-247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05453027944794194,0.014333576600302197,0.01080590681516629,0.0
224,058-201-431-727-742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0023233267610810477,0.015230383967598944,0.013437238806137647,0.0
225,061-894-521-034-918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006323581417733126,0.0303432773963788,0.06166026813157338,0.0
226,062-724-086-574-032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02170434135985542,0.024080272001924585,0.04234499861170839,0.0
227,064-432-781-825-17X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
228,066-162-924-625-788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01616768430336442,0.06529476343851397,0.0054842014416709595,0.0
229,066-611-818-335-788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04073323668177833,0.05556158988652188,0.036711701419710766,0.0
230,071-572-690-596-47X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.052659402076537326,0.03719171278559645,0.08945476542184967,0.0
231,072-364-355-191-82X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.036967999988123994,0.05650663690905213,0.012659065526990048,0.0
232,076-823-648-953-459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.042050808528049016,0.020536019331632623,0.023271952092327672,0.0
233,077-241-208-573-205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05741645012340724,0.01633298094807064,0.002502006375955338,0.0
234,078-012-100-970-29X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0683187920286396,0.007012856691743046,0.0018605708385337014,0.0
235,078-451-133-512-02X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021780096127430384,0.03314235736871792,0.013932839020989546,0.0
236,092-107-960-468-848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034140338287429704,0.019012728496826344,0.00217930809552828,0.0
237,096-969-589-679-820,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09087042202442948,0.014495328629486678,0.02615869120676017,0.0
238,097-759-558-650-313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10631080016501215,0.056699290751221564,0.03689488402513168,0.0
239,098-551-863-329-618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.059828347018253514,0.017250534704352876,0.0018198472650490607,0.0
240,101-931-016-895-249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04525776379829269,0.0033782332656674347,0.015806393648634863,0.0
241,104-095-760-090-607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04465367303902248,0.002031838544757981,0.00518672139621656,0.0
242,108-795-741-054-873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.040437291542110426,0.02835290862613485,0.021727813193079617,0.0
243,120-820-618-313-83X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028531574639412992,0.06322435784501951,0.008308021199942176,0.0
244,122-817-336-993-887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013117956574663855,0.022044270517492092,0.026396997409486582,0.0
