,Lens ID,036-149-448-029-082,043-454-317-567-459,131-292-364-160-556,060-372-899-346-10X,063-359-887-330-154,066-382-980-653-77X,116-085-787-369-516,027-396-266-532-738,046-376-269-492-795,097-421-372-053-520,116-509-832-503-46X,179-132-294-510-213,007-409-477-173-741,045-388-908-940-286,059-611-580-408-33X,061-018-838-320-648,025-320-084-599-970,062-055-064-561-85X,078-881-949-441-033,118-102-398-817-762
25,100-811-848-186-952,0.019677509720589712,0.025798542125092395,0.05578161575873932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,104-465-453-188-095,0.0,0.025469501026577402,0.05812017342637532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,105-100-051-441-427,0.03979496954126012,0.027293587950254154,0.04019177782760978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,108-951-652-767-38X,0.04421037970560857,0.022283467620032665,0.044486238940031946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,109-760-057-069-354,0.01754344599775157,0.035325761669457695,0.030628300502940867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,111-417-084-591-248,0.006130093807987954,0.02555634245320986,0.08201312770766875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,112-419-075-777-708,0.0010269694694483528,0.006010085992411254,0.034631460254263606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,115-406-999-927-24X,0.017066062221714803,0.04534555974077898,0.030699191868587043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,117-110-543-208-845,0.029315804738115306,0.009767035321341325,0.04902046729109331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,119-828-100-009-826,0.0006507433967653485,0.03346401304695097,0.026320269203228025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,145-930-999-684-144,0.0520337976357773,0.0,0.016478906250478435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,152-347-604-820-830,0.007856226574049623,0.024649533538707136,0.07853740137848794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,160-606-850-771-257,0.0,0.0149392971922611,0.007387989023884099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,170-177-625-955-412,0.045311541875902854,0.015175986492724875,0.07044345906931855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,171-003-626-863-17X,0.037809830572521255,0.0336320683051691,0.04213784889918866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,174-766-280-588-960,0.008777015941492146,0.013133545634582258,0.025742095176232997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,180-963-788-596-582,0.025876219061397213,0.012943094031690618,0.05183032510422572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,185-129-272-793-400,0.03713623680893567,0.0,0.021049491530808446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,191-349-254-093-883,0.026970461311721417,0.030074257649045286,0.024858258075814925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,000-189-988-224-76X,0.0,0.0,0.0,0.026216298153258676,0.00815470444339744,0.04145919202162178,0.04295589580211541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,002-768-931-855-543,0.0,0.0,0.0,0.041781353060647834,0.02165103094326022,0.01500172209725415,0.030746473201789696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,003-149-126-851-754,0.0,0.0,0.0,0.0016214050171330379,0.00041604035597292785,0.029101664590868402,0.03802228665958098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,012-629-049-920-451,0.0,0.0,0.0,0.04047205592691783,0.01950710642174198,0.009488311421109265,0.05437072698705559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,013-594-974-562-515,0.0,0.0,0.0,0.01643590836855711,0.004766793452421304,0.014232896934294805,0.007216653035822304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,016-780-208-466-573,0.0,0.0,0.0,0.011691970588134402,0.0007544469172545349,0.06125498961967649,0.04011302652613787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,019-135-892-010-245,0.0,0.0,0.0,0.0346049757780825,0.02438539520059439,0.037564351212640804,0.06686089366424885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,025-107-741-251-630,0.0,0.0,0.0,0.04615799146388156,0.0,0.028200230773834874,0.006689675731799783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,025-832-836-773-820,0.0,0.0,0.0,0.05405433234095202,0.0006412113675701777,0.04809832140556415,0.015462910261311889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,032-388-474-318-614,0.0,0.0,0.0,0.025586358703218088,0.004750649812089327,0.026153467003859024,0.03678355848440856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,033-950-497-342-66X,0.0,0.0,0.0,0.0202072878478985,0.016622595087989075,0.047396513476881175,0.00949150409124305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,034-244-957-935-06X,0.0,0.0,0.0,0.041047551638671576,0.00205270924616204,0.08925956873940447,0.037844718587605346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,034-374-636-579-338,0.0,0.0,0.0,0.048005965109653874,0.0005093602847619198,0.03638888909085793,0.035305782705119096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,038-170-805-379-451,0.0,0.0,0.0,0.0,0.0,0.033111074693205005,0.03424638934911659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,038-737-526-962-518,0.0,0.0,0.0,0.021439953434809186,0.010994087858584346,0.03967596872326895,0.0482612852635529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,039-088-632-836-477,0.0,0.0,0.0,0.006347955414765502,0.006106296132715667,0.001228654688911041,0.02324423221013213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,039-890-704-429-132,0.0,0.0,0.0,0.017639722831199724,0.002195076706133698,0.019041574016560373,0.04632702481399773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,044-023-593-835-730,0.0,0.0,0.0,0.02657441178433047,0.02614778307353267,0.03796337583855124,0.04049406440102382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,044-198-652-180-16X,0.0,0.0,0.0,0.053945755126955916,0.000639400481111703,0.019220214622715014,0.042303851685409864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,046-402-144-705-650,0.0,0.0,0.0,0.05717578214377094,0.012975551621872423,0.029013018569290512,0.009826060772805026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,048-970-965-076-466,0.0,0.0,0.0,0.035604181031281386,0.012848999533739018,0.04583322310194669,0.028150869035001264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,051-455-719-730-276,0.0,0.0,0.0,0.01440763653985481,0.0,0.04181619981839196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,052-670-916-661-239,0.0,0.0,0.0,0.02832801779044577,0.0057367116258554935,0.03150431309839497,0.006091486092561523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,054-076-780-075-898,0.0,0.0,0.0,0.01155613266690651,0.011696743462445265,0.039093234224472306,0.05339121266513539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,057-230-358-061-61X,0.0,0.0,0.0,0.04641498411166451,0.008803750763811723,0.04084909244227089,0.02476888009751657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,057-466-204-899-197,0.0,0.0,0.0,0.0366766074026324,0.00871066251541661,0.032836134258338284,0.07703663917479706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,064-607-448-852-803,0.0,0.0,0.0,0.047339454832042695,0.031563476927704184,0.01320075425304248,0.014209619456849468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,071-825-816-424-896,0.0,0.0,0.0,0.004787605921496515,0.0006268373158688504,0.04771745558522892,0.033254567755592254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,076-147-310-562-230,0.0,0.0,0.0,0.014140293410539323,0.023187228884560564,0.009720691623423858,0.03459821823634565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,077-954-762-700-03X,0.0,0.0,0.0,0.019804270914951752,0.022275223163695942,0.07965276018752318,0.044434799333339825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,078-887-084-126-065,0.0,0.0,0.0,0.0,0.004333169485116888,0.04589456422646073,0.009324146495863233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,090-891-932-202-646,0.0,0.0,0.0,0.0282547339272871,0.0006850195775583822,0.038456424975126864,0.05701146172344805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,094-974-208-048-309,0.0,0.0,0.0,0.03201968941511462,0.00483888913298462,0.04511095028231146,0.011298037574557416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,100-935-111-075-54X,0.0,0.0,0.0,0.03660074334742662,0.006701331390207539,0.032309362499958375,0.010331475992269561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,101-548-643-785-143,0.0,0.0,0.0,0.004955746821750669,0.02389745115723554,0.03668752548590886,0.020245134160141363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,101-786-473-793-24X,0.0,0.0,0.0,0.049740354424536164,0.004200106045668583,0.00971661960611843,0.02589286079466759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,102-669-910-571-199,0.0,0.0,0.0,0.003075905587971387,0.0,0.06964649706979864,0.04054841722472539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,103-683-153-528-499,0.0,0.0,0.0,0.0351523042320181,0.002305208411927214,0.04930083593078512,0.03181696049282046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,103-743-287-428-874,0.0,0.0,0.0,0.01979416555724602,0.0,0.015427744461863119,0.029172933799084907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,109-321-719-727-13X,0.0,0.0,0.0,0.03940660768092148,0.009931880097953965,0.026297682347843666,0.023630704874790357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,110-502-601-552-555,0.0,0.0,0.0,0.026744489478326354,0.0036972460899080167,0.04317682018874552,0.04947670223159206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,110-917-132-699-697,0.0,0.0,0.0,0.011364783721436927,0.012024741434170568,0.040541934258997755,0.058070383338859735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,120-465-396-538-465,0.0,0.0,0.0,0.028516252747716707,0.004917218523384381,0.06345529243503747,0.01853392129443772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,125-672-379-353-323,0.0,0.0,0.0,0.027003773969480716,0.006199754779725813,0.04525399815344782,0.04192317532309894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,129-809-003-331-783,0.0,0.0,0.0,0.0,0.015852477945986463,0.019678788213520156,0.04272777370277121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,132-693-568-339-041,0.0,0.0,0.0,0.05233926896962612,0.0032824304216558836,0.016150958000268306,0.03521104941628806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,138-254-519-618-953,0.0,0.0,0.0,0.006326799548571411,0.018495771583498122,0.05036331626116165,0.06555896938119045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,139-415-373-727-671,0.0,0.0,0.0,0.03288369010121428,0.0325614921947917,0.04360553485566367,0.056591896341524645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,145-431-224-278-742,0.0,0.0,0.0,0.0,0.008108625642704191,0.04941370327769017,0.006899265378328687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93,148-753-200-673-175,0.0,0.0,0.0,0.08855555728064572,0.018226497531078016,0.020275579508816654,0.04007002450931037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,149-853-331-952-574,0.0,0.0,0.0,0.026610151143908512,0.05324529170606061,0.015107657930638937,0.03166324235942541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,154-969-566-820-758,0.0,0.0,0.0,0.028316623355748156,0.003482363349571899,0.09652253871354764,0.03880641941862195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,165-093-106-271-191,0.0,0.0,0.0,0.024492847010881304,0.01243917334190698,0.029532431822282844,0.05383179312954828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,173-877-453-721-519,0.0,0.0,0.0,0.018060979116569356,0.029361229070536017,0.0346773057992605,0.01591244023296062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98,185-059-218-401-751,0.0,0.0,0.0,0.021295455614020936,0.016364049512871074,0.029313577323789176,0.015264645435911967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,188-130-097-599-287,0.0,0.0,0.0,0.056700395333517443,0.03548743759051176,0.030573112153065345,0.061012930831958835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,190-805-304-109-100,0.0,0.0,0.0,0.041532541081479864,0.001987121683779769,0.1130952951950393,0.04116073738918204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101,191-348-260-799-474,0.0,0.0,0.0,0.008441070816366416,0.020490794462468244,0.024910609456683497,0.017833567669361044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102,191-464-698-912-126,0.0,0.0,0.0,0.004278804750770109,0.00993530124552139,0.08041695573289133,0.004442312235039723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103,193-381-516-111-686,0.0,0.0,0.0,0.0,0.00945593083995128,0.02076361588562707,0.017106945446696702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,194-391-518-246-985,0.0,0.0,0.0,0.04289105835843567,0.014891236598043752,0.053910608318357894,0.03649753669956877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105,006-948-163-366-774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025072476055953516,0.007682473609618735,0.004189787324629405,0.07653660086130698,0.015571834235020489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106,009-175-881-547-438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026721714529361215,0.020269465156298433,0.003272456867947249,0.0,0.0449593922818184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
107,013-996-415-887-147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019879910397398497,0.009708012878257158,0.011538202003163517,0.0,0.0033074512640676487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108,014-498-810-516-367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03093626687574058,0.03158167419062785,0.012796495863478983,0.0020038871709835244,0.006229753460226866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109,017-489-591-364-184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0404120594566578,0.060829055137268606,0.060837016381035836,0.012288645591982686,0.01499915622827672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110,024-276-265-590-973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026454805358073492,0.009402809408445578,0.032322787897285,0.12308413364765494,0.05278988721391273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
111,026-982-172-464-821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04244378251095274,0.024938684764873577,0.053938016880382966,0.010695125150938236,0.012996725941580524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112,030-929-233-804-44X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03468191949895728,0.04738626264938714,0.006706967283044436,0.06459983132475115,0.07749294616028417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113,032-707-667-937-548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023145817643805106,0.033189294787063554,0.014740747405278667,0.0077572657404884815,0.03897635020300761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114,037-377-525-775-574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024055839338243984,0.056893929045378246,0.011289437906409544,0.008804149220883673,0.010037907333276211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115,037-935-884-055-847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.048389563830358195,0.05827178544629241,0.05198012770413181,0.07116277874233441,0.06308923867530863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116,043-251-321-340-134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06895935142996562,0.02229929711905253,0.01959102096100823,0.026540963089149456,0.07532968692995609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117,046-846-411-960-590,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027365471556941686,0.027445691802171122,0.03868467136204235,0.02639682930481128,0.03181481509420386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
118,050-962-085-082-050,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031895061838197104,0.016266406968239545,0.01494585259583626,0.0,0.02555448797821829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
119,062-086-201-884-316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02834410116457135,0.03661400212717767,0.03800138107332781,0.0917102865113793,0.04915611140858822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120,065-723-239-027-836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.053285674114147044,0.05400345649246682,0.056651884333394624,0.035699615473138234,0.06009366468265429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
