,Lens ID,059-611-580-408-33X,116-509-832-503-46X,046-376-269-492-795,063-359-887-330-154,025-320-084-599-970,066-382-980-653-77X,131-292-364-160-556,179-132-294-510-213,043-454-317-567-459,060-372-899-346-10X,078-881-949-441-033,007-409-477-173-741,062-055-064-561-85X,036-149-448-029-082,027-396-266-532-738,045-388-908-940-286,061-018-838-320-648,118-102-398-817-762,097-421-372-053-520,116-085-787-369-516
129,003-149-126-851-754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03125676266918175,0.003682997675025223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130,013-594-974-562-515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015741109546310923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131,019-178-979-244-511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015717996745719852,0.017059451953668158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
132,026-156-970-219-041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008056968338992146,0.027350255206977054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
133,040-208-896-050-485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014258659085848304,0.04565567227385655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
134,053-639-636-683-581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01673734007726933,0.03784004945808164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
135,057-197-413-657-247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009931594358479038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
136,057-230-358-061-61X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03708373270451482,0.03135915385416302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
137,062-724-086-574-032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025029165995985855,0.0768581330856854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
138,066-162-924-625-788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016908944224469334,0.05071796945346312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
139,066-611-818-335-788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021511561924705554,0.06795551871172058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
140,068-575-306-450-958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02419925592921207,0.040174268655721025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
141,071-572-690-596-47X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03621352847858675,0.04400954159483344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
142,081-472-552-790-009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004613199411722918,0.039413141818105485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143,094-882-702-642-495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026613830825343254,0.03112052903779845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
144,104-095-760-090-607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016441209183880306,0.004271888224853923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
145,105-100-051-441-427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01823502312880585,0.048050729814586024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
146,105-344-783-651-500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
147,110-502-601-552-555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04436610596106934,0.009706208297398046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
148,122-703-378-850-053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012936479502200084,0.009194842766057981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
149,129-443-446-272-731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016998007289795794,0.022117032552351274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
150,129-518-699-808-841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.036190387581919004,0.004236553901837388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
151,148-753-200-673-175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03799454450273497,0.10293631065387099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
152,165-166-377-215-209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02436328676401238,0.01396389815970132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
153,167-707-200-597-186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15889211072244425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
154,169-888-128-565-929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026797986722680946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
155,174-044-959-189-259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00941873910182262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
156,185-847-512-601-188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019115336852441434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
157,190-805-304-109-100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0037283650429683346,0.030645328188361243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
158,194-391-518-246-985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02632290739716381,0.04809373546305589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
159,000-189-988-224-76X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024639209956412136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
160,013-353-791-759-027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006190391917865276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
161,014-665-421-131-071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05134573256417414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
162,019-513-098-708-289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012815490895585507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
163,032-050-236-233-836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006826010386304729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
164,033-709-183-964-289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011601598163633677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
165,033-950-497-342-66X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022061208959763583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
166,039-088-632-836-477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
167,042-553-754-884-249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010227358465091393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
168,046-846-411-960-590,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.059958326793333745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
169,051-858-967-360-549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000903292793888124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170,052-670-916-661-239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05589289259369451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
171,062-086-201-884-316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10501890424357052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
172,078-470-148-980-604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007687828392959496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
173,087-931-774-679-603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
174,088-963-079-143-906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012106124293842658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
175,089-926-127-972-615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026465426975083813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176,092-107-960-468-848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008310939103136686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
177,098-551-863-329-618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006419801503992512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
178,103-683-153-528-499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027871826887531002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
179,112-419-075-777-708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000928210118570499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
180,115-098-299-620-069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03516027116969086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
181,116-584-634-731-701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011691110310375686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
182,119-828-100-009-826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06931386688220258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
183,139-017-681-927-137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04362632449796464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
184,140-120-127-320-865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022271165466686726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
185,164-643-190-599-559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0076965054818854016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
186,188-130-097-599-287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025983594970094302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
187,191-349-254-093-883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000815718712400067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
188,010-165-399-327-919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019664578010974605,0.02437303772434204,0.0,0.0,0.0,0.0,0.0,0.0,0.0
189,012-629-049-920-451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009336247570908061,0.005455270097417224,0.0,0.0,0.0,0.0,0.0,0.0,0.0
190,013-636-309-273-433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01703289623247524,0.06809759762376907,0.0,0.0,0.0,0.0,0.0,0.0,0.0
191,025-832-836-773-820,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04756038750378444,0.030917110572352323,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192,033-140-945-207-53X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03476299060969198,0.05920155447630294,0.0,0.0,0.0,0.0,0.0,0.0,0.0
193,034-374-636-579-338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0259748926839979,0.08165073961658299,0.0,0.0,0.0,0.0,0.0,0.0,0.0
194,036-074-742-305-080,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05199863709721357,0.07875970521808633,0.0,0.0,0.0,0.0,0.0,0.0,0.0
195,038-737-526-962-518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04538772826803761,0.027323560543105644,0.0,0.0,0.0,0.0,0.0,0.0,0.0
196,044-198-652-180-16X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0051166515742431425,0.0212073666208683,0.0,0.0,0.0,0.0,0.0,0.0,0.0
197,046-947-454-102-783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023635634066325586,0.07214265131623503,0.0,0.0,0.0,0.0,0.0,0.0,0.0
198,048-970-965-076-466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.036516447433547095,0.07682242986838361,0.0,0.0,0.0,0.0,0.0,0.0,0.0
199,053-719-795-895-127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04432980549712967,0.06864560643646479,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200,057-466-204-899-197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03807654688275693,0.05575560776800773,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201,071-000-824-702-757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016667593597616343,0.031043874656408663,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202,090-891-932-202-646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.040506157088270676,0.030186874127550847,0.0,0.0,0.0,0.0,0.0,0.0,0.0
203,097-759-558-650-313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0247536976300273,0.05522293389751307,0.0,0.0,0.0,0.0,0.0,0.0,0.0
204,141-208-622-576-887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034079941780235413,0.03715649139356027,0.0,0.0,0.0,0.0,0.0,0.0,0.0
205,002-733-369-145-420,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.061373057503368286,0.0,0.0,0.0,0.0,0.0,0.0
206,006-687-633-497-865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04651256599588928,0.0,0.0,0.0,0.0,0.0,0.0
207,016-780-208-466-573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012020101380102885,0.0,0.0,0.0,0.0,0.0,0.0
208,038-170-805-379-451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004539148532547583,0.0,0.0,0.0,0.0,0.0,0.0
209,039-572-877-788-682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01708476939757246,0.0,0.0,0.0,0.0,0.0,0.0
210,054-076-780-075-898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02344370114285852,0.0,0.0,0.0,0.0,0.0,0.0
211,093-946-427-403-951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015587091933511824,0.0,0.0,0.0,0.0,0.0,0.0
212,099-651-790-941-367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05887180176780686,0.0,0.0,0.0,0.0,0.0,0.0
213,109-321-719-727-13X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02621338399700045,0.0,0.0,0.0,0.0,0.0,0.0
214,120-767-088-360-769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007491931748192635,0.0,0.0,0.0,0.0,0.0,0.0
215,125-672-379-353-323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.036708345836371385,0.0,0.0,0.0,0.0,0.0,0.0
216,165-093-106-271-191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021794193054474734,0.0,0.0,0.0,0.0,0.0,0.0
217,183-733-118-359-209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013764021330249062,0.0,0.0,0.0,0.0,0.0,0.0
218,002-908-019-710-006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03978635469771126,0.027966645995053156,0.04649026103783998,0.0,0.0,0.0
219,005-477-590-821-001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03383025061874946,0.05058074172310596,0.0652228139237717,0.0,0.0,0.0
220,006-920-773-223-354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016296181967506908,0.0542974904348522,0.020538860285930865,0.0,0.0,0.0
221,017-784-773-403-422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01428393623630915,0.0,0.0029265893155937944,0.0,0.0,0.0
222,018-426-685-841-728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.050964179254472046,0.03435507193565464,0.03862716172166304,0.0,0.0,0.0
223,033-100-558-536-10X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06245078880869681,0.03350999448370261,0.046100037114977274,0.0,0.0,0.0
224,042-401-029-005-536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0524724382393532,0.028561992147977576,0.035229809644380924,0.0,0.0,0.0
225,048-107-503-236-974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04299145660853518,0.01854189366149279,0.037743140015707284,0.0,0.0,0.0
226,048-127-750-639-998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05804494044069988,0.06495937373714067,0.06755633847560949,0.0,0.0,0.0
227,051-455-719-730-276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01666819698278299,0.0,0.017911157511465586,0.0,0.0,0.0
228,054-597-134-280-815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05746388281963117,0.009895774721437225,0.006797978087735223,0.0,0.0,0.0
229,056-414-859-740-557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04928527479236882,0.0454750762354807,0.0638514114723677,0.0,0.0,0.0
230,057-453-531-906-267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05857023762358545,0.02106190198079175,0.03743922955266722,0.0,0.0,0.0
231,064-751-648-054-001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001945776433948496,0.0,0.002583091114141134,0.0,0.0,0.0
232,067-245-023-581-167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06007455844086006,0.027559502467708327,0.06385841419055462,0.0,0.0,0.0
233,070-541-958-070-965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07549513318877903,0.024623927293062092,0.08321924162367242,0.0,0.0,0.0
234,073-054-463-858-866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07161071443165777,0.052388326844431926,0.040825534255079954,0.0,0.0,0.0
235,074-500-461-363-345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0450244572706053,0.05224523616089467,0.029042228334636353,0.0,0.0,0.0
236,076-147-310-562-230,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07562864114958616,0.07639155928542028,0.0328947115582632,0.0,0.0,0.0
237,076-882-748-116-316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024319307032606312,0.027797690594496594,0.034140718527401005,0.0,0.0,0.0
238,078-887-084-126-065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008231501126241058,0.010131760739573161,0.024940787973940986,0.0,0.0,0.0
239,114-610-700-517-329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05967239802648944,0.016063261295753476,0.030618507065260193,0.0,0.0,0.0
240,117-110-543-208-845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06004608791443118,0.02803605098883659,0.053986354216476413,0.0,0.0,0.0
241,145-431-224-278-742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045555695911755616,0.04108656386115871,0.06251641922522105,0.0,0.0,0.0
242,146-362-763-625-758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03146169949805634,0.04405807212401691,0.018790390905822737,0.0,0.0,0.0
243,160-606-850-771-257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.046484270959639196,0.08054276986277582,0.03709114337728779,0.0,0.0,0.0
244,176-358-336-937-825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030719078714854957,0.07226216731517798,0.06834258684961393,0.0,0.0,0.0
245,180-658-270-170-05X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017767066430361245,0.01273669923644516,0.009938870807988526,0.0,0.0,0.0
246,182-499-359-463-219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08645248166027855,0.04297063608049626,0.06258528899703793,0.0,0.0,0.0
247,185-129-272-793-400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02980940124430016,0.03104207306490371,0.032493049108386685,0.0,0.0,0.0
248,012-309-807-113-075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8087315036929512,0.0,0.0
249,039-211-082-250-412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5681531867875281,0.0,0.0
250,045-139-449-368-358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28604264745712893,0.0,0.0
251,059-445-824-916-322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8992950037073217,0.0,0.0
252,064-432-781-825-17X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
253,077-241-208-573-205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
254,100-758-379-277-21X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5681531867875281,0.0,0.0
255,104-626-130-571-406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9162103038207715,0.0,0.0
256,114-672-389-593-030,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03839420335659395,0.0,0.0
257,122-790-951-486-150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04879024408312309,0.0,0.0
258,123-112-711-908-995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009322968029012668,0.0,0.0
259,127-475-456-358-110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11192275163511022,0.0,0.0
260,129-504-756-103-235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04488880483008873,0.0,0.0
261,130-345-560-495-003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6305429537694289,0.0,0.0
262,136-929-137-424-66X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005779897679355602,0.0,0.0
263,166-898-814-966-01X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058879142369828476,0.0,0.0
264,176-234-799-872-074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10927616070755641,0.0,0.0
265,001-759-543-067-376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02892242225124011,0.03466660698569825
