Lens ID,Title,Date Published,Publication Year,Publication Type,Source Title,ISSNs,Publisher,Source Country,Author/s,Abstract,Volume,Issue Number,Start Page,End Page,Fields of Study,Keywords,MeSH Terms,Chemicals,Funding,Source URLs,External URL,PMID,DOI,Microsoft Academic ID,PMCID,Patent Citation Count,References,Scholarly Citation Count
000-193-567-264-407,Logical Division,,2016,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,Martin Frické,,43,7,539,549,,,,,,,http://dx.doi.org/10.5771/0943-7444-2016-7-539,,10.5771/0943-7444-2016-7-539,,,0,,0
000-564-531-748-231,Titelei/Inhaltsverzeichnis,,2018,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,45,5,I,II,,,,,,,http://dx.doi.org/10.5771/0943-7444-2018-5-i,,10.5771/0943-7444-2018-5-i,,,0,,0
000-877-480-859-069,Knowledge Organization (KO),,2016,journal article,Knowledge Organization,09437444,International Society for Knowledge Organization,Germany,Birger Hjørland,,43,6,475,484,Knowledge organization; Computer science; Knowledge management,,,,,http://dx.doi.org/10.5771/0943-7444-2016-6-475,http://dx.doi.org/10.5771/0943-7444-2016-6-475,,10.5771/0943-7444-2016-6-475,2802022330,,0,,7
001-052-627-130-740,Method for Selecting Specialized Terms from a General Language Corpus,,2015,journal article,Knowledge Organization,09437444,International Society for Knowledge Organization,Germany,Gilberto Anguiano Peña; Catalina Naumis Peña,,42,3,164,175,Artificial intelligence; Natural language processing; Computer science,,,,,http://dx.doi.org/10.5771/0943-7444-2015-3-164,http://dx.doi.org/10.5771/0943-7444-2015-3-164,,10.5771/0943-7444-2015-3-164,2805987085,,0,,0
001-182-930-937-251,Objects of human desire: The organization of pornographic videos on free websites,,2015,journal article,Knowledge Organization,09437444,International Society for Knowledge Organization,Germany,Joan E. Beaudoin; Elaine Ménard,,42,2,90,101,Internet privacy; Computer science,,,,,https://researchconnect.wayne.edu/en/publications/objects-of-human-desire-the-organization-of-pornographic-videos-o http://dx.doi.org/10.5771/0943-7444-2015-2-90,http://dx.doi.org/10.5771/0943-7444-2015-2-90,,10.5771/0943-7444-2015-2-90,2592065529,,0,,0
001-495-977-186-720,"Intner, Sheila S. and Weihs, Jean. Standard Cataloging for School and Public Libraries, 5th ed. Santa Barbara, CA: ABC-CLIO/Libraries Unlimited, 2015. ix, 239p. ISBN: 978-1-61069-114-7(pbk). US$ 55",,2015,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,42,3,195,196,,,,,,,http://dx.doi.org/10.5771/0943-7444-2015-3-195,,10.5771/0943-7444-2015-3-195,,,0,,0
001-693-988-695-368,Construction and Evaluation of an Oil Spill Semantic Relation Taxonomy for Supporting Knowledge Discovery,,2015,journal article,Knowledge Organization,09437444,International Society for Knowledge Organization,Germany,Yejun Wu; Li Yang,,42,4,222,231,Knowledge extraction; Data science; Oil spill; Semantic relation; Computer science,,,,,http://dx.doi.org/10.5771/0943-7444-2015-4-222,http://dx.doi.org/10.5771/0943-7444-2015-4-222,,10.5771/0943-7444-2015-4-222,2805050109,,0,,3
001-703-550-538-882,Semantic Relations in Knowledge Organization Systems,,2014,journal article,Knowledge Organization,09437444,International Society for Knowledge Organization,Germany,Marisa Bräscher,,41,2,175,180,Knowledge organization; Computer science; Knowledge management,,,,,http://dx.doi.org/10.5771/0943-7444-2014-2-175,http://dx.doi.org/10.5771/0943-7444-2014-2-175,,10.5771/0943-7444-2014-2-175,2810966341,,0,,0
002-532-701-218-492,Domain analysis for knowledge organization: Tools for ontology extraction,,2016,journal article,Knowledge Organization,09437444,,,Paula Carina de Araujo,,,,566,568,Domain analysis; Information retrieval; Ontology; Knowledge organization; Computer science,,,,,https://repositorio.unesp.br/handle/11449/159384,https://repositorio.unesp.br/handle/11449/159384,,,2948913956,,0,,0
002-697-729-721-52X,The web and the pyramid: Hope Olson's vision of connectedness in a world of hierarchies,,2016,journal article,Knowledge Organization,09437444,International Society for Knowledge Organization,Germany,Barbara H. Kwasnik,,43,5,367,372,World Wide Web; Sociology; Social connectedness; Hierarchy; Pyramid,,,,,https://experts.syr.edu/en/publications/the-web-and-the-pyramid-hope-olsons-vision-of-connectedness-in-a-,http://dx.doi.org/10.5771/0943-7444-2016-5-367,,10.5771/0943-7444-2016-5-367,2584761820,,0,,0
002-995-913-021-537,,,2016,journal issue,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,43,7,,,,,,,,,http://dx.doi.org/10.5771/0943-7444-2016-7,,10.5771/0943-7444-2016-7,,,0,,0
003-472-263-710-421,Revision of the National Classification System through Cooperative Efforts: A Case of Korean Decimal Classification 6th Edition (KDC 6),,2018,journal article,Knowledge Organization,09437444,International Society for Knowledge Organization,Germany,Dong-Guen Oh,,45,7,559,573,Artificial intelligence; Natural language processing; Korean decimal classification; Computer science,,,,,http://dx.doi.org/10.5771/0943-7444-2018-7-559,http://dx.doi.org/10.5771/0943-7444-2018-7-559,,10.5771/0943-7444-2018-7-559,2904854470,,0,,0
003-639-225-885-871,ISKO 14’s Bookshelf: Discourse and Nomenclature— An Editorial,,2017,journal article,Knowledge Organization,09437444,International Society for Knowledge Organization,Germany,Richard P. Smiraglia,,44,1,3,12,Philosophy; Nomenclature; Classics,,,,,https://www.nomos-elibrary.de/index.php?doi=10.5771/0943-7444-2017-1-3,http://dx.doi.org/10.5771/0943-7444-2017-1-3,,10.5771/0943-7444-2017-1-3,2779611968,,0,,0
003-660-783-469-553,Titelei/Inhaltsverzeichnis,,2014,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,41,6,417,418,,,,,,,http://dx.doi.org/10.5771/0943-7444-2014-6-417,,10.5771/0943-7444-2014-6-417,,,0,,0
004-112-816-046-901,The Principle of Semantic Warrant and the Study of Language: Conceptual Reflections,,2016,journal article,Knowledge Organization,09437444,International Society for Knowledge Organization,Germany,Roger de Miranda Guedes; Maria Aparecida Moura,,43,2,102,106,Epistemology; Psychology; Warrant,,,,,http://dx.doi.org/10.5771/0943-7444-2016-2-102,http://dx.doi.org/10.5771/0943-7444-2016-2-102,,10.5771/0943-7444-2016-2-102,2802264985,,0,,0
004-960-153-332-617,The paradox of atheoretical classification,,2016,journal article,Knowledge Organization,09437444,International Society for Knowledge Organization,Germany,Birger Hjørland,,43,5,313,323,Epistemology; Psychology,,,,,http://www.forskningsdatabasen.dk/catalog/2280310131 http://dx.doi.org/10.5771/0943-7444-2016-5-313,http://dx.doi.org/10.5771/0943-7444-2016-5-313,,10.5771/0943-7444-2016-5-313,2794734722,,0,,0
005-566-178-083-945,"Smiraglia, Richard P. 2015. Domain analysis for knowledge organization: Tools for ontology extraction. Chandos Information Professional Series. Waltham: Elsevier Chandos Pub",,2016,journal article,Knowledge Organization,09437444,International Society for Knowledge Organization,Germany,Paula Carina de Araujo,,43,7,566,568,World Wide Web; Domain analysis; Ontology; Knowledge organization; Information professional; Computer science,,,,,http://dx.doi.org/10.5771/0943-7444-2016-7-566,http://dx.doi.org/10.5771/0943-7444-2016-7-566,,10.5771/0943-7444-2016-7-566,2801596482,,0,,0
005-660-719-526-376,"Knowledge Organization in the 21st Century: Between Historical Patterns and Future Prospects. The 13th International ISKO Conference, Krakow, Poland",,2015,journal article,Knowledge Organization,09437444,International Society for Knowledge Organization,Germany,Nancy J. Williamson,,42,7,522,536,Library science; Political science; Knowledge organization,,,,,http://dx.doi.org/10.5771/0943-7444-2015-7-522,http://dx.doi.org/10.5771/0943-7444-2015-7-522,,10.5771/0943-7444-2015-7-522,2806790089,,0,,0
005-664-187-455-017,"Unleashing the Power of Data Through Organization: Structure and Connections for Meaning, Learning, and Discovery",,2015,journal article,Knowledge Organization,09437444,International Society for Knowledge Organization,Germany,Dagobert Soergel,,42,6,401,427,Organizational structure; Cognitive science; Computer science,,,,,http://dx.doi.org/10.5771/0943-7444-2015-6-401,http://dx.doi.org/10.5771/0943-7444-2015-6-401,,10.5771/0943-7444-2015-6-401,2806893580,,0,005-538-986-503-858; 005-766-981-957-927; 008-628-664-070-349; 009-540-676-995-744; 015-031-369-016-392; 016-620-064-877-038; 025-401-346-581-012; 029-853-045-059-40X; 056-256-756-775-828; 062-365-083-042-928; 084-842-537-975-587; 088-435-851-551-114; 089-421-448-074-003; 094-646-506-064-259; 101-076-877-251-598; 102-576-046-502-605; 105-287-557-776-817; 113-143-943-017-912; 122-815-531-903-040; 131-329-219-806-804; 132-489-493-345-19X,2
005-811-407-299-034,,,2018,journal issue,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,45,6,,,,,,,,,http://dx.doi.org/10.5771/0943-7444-2018-6,,10.5771/0943-7444-2018-6,,,0,,0
006-587-444-682-81X,"Library and Information Science (LIS), Part 1",,2018,journal article,Knowledge Organization,09437444,International Society for Knowledge Organization,Germany,Birger Hjørland,,45,3,232,254,Library science; Computer science,,,,,http://dx.doi.org/10.5771/0943-7444-2018-3-232,http://dx.doi.org/10.5771/0943-7444-2018-3-232,,10.5771/0943-7444-2018-3-232,2808376261,,0,,4
006-594-975-366-678,Books recently published,,2016,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,43,4,310,310,,,,,,,http://dx.doi.org/10.5771/0943-7444-2016-4-310,,10.5771/0943-7444-2016-4-310,,,0,,0
006-598-784-555-44X,From Knowledge Organization to Knowledge Representation,,2014,journal article,Knowledge Organization,09437444,International Society for Knowledge Organization,Germany,Fausto Giunchiglia; Biswanath Dutta; and Vincenzo Maltese,"So far, within the Library and Information Science (LIS) community, Knowledge Organization (KO) has developed its own very successful solutions to document search, allowing for the classification and search of millions of books. However, current KO solutions are limited in expressivity as they only support queries by document properties, e.g., by title, author and subject. In parallel, within the Artificial Intelligence and Semantic Web communities, Knowledge Representation (KR), has developed very powerful end expressive techniques which, via the use of ontologies, support queries by any entity property (e.g., the properties of the entities described in a document). However, KR has not scaled yet to the level of KO, mainly because of the lack of a precise and scalable entity specification methodology. In this paper we present DERA, a new methodology, inspired by the faceted approach, as introduced in KO, that retains all the advantages of KR and compensates for the limitations of KO. DERA guarantees at the same time quality, extensibility, scalability and effectiveness in search.",41,1,44,56,World Wide Web; Knowledge representation and reasoning; Ontology (information science); Semantic Web; Knowledge organization; Extensibility; Computer science; Scalability; Expressivity,,,,,http://eprints.biblio.unitn.it/4186/1/techRep027.pdf http://eprints.biblio.unitn.it/4186/,http://dx.doi.org/10.5771/0943-7444-2014-1-44,,10.5771/0943-7444-2014-1-44,126832560,,0,000-178-081-479-664; 003-655-959-051-964; 004-311-991-928-954; 022-148-349-607-614; 026-361-668-234-817; 027-901-564-310-257; 029-254-418-410-852; 031-001-814-115-480; 033-803-301-141-20X; 038-249-176-007-541; 051-703-541-228-667; 061-124-506-518-817; 068-578-008-078-805; 068-930-003-699-346; 072-117-231-915-218; 088-399-933-387-295; 102-206-797-821-342; 132-510-653-525-32X; 149-850-194-068-120; 151-072-686-158-10X; 153-318-347-450-632; 156-460-849-190-582; 181-072-396-769-365; 189-155-755-101-83X,19
007-292-053-986-005,This is Not Domain Analysis,,2015,journal article,Knowledge Organization,09437444,International Society for Knowledge Organization,Germany,Hanne Albrechtsen,,42,8,557,561,Algorithm; Domain analysis; Computer science,,,,,http://dx.doi.org/10.5771/0943-7444-2015-8-557,http://dx.doi.org/10.5771/0943-7444-2015-8-557,,10.5771/0943-7444-2015-8-557,2806915351,,0,,3
007-456-193-937-449,Curated Folksonomies: Three Implementations of Structure through Human Judgment,,2018,journal article,Knowledge Organization,09437444,International Society for Knowledge Organization,Germany,Julia Bullard,,45,8,643,652,Information retrieval; Implementation; Human judgment; Computer science,,,,,https://open.library.ubc.ca/cIRcle/collections/facultyresearchandpublications/52383/items/1.0387156,http://dx.doi.org/10.5771/0943-7444-2018-8-643,,10.5771/0943-7444-2018-8-643,2910686777,,0,,0
007-500-855-921-346,Hypertext (version 1.1),,2018,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,Germany,Riccardo Ridi,,45,5,393,424,World Wide Web; Hypertext; Computer science,,,,,https://iris.unive.it/handle/10278/3707249,http://dx.doi.org/10.5771/0943-7444-2018-5-393,,10.5771/0943-7444-2018-5-393,2916479729,,0,,0
007-948-394-990-159,,,2018,journal issue,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,45,5,,,,,,,,,http://dx.doi.org/10.5771/0943-7444-2018-5,,10.5771/0943-7444-2018-5,,,0,,0
008-072-162-554-115,"Faceted Classification, Analysis and Search: Some Questions on their Interrelations",,2017,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,44,6,387,396,,,,,,,http://dx.doi.org/10.5771/0943-7444-2017-6-387,,10.5771/0943-7444-2017-6-387,,,0,,0
008-262-051-444-332,Construction and Evolution of a Chinese Information Science and Information Service (CIS&IS) Onto-Thesaurus,,2014,journal article,Knowledge Organization,09437444,International Society for Knowledge Organization,Germany,Zhao Youlin; José Miguel Baptista Nunes; and Deng Zhonghua,,41,2,131,144,World Wide Web; Computer science; Information science,,,,,http://dx.doi.org/10.5771/0943-7444-2014-2-131,http://dx.doi.org/10.5771/0943-7444-2014-2-131,,10.5771/0943-7444-2014-2-131,2811018180,,0,,3
008-265-048-618-550,Domain Analysis,,2017,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,Birger Hjørland,,44,6,436,464,,,,,,,http://dx.doi.org/10.5771/0943-7444-2017-6-436,,10.5771/0943-7444-2017-6-436,,,0,,5
008-391-935-093-794,Making Sense of Big Data: A Facet Analysis Approach,,2014,journal article,Knowledge Organization,09437444,International Society for Knowledge Organization,Germany,Ali Shiri,,41,5,357,368,Data science; Facet (geometry); Computer science; Big data,,,,,http://dx.doi.org/10.5771/0943-7444-2014-5-357,http://dx.doi.org/10.5771/0943-7444-2014-5-357,,10.5771/0943-7444-2014-5-357,2810680111,,1,,3
008-537-736-031-362,An Exploratory Study of User Perception in Visual Search Interfaces Based on SKOS,,2016,journal article,Knowledge Organization,09437444,International Society for Knowledge Organization,Germany,Paulo Alonso Gaona-Garcí; Γιάννης Στοΐτσης; Salvador Sánchez-Alonso; Κατερίνα Μπινιάρη; Giannis Stoitsis; Katerina Biniari,,43,4,217,238,Human–computer interaction; World Wide Web; Visual search; Simple Knowledge Organization System; User perception; Computer science; Exploratory research,,,,,https://lekythos.library.ucy.ac.cy/handle/10797/15000 https://core.ac.uk/display/45602444 http://lekythos.lib.ucy.ac.cy/handle/10797/15000,http://dx.doi.org/10.5771/0943-7444-2016-4-217,,10.5771/0943-7444-2016-4-217,2528548901,,0,,7
008-605-451-658-112,Questions and Answers on Current Developments Inspired by the Thesaurus Tradition,,2016,journal article,Knowledge Organization,09437444,International Society for Knowledge Organization,Germany,Stella G. Dextre Clarke; Judi Vernau,,43,3,203,209,Epistemology; Sociology; Questions and answers,,,,,http://dx.doi.org/10.5771/0943-7444-2016-3-203,http://dx.doi.org/10.5771/0943-7444-2016-3-203,,10.5771/0943-7444-2016-3-203,2799657350,,0,,0
009-397-427-831-379,Health as a Knowledge Domain and Social Field: Dialogues with Birger Hjørland and Pierre Bourdieu,,2015,journal article,Knowledge Organization,09437444,International Society for Knowledge Organization,Germany,Regina Marteleto; Lidiane dos Santos Carvalho,,42,8,581,590,Epistemology; Sociology,,,,,http://dx.doi.org/10.5771/0943-7444-2015-8-581,http://dx.doi.org/10.5771/0943-7444-2015-8-581,,10.5771/0943-7444-2015-8-581,2806513163,,0,,1
009-447-328-047-848,Books Recently Published,,2018,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,45,2,202,204,,,,,,,http://dx.doi.org/10.5771/0943-7444-2018-2-202,,10.5771/0943-7444-2018-2-202,,,0,,0
009-546-109-345-785,Knowledge Organization and the 2015 UDC Seminar: An Editorial,,2016,journal article,Knowledge Organization,09437444,International Society for Knowledge Organization,Germany,Xin Cai; Melissa Davey Castillo; Musa Dauda Hassan; Ann M. Graf; Hyoungjoo Park; Richard P. Smiraglia,,43,6,395,402,Library science; Political science; Knowledge organization,,,,,http://dx.doi.org/10.5771/0943-7444-2016-6-395,http://dx.doi.org/10.5771/0943-7444-2016-6-395,,10.5771/0943-7444-2016-6-395,2916772492,,0,,0
009-984-844-097-159,Collaboration of Chinese Scholars in International Articles: A Case Study of Knowledge Organization,,2017,journal article,Knowledge Organization,09437444,International Society for Knowledge Organization,Germany,Rongying Zhao; Xuqiu Wei,,44,5,326,334,Political science; Knowledge organization; Public relations,,,,,https://www.nomos-elibrary.de/index.php?doi=10.5771/0943-7444-2017-5-326,http://dx.doi.org/10.5771/0943-7444-2017-5-326,,10.5771/0943-7444-2017-5-326,2781056755,,0,,0
010-952-495-989-587,Knowledge Organization within the Museum Domain: Introduction,,2017,journal article,Knowledge Organization,09437444,International Society for Knowledge Organization,Germany,Melissa Gill,,44,7,469,471,Sociology; Knowledge organization; Knowledge management,,,,,https://www.nomos-elibrary.de/index.php?doi=10.5771/0943-7444-2017-7-469,http://dx.doi.org/10.5771/0943-7444-2017-7-469,,10.5771/0943-7444-2017-7-469,2780389719,,0,,0
011-433-915-722-814,"Classifying Phenomena, Part 4: Themes and Rhemes",,2018,journal article,Knowledge Organization,09437444,International Society for Knowledge Organization,Germany,Claudio Gnoli,,45,1,43,53,Linguistics,,,,,http://dx.doi.org/10.5771/0943-7444-2018-1-43,http://dx.doi.org/10.5771/0943-7444-2018-1-43,,10.5771/0943-7444-2018-1-43,2791775738,,0,,0
011-514-194-878-396,Evaluating the Practical Applicability of Thesaurus-Based Keyphrase Extraction in the Agricultural Domain: Insights from the VOA3R Project,,2015,journal article,Knowledge Organization,09437444,International Society for Knowledge Organization,Germany,David Martín-Moncunill; Elena García-Barriocanal; Miguel-Angel Sicilia; and Salvador Sánchez-Alonso,,42,2,76,89,Agriculture; Information retrieval; Computer science,,,,,http://dx.doi.org/10.5771/0943-7444-2015-2-76,http://dx.doi.org/10.5771/0943-7444-2015-2-76,,10.5771/0943-7444-2015-2-76,2807088156,,0,,5
011-578-822-852-65X,Titelei/Inhaltsverzeichnis,,2015,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,42,5,261,262,,,,,,,http://dx.doi.org/10.5771/0943-7444-2015-5-261,,10.5771/0943-7444-2015-5-261,,,0,,0
012-067-801-500-390,"Social Epistemology as Theoretical Foundation for Information Science: Supporting a Cultural Turn, Copenhagen, August 16-17, 2017",,2018,journal article,Knowledge Organization,09437444,International Society for Knowledge Organization,Germany,Jenna Hartel,,45,1,79,84,Epistemology; Sociology; Cultural turn; Social epistemology; Information science,,,,,http://dx.doi.org/10.5771/0943-7444-2018-1-79,http://dx.doi.org/10.5771/0943-7444-2018-1-79,,10.5771/0943-7444-2018-1-79,2793238376,,0,,1
012-309-807-113-075,Ethical Aspects in the Organization of Legislative Information,,2018,journal article,Knowledge Organization,09437444,International Society for Knowledge Organization,Germany,Mariana Baptista Brandt,"Sao Paulo State Univ UNESP, Grad Sch Informat Sci, Ave Hygino Muzzi Filho 737, BR-17525000 Marilia, SP, Brazil",45,1,3,12,Library science; Political science; Knowledge organization; Legislature,,,,,http://dx.doi.org/10.5771/0943-7444-2018-1-3 https://repositorio.unesp.br/handle/11449/164018,http://dx.doi.org/10.5771/0943-7444-2018-1-3,,10.5771/0943-7444-2018-1-3,2792823983,,0,,0
012-927-216-645-668,TIIARA: A New Bilingual Taxonomy for Image Indexing,,2014,journal article,Knowledge Organization,09437444,International Society for Knowledge Organization,Germany,Elaine Ménard; Jonathan Dorey,,41,2,113,122,Information retrieval; Computer science; Taxonomy (biology); Search engine indexing,,,,,http://dx.doi.org/10.5771/0943-7444-2014-2-113,http://dx.doi.org/10.5771/0943-7444-2014-2-113,,10.5771/0943-7444-2014-2-113,2810417439,,0,,2
013-237-808-195-427,The Use of Learning Techniques to Analyze the Results of a Manual Classification System,,2016,journal article,Knowledge Organization,09437444,International Society for Knowledge Organization,Germany,Zainab M. AlQenaei; David E. Monarchi,,43,1,56,63,Machine learning; Artificial intelligence; Computer science,,,,,http://dx.doi.org/10.5771/0943-7444-2016-1-56,http://dx.doi.org/10.5771/0943-7444-2016-1-56,,10.5771/0943-7444-2016-1-56,2799755657,,0,,0
013-764-041-525-607,Development of an information support system for yogic science using knowledge organization systems,,2014,journal article,Knowledge Organization,09437444,International Society for Knowledge Organization,Germany,B.L. Vinod Kumar; Khaiser Nikam,"This paper deals with the design and development of an information support system for yogic science using specially designed knowledge organization systems such as a yoga glossary and yogic thesaurus. A machine-readable Sanskrit-English bilingual glossary, thesaurus for yogic science is developed using Greenstone Digital Library software, and also there is a web portal for the yogic science community, which includes a list of all major yoga institutes, research centers, libraries, glossaries, thesauri, yoga subject term visualization maps, Google groups, forums, online digital repositories, and online public access catalogs related to the discipline of yoga.",41,4,288,295,Software; Knowledge organization; Glossary; Public access; Information support; Visualization; Computer science; Multimedia; Digital library,,,,,http://eprints.uni-mysore.ac.in/18646/ http://dx.doi.org/10.5771/0943-7444-2014-4-288,http://dx.doi.org/10.5771/0943-7444-2014-4-288,,10.5771/0943-7444-2014-4-288,2466999370,,0,,1
013-961-284-846-707,Domain Analysis of Domain Analysis for Knowledge Organization: Observations on an Emergent Methodological Cluster,,2015,journal article,Knowledge Organization,09437444,International Society for Knowledge Organization,Germany,Richard P. Smiraglia,,42,8,602,614,Domain analysis; Data science; Knowledge organization; Computer science,,,,,http://dx.doi.org/10.5771/0943-7444-2015-8-602,http://dx.doi.org/10.5771/0943-7444-2015-8-602,,10.5771/0943-7444-2015-8-602,2806206584,,0,,4
014-447-709-047-578,"Wade Bishop and Tony H. Grubesic, Geographic Information: Organization, Access, and Use.",,2017,journal article,Knowledge Organization,09437444,International Society for Knowledge Organization,Germany,Paige Andrew,,44,4,308,310,Library science; History,,,,,https://www.nomos-elibrary.de/index.php?doi=10.5771/0943-7444-2017-4-308,http://dx.doi.org/10.5771/0943-7444-2017-4-308,,10.5771/0943-7444-2017-4-308,2776130056,,0,,0
014-976-139-803-813,"Knowledge Organization—Making a Difference. Report of the Fourth Biennial Conference of ISKO UK (London, 13-14 July 2015)",,2015,journal article,Knowledge Organization,09437444,International Society for Knowledge Organization,Germany,Stella Dextre Clarke,,42,6,399,400,Library science; Political science; Knowledge organization,,,,,http://dx.doi.org/10.5771/0943-7444-2015-6-399,http://dx.doi.org/10.5771/0943-7444-2015-6-399,,10.5771/0943-7444-2015-6-399,2805194090,,0,,0
014-992-112-056-432,Bibliometrics contribution to the metatheoretical and domain analysis studies,,2014,journal article,Knowledge Organization,09437444,International Society for Knowledge Organization,Germany,Renata Cristina Gutierres Castanha; Maria Cláudia Cabrini Grácio,,41,2,171,174,Epistemology; Domain analysis; Bibliometrics; Metatheory; Computer science; Information science,,,,,http://repositorio.unesp.br/handle/11449/111967,http://dx.doi.org/10.5771/0943-7444-2014-2-171,,10.5771/0943-7444-2014-2-171,835483173,,0,007-716-747-884-19X; 017-961-498-992-537; 087-831-676-456-440; 090-738-437-428-188; 093-779-978-973-429; 118-292-254-267-861; 121-371-569-734-130; 127-655-016-585-334,1
015-050-356-820-772,IFLA Library Reference Model (IFLA LRM)— Harmonisation of the FRBR Family,2018-08-06,2018,journal article,Knowledge Organization,09437444,International Society for Knowledge Organization,Germany,Maja Žumer,,45,4,310,318,Reference model; Library science; Computer science,,,,,https://www.nomos-elibrary.de/10.5771/0943-7444-2018-4-310/ifla-library-reference-model-ifla-lrm-harmonisation-of-the-frbr-family-volume-45-2018-issue-4,http://dx.doi.org/10.5771/0943-7444-2018-4-310,,10.5771/0943-7444-2018-4-310,2898610493,,0,,2
015-393-337-892-388,Modes of Growth of Subjects,,2014,journal article,Knowledge Organization,09437444,International Society for Knowledge Organization,Germany,M.P. Satija; Devika P. Madalli; Biswanath Dutta,,41,3,195,204,Computer science; Audiology,,,,,http://dx.doi.org/10.5771/0943-7444-2014-3-195,http://dx.doi.org/10.5771/0943-7444-2014-3-195,,10.5771/0943-7444-2014-3-195,2810116661,,0,,2
016-014-693-200-601,,,2014,journal issue,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,41,4,,,,,,,,,http://dx.doi.org/10.5771/0943-7444-2014-4,,10.5771/0943-7444-2014-4,,,0,,0
016-199-021-807-025,Titelei/Inhaltsverzeichnis,,2016,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,43,1,1,2,,,,,,,http://dx.doi.org/10.5771/0943-7444-2016-1-1,,10.5771/0943-7444-2016-1-1,,,0,,0
016-199-714-006-263,Evaluations of a Large Topic Map as a Knowledge Organization Tool for Supporting Self-Regulated Learning.,2016-01-26,2016,journal article,Knowledge Organization,09437444,International Society for Knowledge Organization,Germany,Yejun Wu; Amanda R. Lehman; David J. Dunaway,"A large topic map was created to facilitate understanding of the impacts of the 2010 Gulf of Mexico Oil Spill Incident. It has a text topic map and a graphical topic map, which complement each other. A formative evaluation and two summative evaluations were conducted, as qualitative studies, to assess the usefulness and usability of the large topic maps as self-regulated learning tools. The topic maps were found useful for knowledge fusion and discovery, and can be useful when undertaking interdisciplinary and multidisciplinary research. Users reported some usability issues about the graphical topic map, including information overload and cluttered display of topics when displaying large number of topics and their associated topics. The text topic map was found easier to use due to displaying topics, relationships and references in a linear view.",42,6,386,398,Summative assessment; Usability; Information overload; Multidisciplinary approach; Data science; Self-regulated learning; Knowledge organization; Computer science; Formative assessment; Topic Maps,,,,,http://repository.uwyo.edu/libraries_facpub/43/ http://repository.uwyo.edu/cgi/viewcontent.cgi?article=1041&context=libraries_facpub,http://dx.doi.org/10.5771/0943-7444-2015-6-386,,10.5771/0943-7444-2015-6-386,2344667219,,0,006-592-287-616-873; 019-242-010-283-270; 040-908-379-299-458; 045-283-355-051-671; 049-711-933-371-92X; 050-591-874-348-288; 059-072-995-397-118; 061-788-214-505-944; 070-875-178-006-938; 088-042-969-213-48X; 106-328-712-512-657; 109-267-324-885-622; 133-553-216-789-956; 165-665-201-226-365; 168-383-932-597-606,3
016-925-673-030-593,,,2017,journal issue,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,44,5,,,,,,,,,http://dx.doi.org/10.5771/0943-7444-2017-5,,10.5771/0943-7444-2017-5,,,0,,0
017-228-139-137-81X,Traditional Musics and Ethical Considerations of Knowledge and Documentation Processes,,2015,journal article,Knowledge Organization,09437444,International Society for Knowledge Organization,Germany,Lynnsey K. Weissenberger,,42,5,290,295,Sociology; Engineering ethics; Documentation,,,,,http://dx.doi.org/10.5771/0943-7444-2015-5-290,http://dx.doi.org/10.5771/0943-7444-2015-5-290,,10.5771/0943-7444-2015-5-290,2807462690,,0,,2
017-283-716-228-984,"Domain Analytic, and Domain Analytic-Like, Studies of Catalog Needs: Addressing the Ethical Dilemma of Catalog Codes Developed with Inadequate Knowledge of User Needs",,2015,journal article,Knowledge Organization,09437444,International Society for Knowledge Organization,Germany,Maurine McCourry,,42,5,339,345,Data science; Ethical dilemma; User needs; Computer science,,,,,http://dx.doi.org/10.5771/0943-7444-2015-5-339,http://dx.doi.org/10.5771/0943-7444-2015-5-339,,10.5771/0943-7444-2015-5-339,2807270913,,0,,1
017-656-214-265-143,Automatic Subject Indexing of Text,2017-01-01,2017,journal article,Knowledge Organization,09437444,International Society for Knowledge Organization,Germany,Koraljka Golub,"Automatic subject indexing addresses problems of scale and sustainability and can be at the same time used to enrich existing metadata records, establish more connections across and between resourc ...",46,2,104,121,Information retrieval; Subject indexing; Computer science; Sustainability; Metadata,,,,,http://www.diva-portal.org/smash/record.jsf?pid=diva2:1149085 http://lnu.diva-portal.org/smash/record.jsf?pid=diva2:1149085,http://dx.doi.org/10.5771/0943-7444-2019-2-104,,10.5771/0943-7444-2019-2-104,2923620741,,0,,1
