Lens ID,Title,Date Published,Publication Year,Publication Type,Source Title,ISSNs,Publisher,Source Country,Author/s,Abstract,Volume,Issue Number,Start Page,End Page,Fields of Study,Keywords,MeSH Terms,Chemicals,Funding,Source URLs,External URL,PMID,DOI,Microsoft Academic ID,PMCID,Patent Citation Count,References,Scholarly Citation Count
057-291-787-525-207,COCTA News,,1985,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,12,2,99,100,,,,,,,http://dx.doi.org/10.5771/0943-7444-1985-2-99,,10.5771/0943-7444-1985-2-99,,,0,,0
057-877-843-140-757,Titelei/Inhaltsverzeichnis,,1985,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,12,2,I,III,,,,,,,http://dx.doi.org/10.5771/0943-7444-1985-2-i,,10.5771/0943-7444-1985-2-i,,,0,,0
057-951-358-607-248,FID/CR News 26,,1989,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,16,3,171,172,,,,,,,http://dx.doi.org/10.5771/0943-7444-1989-3-171,,10.5771/0943-7444-1989-3-171,,,0,,0
058-554-314-977-797,Classification Literature 13 (1986) No. 1,,1986,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,13,1,46,62,,,,,,,http://dx.doi.org/10.5771/0943-7444-1986-1-46,,10.5771/0943-7444-1986-1-46,,,0,,0
061-488-469-417-60X,"Prasher, R. G.: Index and indexing system (M. P. Satija)",,1989,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,16,3,177,177,,,,,,,http://dx.doi.org/10.5771/0943-7444-1989-3-177,,10.5771/0943-7444-1989-3-177,,,0,,0
061-762-757-449-496,The search for generalized information. Treatise IX on Retrieval System Theory (in German),,1985,journal article,Knowledge Organization,09437444,International Society for Knowledge Organization,Germany,Robert Fugmann; Maria Isenberg; Jakob Hermann,,12,1,7,10,Philosophy; German; Linguistics,,,,,http://dx.doi.org/10.5771/0943-7444-1985-1-7-1,http://dx.doi.org/10.5771/0943-7444-1985-1-7-1,,10.5771/0943-7444-1985-1-7-1,2890168854,,0,,0
063-951-733-769-060,COCTA News 1989:1,,1989,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,16,1,41,42,,,,,,,http://dx.doi.org/10.5771/0943-7444-1989-1-41,,10.5771/0943-7444-1989-1-41,,,0,,0
064-124-114-014-504,"L. M. Chan, Ph. Richmond, E. Svenonius: Theory of Subject Analysis A Source Book (M. P. Satija)",,1986,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,13,3,166,168,,,,,,,http://dx.doi.org/10.5771/0943-7444-1986-3-166-1,,10.5771/0943-7444-1986-3-166-1,,,0,,0
064-647-572-560-898,"L. Fahrmeir, A. Hamerle: Multivariate statistische Verfahren. (Multivariate statistical procedures) (H. H. Bock)",,1986,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,13,1,37,37,,,,,,,http://dx.doi.org/10.5771/0943-7444-1986-1-37,,10.5771/0943-7444-1986-1-37,,,0,,0
065-670-152-472-295,Reports and Communications,,1987,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,14,2,90,90,,,,,,,http://dx.doi.org/10.5771/0943-7444-1987-2-90,,10.5771/0943-7444-1987-2-90,,,0,,0
066-023-492-384-553,M. De Mey: The Cognitive Paradigm. Cognitive Science (N. Meder),,1985,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,12,1,36,37,,,,,,,http://dx.doi.org/10.5771/0943-7444-1985-1-36,,10.5771/0943-7444-1985-1-36,,,0,,0
066-334-613-680-331,Infoterm News,,1988,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,15,1,33,35,,,,,,,http://dx.doi.org/10.5771/0943-7444-1988-1-33,,10.5771/0943-7444-1988-1-33,,,0,,0
067-413-706-778-022,New Uses for Old Schemes,,1986,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,13,3,125,125,,,,,,,http://dx.doi.org/10.5771/0943-7444-1986-3-125,,10.5771/0943-7444-1986-3-125,,,0,,0
068-380-469-005-269,Titelei/Inhaltsverzeichnis,,1985,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,12,1,I,III,,,,,,,http://dx.doi.org/10.5771/0943-7444-1985-1-i,,10.5771/0943-7444-1985-1-i,,,0,,0
071-137-719-163-47X,M. K. Momeni: Socio-cultural factors affecting the adaptation of the Dewey Decimal Classification in the Middle East (M. P. Satija),,1985,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,12,1,39,41,,,,,,,http://dx.doi.org/10.5771/0943-7444-1985-1-39,,10.5771/0943-7444-1985-1-39,,,0,,0
072-014-733-020-607,Classification Literature 14 (1987) No. 1,,1987,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,14,1,48,64,,,,,,,http://dx.doi.org/10.5771/0943-7444-1987-1-48,,10.5771/0943-7444-1987-1-48,,,0,,0
075-844-428-792-223,"Artificial Intelligence as a Tool of Classification, or: The Network of Language Games as Cognitive Paradigm",,1985,journal article,Knowledge Organization,09437444,International Society for Knowledge Organization,Germany,Norbert Meder,,12,3,128,132,Artificial intelligence; Cognitive paradigm; Computer science,,,,,http://dx.doi.org/10.5771/0943-7444-1985-3-128,http://dx.doi.org/10.5771/0943-7444-1985-3-128,,10.5771/0943-7444-1985-3-128,2889901683,,0,,0
075-965-300-582-105,P. N. Kaula: A treatise on Colon Classification (M. P. Satija),,1985,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,12,2,112,113,,,,,,,http://dx.doi.org/10.5771/0943-7444-1985-2-112,,10.5771/0943-7444-1985-2-112,,,0,,0
077-375-344-813-967,"Butler, Ch.: Computers in Linguistics (B. Endres-Niggemeyer)",,1987,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,14,2,109,109,,,,,,,http://dx.doi.org/10.5771/0943-7444-1987-2-109,,10.5771/0943-7444-1987-2-109,,,0,,0
077-752-002-305-293,"Walne, P. (Ed.): Dictionary of Archival Terminology: Dictionnaire de Terminologie Archivistique (F. Riggs)",,1987,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,14,2,107,109,,,,,,,http://dx.doi.org/10.5771/0943-7444-1987-2-107,,10.5771/0943-7444-1987-2-107,,,0,,0
078-187-498-161-197,L. M. Harrod: Harrod’s librarians glossary of terms ... and reference book. 5th ed. (M. P. Satija),,1985,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,12,3,164,165,,,,,,,http://dx.doi.org/10.5771/0943-7444-1985-3-164,,10.5771/0943-7444-1985-3-164,,,0,,0
078-798-498-611-867,Editions of the ICD and other health-related classification systems,,1989,journal article,Knowledge Organization,09437444,International Society for Knowledge Organization,Germany,Elisabeth Berg-Schorn,,16,3,157,159,Health related; Family medicine; Medicine,,,,,http://dx.doi.org/10.5771/0943-7444-1989-3-157,http://dx.doi.org/10.5771/0943-7444-1989-3-157,,10.5771/0943-7444-1989-3-157,2892245494,,0,,0
079-596-235-199-680,Titelei/Inhaltsverzeichnis,,1986,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,13,2,I,III,,,,,,,http://dx.doi.org/10.5771/0943-7444-1986-2-i,,10.5771/0943-7444-1986-2-i,,,0,,0
082-227-521-216-554,Editorial,,1988,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,15,1,1,1,,,,,,,http://dx.doi.org/10.5771/0943-7444-1988-1-1,,10.5771/0943-7444-1988-1-1,,,0,,0
082-585-572-764-622,Classification Literature 12 (1985) No. 3,,1985,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,12,3,166,182,,,,,,,http://dx.doi.org/10.5771/0943-7444-1985-3-166,,10.5771/0943-7444-1985-3-166,,,0,,0
083-332-876-497-122,COCTA News,,1986,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,13,3,165,165,,,,,,,http://dx.doi.org/10.5771/0943-7444-1986-3-165,,10.5771/0943-7444-1986-3-165,,,0,,0
084-203-207-332-457,Classification Literature 14 (1987) No. 2,,1987,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,14,2,110,125,,,,,,,http://dx.doi.org/10.5771/0943-7444-1987-2-110,,10.5771/0943-7444-1987-2-110,,,0,,0
084-550-850-815-569,,,1985,journal issue,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,12,2,,,,,,,,,http://dx.doi.org/10.5771/0943-7444-1985-2,,10.5771/0943-7444-1985-2,,,0,,0
085-752-934-582-864,"Förschner, F.: Eine Theorie zum Schlagwortkatalog (A theory of the alphabetical subject catalogue) (W. Bies)",,1988,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,15,3,164,164,,,,,,,http://dx.doi.org/10.5771/0943-7444-1988-3-164,,10.5771/0943-7444-1988-3-164,,,0,,0
086-039-575-614-926,B. Lorenz: Sytematische Aufstellung in deutschen wissenschaftlichen Bibliotheken. (Systematic shelvig in German scientific libraries) (G. Heinrich),,1986,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,13,1,37,38,,,,,,,http://dx.doi.org/10.5771/0943-7444-1986-1-37-1,,10.5771/0943-7444-1986-1-37-1,,,0,,0
086-262-451-015-130,Titelei/Inhaltsverzeichnis,,1989,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,16,1,I,III,,,,,,,http://dx.doi.org/10.5771/0943-7444-1989-1-i,,10.5771/0943-7444-1989-1-i,,,0,,0
088-117-556-437-614,"Kapur, Sh.: Classification and cataloguing. A select bibliography (W. Bies)",,1989,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,16,1,44,45,,,,,,,http://dx.doi.org/10.5771/0943-7444-1989-1-44,,10.5771/0943-7444-1989-1-44,,,0,,0
088-131-445-467-897,"Dykstra, M.: PRECIS: A primer (H. Schnelling)",,1988,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,15,2,103,103,,,,,,,http://dx.doi.org/10.5771/0943-7444-1988-2-103,,10.5771/0943-7444-1988-2-103,,,0,,0
088-195-528-188-132,Editorial,,1989,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,16,1,1,2,,,,,,,http://dx.doi.org/10.5771/0943-7444-1989-1-1,,10.5771/0943-7444-1989-1-1,,,0,,0
090-129-055-053-364,COCTA News 1989-2,,1989,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,16,2,109,110,,,,,,,http://dx.doi.org/10.5771/0943-7444-1989-2-109,,10.5771/0943-7444-1989-2-109,,,0,,0
090-414-638-752-768,"Rowley, J.E.: Abstracting and indexing, 2nd ed. (W. Bies)",,1989,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,16,2,113,115,,,,,,,http://dx.doi.org/10.5771/0943-7444-1989-2-113,,10.5771/0943-7444-1989-2-113,,,0,,0
092-399-799-336-642,FID/CR News 24,,1988,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,15,3,149,154,,,,,,,http://dx.doi.org/10.5771/0943-7444-1988-3-149,,10.5771/0943-7444-1988-3-149,,,0,,0
093-638-543-320-323,Classification Literature 12 (1985) No. 2,,1985,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,12,2,114,126,,,,,,,http://dx.doi.org/10.5771/0943-7444-1985-2-114,,10.5771/0943-7444-1985-2-114,,,0,,0
093-732-907-929-350,,,1989,journal issue,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,16,2,,,,,,,,,http://dx.doi.org/10.5771/0943-7444-1989-2,,10.5771/0943-7444-1989-2,,,0,,0
095-335-512-940-129,Reports and Communications,,1985,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,12,3,153,154,,,,,,,http://dx.doi.org/10.5771/0943-7444-1985-3-153,,10.5771/0943-7444-1985-3-153,,,0,,0
096-664-399-911-089,,,1986,journal issue,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,13,1,,,,,,,,,http://dx.doi.org/10.5771/0943-7444-1986-1,,10.5771/0943-7444-1986-1,,,0,,0
097-002-864-428-361,J. Richardson: Models of reality. Shaping thought and action (H. Löckenhoff),,1985,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,12,1,37,39,,,,,,,http://dx.doi.org/10.5771/0943-7444-1985-1-37,,10.5771/0943-7444-1985-1-37,,,0,,0
099-431-847-695-781,Infoterm News,,1986,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,13,3,161,164,,,,,,,http://dx.doi.org/10.5771/0943-7444-1986-3-161,,10.5771/0943-7444-1986-3-161,,,0,,0
099-510-230-252-61X,Classification and Indexing Research. Current Bibliography,,1985,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,12,2,105,105,,,,,,,http://dx.doi.org/10.5771/0943-7444-1985-2-105,,10.5771/0943-7444-1985-2-105,,,0,,0
099-963-452-448-011,FID/CR News,,1986,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,13,2,96,100,,,,,,,http://dx.doi.org/10.5771/0943-7444-1986-2-96,,10.5771/0943-7444-1986-2-96,,,0,,0
100-553-441-699-642,Classification Literature 12 (1985) No. 1,,1985,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,12,1,48,62,,,,,,,http://dx.doi.org/10.5771/0943-7444-1985-1-48,,10.5771/0943-7444-1985-1-48,,,0,,0
101-657-669-371-400,"W. Dahlberg: Ordnung, Sein und Bewußtsein (Order, Being and Consciousness) (W. Nedobity)",,1985,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,12,2,107,107,,,,,,,http://dx.doi.org/10.5771/0943-7444-1985-2-107,,10.5771/0943-7444-1985-2-107,,,0,,0
103-351-281-957-940,Natural law and evolution. II. Towards a natural classification of order,,1986,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,Germany,Wolfgang Dahlberg,,13,2,65,72,,,,,,,http://dx.doi.org/10.5771/0943-7444-1986-2-65,,10.5771/0943-7444-1986-2-65,,,0,,0
103-782-661-565-29X,"Gerstenkorn, A., Stöcker, A.: Die Aufwecker. (The awakeners) (M. Ockenfeld)",,1989,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,16,3,176,177,,,,,,,http://dx.doi.org/10.5771/0943-7444-1989-3-176,,10.5771/0943-7444-1989-3-176,,,0,,0
104-639-294-247-613,"Ganter, B., Wille, R., Wolff, K. F. (Eds.): Beiträge zur Begriffsanalyse (Contributions to concept analysis) (G. Bauer)",,1989,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,16,1,43,44,,,,,,,http://dx.doi.org/10.5771/0943-7444-1989-1-43,,10.5771/0943-7444-1989-1-43,,,0,,0
104-724-843-057-000,Infoterm News,,1988,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,15,3,155,158,,,,,,,http://dx.doi.org/10.5771/0943-7444-1988-3-155,,10.5771/0943-7444-1988-3-155,,,0,,0
104-885-005-899-927,FID/CR News 15,,1985,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,12,3,155,158,,,,,,,http://dx.doi.org/10.5771/0943-7444-1985-3-155,,10.5771/0943-7444-1985-3-155,,,0,,0
105-018-419-182-88X,"Dahlberg, I. (Ed.): Klassifikation als Werkzeug der Lehre und Forschung (Classifikation as a tool in teaching and research) (Bauer)",,1988,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,15,2,99,100,,,,,,,http://dx.doi.org/10.5771/0943-7444-1988-2-99-1,,10.5771/0943-7444-1988-2-99-1,,,0,,0
105-650-021-186-986,"Harter, St.P.: Online information retrieval: Concepts, principles and techniques (H. Sträter)",,1988,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,15,2,107,108,,,,,,,http://dx.doi.org/10.5771/0943-7444-1988-2-107,,10.5771/0943-7444-1988-2-107,,,0,,0
106-928-254-257-52X,S. Berman: Subject cataloging. Critiques and innovations (J. Perreault),,1985,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,12,3,162,164,,,,,,,http://dx.doi.org/10.5771/0943-7444-1985-3-162,,10.5771/0943-7444-1985-3-162,,,0,,0
107-764-847-284-572,"MATURANA, Humberto ; VARELA, Francisco: Der Baum der Erkenntnis. Die biologischen Wurzeln des menschlichen Erkennens. (The tree of cognition. The biological roots of human cognition). Bern-MOOchen Wien: Scherz-Verlag 1987. 280 p., DM 44.- ISBN 3-501- 13440-5. Transl.from Spanish (El arbol del conocimien to) by Kurt Ludewig.",,1987,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,14,3,170,172,,,,,,,http://dx.doi.org/10.5771/0943-7444-1987-3-170,,10.5771/0943-7444-1987-3-170,,,0,,0
112-640-740-245-262,Titelei/Inhaltsverzeichnis,,1989,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,16,2,I,III,,,,,,,http://dx.doi.org/10.5771/0943-7444-1989-2-i,,10.5771/0943-7444-1989-2-i,,,0,,0
115-163-808-408-276,"Ranganathan, S. R.: Colon Classification Edition 7 (Basic and Depth Version). Vol 1 Schedules for Classification (M. P. Satija)",,1988,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,15,3,166,170,,,,,,,http://dx.doi.org/10.5771/0943-7444-1988-3-166,,10.5771/0943-7444-1988-3-166,,,0,,0
115-475-998-001-153,Colon Classification. Literature Analysis 1970–1984,,1985,journal article,Knowledge Organization,09437444,International Society for Knowledge Organization,Germany,M.P. Satija,,12,3,133,142,Internal medicine; Oncology; Colon classification; Computer science,,,,,http://dx.doi.org/10.5771/0943-7444-1985-3-133,http://dx.doi.org/10.5771/0943-7444-1985-3-133,,10.5771/0943-7444-1985-3-133,2890334676,,0,,1
115-773-702-376-331,Classification and Philosophy,,1987,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,14,1,1,1,,,,,,,http://dx.doi.org/10.5771/0943-7444-1987-1-1,,10.5771/0943-7444-1987-1-1,,,0,,0
117-532-589-357-248,K. Harris: The Dickens House Classification (H. Schnelling),,1986,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,13,3,166,166,,,,,,,http://dx.doi.org/10.5771/0943-7444-1986-3-166,,10.5771/0943-7444-1986-3-166,,,0,,0
119-135-300-358-105,COCTA News,,1987,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,14,1,39,41,,,,,,,http://dx.doi.org/10.5771/0943-7444-1987-1-39,,10.5771/0943-7444-1987-1-39,,,0,,0
119-621-906-028-526,,,1985,journal issue,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,12,3,,,,,,,,,http://dx.doi.org/10.5771/0943-7444-1985-3,,10.5771/0943-7444-1985-3,,,0,,0
120-259-594-438-249,"J. Mills, V. Broughton: Bliss Bibliographic Classification. Second Edition: Class K, Society (F.W. Riggs)",,1987,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,14,1,42,44,,,,,,,http://dx.doi.org/10.5771/0943-7444-1987-1-42-1,,10.5771/0943-7444-1987-1-42-1,,,0,,0
120-896-119-556-109,"Wynar, B.S.: Introduction to Cataloging and Classification (M.P. Satija)",,1988,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,15,1,39,40,,,,,,,http://dx.doi.org/10.5771/0943-7444-1988-1-39,,10.5771/0943-7444-1988-1-39,,,0,,0
121-162-988-812-390,,,1988,journal issue,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,15,3,,,,,,,,,http://dx.doi.org/10.5771/0943-7444-1988-3,,10.5771/0943-7444-1988-3,,,0,,0
121-425-808-534-55X,FID/CR News 19,,1987,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,14,1,29,35,,,,,,,http://dx.doi.org/10.5771/0943-7444-1987-1-29,,10.5771/0943-7444-1987-1-29,,,0,,0
122-664-163-708-616,,,1985,journal issue,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,12,1,,,,,,,,,http://dx.doi.org/10.5771/0943-7444-1985-1,,10.5771/0943-7444-1985-1,,,0,,0
122-709-042-066-115,Infoterm News,,1989,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,16,2,104,109,,,,,,,http://dx.doi.org/10.5771/0943-7444-1989-2-104,,10.5771/0943-7444-1989-2-104,,,0,,0
123-456-861-241-996,"LANCASTER, F.W.: Vocabulary Control for Infonna tion Retrieval. 2nd ed. Arlington, VA: Information Resources Press 1986. 270p., 57 figs., ISBN 0-87815- 053-6",,1987,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,14,3,164,166,,,,,,,http://dx.doi.org/10.5771/0943-7444-1987-3-164,,10.5771/0943-7444-1987-3-164,,,0,,0
124-330-274-887-947,FID/CR News 14,,1985,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,12,2,101,104,,,,,,,http://dx.doi.org/10.5771/0943-7444-1985-2-101,,10.5771/0943-7444-1985-2-101,,,0,,0
124-884-942-937-175,The vocabulary switching system. Description of evaluation studies,,1985,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,Germany,Robert Niehoff; Greg Mack,,12,1,7,7,,,,,,,http://dx.doi.org/10.5771/0943-7444-1985-1-7,,10.5771/0943-7444-1985-1-7,,,0,,0
125-732-363-746-95X,"Reinitzer, S., Gossler, M.: Nachschlagetechniken in der Wissenschaft (Reference techniques in science) (W. Bies)",,1989,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,16,1,46,47,,,,,,,http://dx.doi.org/10.5771/0943-7444-1989-1-46,,10.5771/0943-7444-1989-1-46,,,0,,0
126-492-908-161-81X,COCTA News,,1988,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,15,3,159,160,,,,,,,http://dx.doi.org/10.5771/0943-7444-1988-3-159,,10.5771/0943-7444-1988-3-159,,,0,,0
127-577-383-777-839,Interest in Classification,,1985,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,12,2,65,65,,,,,,,http://dx.doi.org/10.5771/0943-7444-1985-2-65,,10.5771/0943-7444-1985-2-65,,,0,,1
128-567-261-761-182,P. S. K. Sharma: Depth schedules: Indian philosophy and religions for Dewey Decimal Classification. (M. P. Satija),,1986,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,13,1,40,42,,,,,,,http://dx.doi.org/10.5771/0943-7444-1986-1-40,,10.5771/0943-7444-1986-1-40,,,0,,0
128-710-700-811-567,An outline of a non-linguistic approach to subject relationships,,1985,journal article,Knowledge Organization,09437444,International Society for Knowledge Organization,Germany,Thomas Johansen,,12,2,73,79,Psychology; Linguistics,,,,,http://dx.doi.org/10.5771/0943-7444-1985-2-73,http://dx.doi.org/10.5771/0943-7444-1985-2-73,,10.5771/0943-7444-1985-2-73,2893857578,,0,,1
130-119-362-206-762,"Sartori, G.: Social science concepts: A systematic analysis (P. Jaenecke)",,1988,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,15,3,171,174,,,,,,,http://dx.doi.org/10.5771/0943-7444-1988-3-171-1,,10.5771/0943-7444-1988-3-171-1,,,0,,0
131-263-708-344-605,"Satija, M.P.: A primer on Ranganathan’s book numbers (P. A. Cochrane)",,1988,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,15,2,102,103,,,,,,,http://dx.doi.org/10.5771/0943-7444-1988-2-102,,10.5771/0943-7444-1988-2-102,,,0,,0
131-978-330-579-304,"Hoffmann, L.: Kommunikationsmittel Fachsprache (Special language as a communication medium. 2nd ed.) (H. Bühler)",,1989,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,16,1,51,51,,,,,,,http://dx.doi.org/10.5771/0943-7444-1989-1-51,,10.5771/0943-7444-1989-1-51,,,0,,0
132-170-969-208-218,,,1988,journal issue,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,15,1,,,,,,,,,http://dx.doi.org/10.5771/0943-7444-1988-1,,10.5771/0943-7444-1988-1,,,0,,0
135-760-024-858-173,M.A. Gopinath: Construction of Depth Version of Colon Classification. A Manual (M.P. Satija),,1986,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,13,2,106,107,,,,,,,http://dx.doi.org/10.5771/0943-7444-1986-2-106,,10.5771/0943-7444-1986-2-106,,,0,,0
136-552-649-218-109,Classification and its Practice,,1988,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,15,2,63,63,,,,,,,http://dx.doi.org/10.5771/0943-7444-1988-2-63,,10.5771/0943-7444-1988-2-63,,,0,,0
136-569-463-684-807,"Bock, H.H. (Ed.): Classification and Related Methods of Data Analysis. Proceedings of the 1st Conf. of the IFCS, Aachen 1987 (P. Jaenecke)",,1989,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,16,2,115,115,,,,,,,http://dx.doi.org/10.5771/0943-7444-1989-2-115,,10.5771/0943-7444-1989-2-115,,,0,,0
136-637-675-196-698,COCTA News,,1985,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,12,3,159,160,,,,,,,http://dx.doi.org/10.5771/0943-7444-1985-3-159,,10.5771/0943-7444-1985-3-159,,,0,,1
136-801-586-681-458,Titelei/Inhaltsverzeichnis,,1986,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,13,1,I,III,,,,,,,http://dx.doi.org/10.5771/0943-7444-1986-1-i,,10.5771/0943-7444-1986-1-i,,,0,,0
136-956-871-110-343,Knowledge structures promotingproblem solutions,,1989,journal article,Knowledge Organization,09437444,International Society for Knowledge Organization,Germany,Gerd Bauer,,16,2,73,81,Computer science; Management science,,,,,http://dx.doi.org/10.5771/0943-7444-1989-2-73,http://dx.doi.org/10.5771/0943-7444-1989-2-73,,10.5771/0943-7444-1989-2-73,2889752194,,0,,0
137-251-358-739-219,"Neet, H. E.: A la recherche du mot clé. Analyse documentaire et l’indexation alphabétique (In search of the keyword. Document analysis and alphabetical indexing) (W. Bies)",,1989,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,16,3,175,176,,,,,,,http://dx.doi.org/10.5771/0943-7444-1989-3-175,,10.5771/0943-7444-1989-3-175,,,0,,0
137-688-901-439-026,G. Rondeau: Introduction à la terminologie (R. Arntz),,1985,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,12,1,44,45,,,,,,,http://dx.doi.org/10.5771/0943-7444-1985-1-44,,10.5771/0943-7444-1985-1-44,,,0,,0
138-103-521-422-900,"DRESS, Andreas; HENDRICHS, Hubert; KOPPERS, GUnter (Eds.): Selbstorganisation. Die Entstehung von Ordnung in Natur und Gesellschaft. (Self· Organization. The origin of order in nature and society). MUnchen ZUrich: Piper 1986. 234p. ISBN 3-492-03077-7",,1987,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,14,3,168,170,,,,,,,http://dx.doi.org/10.5771/0943-7444-1987-3-168,,10.5771/0943-7444-1987-3-168,,,0,,0
