Lens ID,Title,Date Published,Publication Year,Publication Type,Source Title,ISSNs,Publisher,Source Country,Author/s,Abstract,Volume,Issue Number,Start Page,End Page,Fields of Study,Keywords,MeSH Terms,Chemicals,Funding,Source URLs,External URL,PMID,DOI,Microsoft Academic ID,PMCID,Patent Citation Count,References,Scholarly Citation Count
062-352-818-252-991,An automated encyclopedia – a solution of the information problem? Part I,,1977,journal article,Knowledge Organization,09437444,International Society for Knowledge Organization,Germany,Dagobert Soergel,,4,1,4,10,Encyclopedia; Information retrieval; Information problem; Computer science,,,,,http://dx.doi.org/10.5771/0943-7444-1977-1-4,http://dx.doi.org/10.5771/0943-7444-1977-1-4,,10.5771/0943-7444-1977-1-4,2890859337,,0,,2
063-114-043-921-135,Classification Literature?,,1978,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,5,2,63,64,,,,,,,http://dx.doi.org/10.5771/0943-7444-1978-2-63,,10.5771/0943-7444-1978-2-63,,,0,,0
063-152-886-668-550,"Grundke, G.: Grundriß der allgemeinen Warenkunde (O. Gekeler)",,1975,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,2,2,118,120,,,,,,,http://dx.doi.org/10.5771/0943-7444-1975-2-118-1,,10.5771/0943-7444-1975-2-118-1,,,0,,0
064-298-613-502-617,"Rigby, M.: Computers and the UDC. (K.-H. Koch)",,1975,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,2,2,118,118,,,,,,,http://dx.doi.org/10.5771/0943-7444-1975-2-118,,10.5771/0943-7444-1975-2-118,,,0,,0
064-428-434-172-184,Titelei/Inhaltsverzeichnis,,1976,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,3,1,I,I,,,,,,,http://dx.doi.org/10.5771/0943-7444-1976-1-i,,10.5771/0943-7444-1976-1-i,,,0,,0
067-674-749-225-124,Infoterm News,,1978,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,5,3,170,173,,,,,,,http://dx.doi.org/10.5771/0943-7444-1978-3-170,,10.5771/0943-7444-1978-3-170,,,0,,0
068-002-423-474-969,,,1976,journal issue,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,3,1,,,,,,,,,http://dx.doi.org/10.5771/0943-7444-1976-1,,10.5771/0943-7444-1976-1,,,0,,0
069-063-771-320-005,"D. Steinhausen, K. Langer: Clusteranalyse. (H. H. Bock)",,1979,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,6,2,127,128,,,,,,,http://dx.doi.org/10.5771/0943-7444-1979-2-127,,10.5771/0943-7444-1979-2-127,,,0,,0
070-484-308-947-173,"Späth, H.: Cluster-Analyse-Algorithmen zur Objektklassifizierung und Datenreduktion (Bock)",,1978,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,5,2,112,112,,,,,,,http://dx.doi.org/10.5771/0943-7444-1978-2-112,,10.5771/0943-7444-1978-2-112,,,0,,0
071-150-599-608-37X,Concerning the Synthesis of the Sciences,,1974,journal article,Knowledge Organization,09437444,International Society for Knowledge Organization,Germany,Bonifati M. Kedrov,,1,1,3,11,Computer science; Engineering ethics,,,,,http://dx.doi.org/10.5771/0943-7444-1974-1-3,http://dx.doi.org/10.5771/0943-7444-1974-1-3,,10.5771/0943-7444-1974-1-3,2890296078,,0,,1
071-942-205-305-313,Reports and Communications,,1977,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,4,1,35,42,,,,,,,http://dx.doi.org/10.5771/0943-7444-1977-1-35,,10.5771/0943-7444-1977-1-35,,,0,,0
072-237-811-588-803,Reports and Communications,,1979,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,6,2,109,120,,,,,,,http://dx.doi.org/10.5771/0943-7444-1979-2-109,,10.5771/0943-7444-1979-2-109,,,0,,0
072-620-605-144-066,"Representation, comprehension and communication of sets : the role of number",,1979,journal article,Knowledge Organization,09437444,International Society for Knowledge Organization,Germany,Anthony J. N. Judge,,6,2,92,103,Mathematics education; Artificial intelligence; Natural language processing; Computer science; Comprehension,,,,,http://ci.nii.ac.jp/ncid/BA53117065,http://dx.doi.org/10.5771/0943-7444-1979-2-92,,10.5771/0943-7444-1979-2-92,578502903,,0,000-387-305-241-833; 002-455-602-950-673; 007-273-152-845-343; 007-710-868-553-349; 009-795-702-644-951; 011-206-867-312-73X; 012-869-013-208-334; 015-548-969-277-74X; 025-869-401-032-993; 028-097-928-440-477; 028-630-541-573-737; 030-965-456-755-858; 035-221-980-635-780; 036-838-562-846-901; 040-881-944-830-743; 042-532-748-836-184; 045-205-375-807-76X; 054-862-400-934-645; 063-144-713-034-736; 070-368-784-598-738; 072-990-294-339-39X; 082-602-387-272-177; 084-407-684-454-988; 084-590-577-457-524; 087-136-024-543-624; 088-944-149-327-759; 092-238-912-566-187; 092-728-395-461-388; 095-186-210-416-966; 103-721-581-020-426; 116-195-013-018-891; 120-021-970-573-074; 120-987-397-344-839; 126-999-881-463-449; 127-217-387-896-115; 133-012-195-460-163; 134-203-183-229-632; 141-145-576-773-920; 156-590-598-879-70X; 159-046-054-920-364; 172-176-943-894-836; 176-935-147-396-086; 186-510-838-022-867,2
073-786-085-480-053,"Späth, H.: Fallstudien Cluster-Analyse (Bock)",,1978,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,5,2,112,113,,,,,,,http://dx.doi.org/10.5771/0943-7444-1978-2-112-1,,10.5771/0943-7444-1978-2-112-1,,,0,,0
073-873-478-292-913,"Wojciechowski, J. (Ed.): Conceptual basis of the classification of knowledge (E. Svenonius)",,1976,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,3,1,40,42,,,,,,,http://dx.doi.org/10.5771/0943-7444-1976-1-40,,10.5771/0943-7444-1976-1-40,,,0,,0
074-005-090-156-436,„Europe“: a term for many concepts,,1978,journal article,Knowledge Organization,09437444,International Society for Knowledge Organization,Germany,Henri Leclercq,,5,3,156,162,Environmental ethics; History,,,,,http://dx.doi.org/10.5771/0943-7444-1978-3-156,http://dx.doi.org/10.5771/0943-7444-1978-3-156,,10.5771/0943-7444-1978-3-156,2889821162,,0,,0
075-703-297-148-542,Ökonomische Semiotik,,1975,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,2,2,112,114,,,,,,,http://dx.doi.org/10.5771/0943-7444-1975-2-112,,10.5771/0943-7444-1975-2-112,,,0,,0
076-576-307-847-804,Titelei/Inhaltsverzeichnis,,1975,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,2,2,I,III,,,,,,,http://dx.doi.org/10.5771/0943-7444-1975-2-i,,10.5771/0943-7444-1975-2-i,,,0,,0
080-095-256-019-669,Infoterm News,,1979,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,6,2,121,124,,,,,,,http://dx.doi.org/10.5771/0943-7444-1979-2-121,,10.5771/0943-7444-1979-2-121,,,0,,0
081-042-036-262-656,"Wellisch, H. H.: International PRECIS Workshop (Perreault)",,1978,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,5,2,119,121,,,,,,,http://dx.doi.org/10.5771/0943-7444-1978-2-119,,10.5771/0943-7444-1978-2-119,,,0,,0
081-718-095-290-718,Structural dynamics of scientific literature,,1976,journal article,Knowledge Organization,09437444,International Society for Knowledge Organization,Germany,Henry Small,,42,2,250,259,Scientific literature; Computer science; Management science,,,,,http://dx.doi.org/10.5771/0943-7444-1976-2-67,http://dx.doi.org/10.5771/0943-7444-1976-2-67,,,2806333404,,0,,32
081-730-778-195-172,Atti del Seminario di studi sulla CDU (M. Ricci),,1978,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,5,3,177,178,,,,,,,http://dx.doi.org/10.5771/0943-7444-1978-3-177,,10.5771/0943-7444-1978-3-177,,,0,,0
083-163-945-020-762,H. E. Bruderer: Handbook of mechanical and computer supported translation. (In German) (G. Schott),,1979,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,6,2,131,132,,,,,,,http://dx.doi.org/10.5771/0943-7444-1979-2-131-1,,10.5771/0943-7444-1979-2-131-1,,,0,,0
084-130-974-520-50X,Conception and development of the Dewey Decimal Classification,,1976,journal article,Knowledge Organization,09437444,International Society for Knowledge Organization,Germany,John P. Comaromi,,3,1,11,15,Epistemology; Dewey Decimal Classification; Computer science,,,,,http://dx.doi.org/10.5771/0943-7444-1976-1-11,http://dx.doi.org/10.5771/0943-7444-1976-1-11,,10.5771/0943-7444-1976-1-11,2890352835,,0,,2
086-109-686-385-039,"Langridge, D. W.: Classification and indexing in the humanities (Perreault)",,1977,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,4,1,46,47,,,,,,,http://dx.doi.org/10.5771/0943-7444-1977-1-46,,10.5771/0943-7444-1977-1-46,,,0,,0
086-780-787-507-315,The Terminology of Subject-fields,,1975,journal article,Knowledge Organization,09437444,International Society for Knowledge Organization,Germany,Ingetraut Dahlberg,,42,1,31,37,Computer science; Linguistics; Terminology,,,,,http://dx.doi.org/10.5771/0943-7444-2015-1-57,http://dx.doi.org/10.5771/0943-7444-2015-1-57,,,2807623998,,0,,1
088-210-114-567-717,In Memoriam – Eugen Wüster (1898–1977),,1977,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,4,1,2,3,,,,,,,http://dx.doi.org/10.5771/0943-7444-1977-1-2,,10.5771/0943-7444-1977-1-2,,,0,,0
088-448-499-239-190,On the evaluation of information resources by means of the theory of fuzzy sets (In German),,1978,journal article,Knowledge Organization,09437444,International Society for Knowledge Organization,Germany,Siegfried Reball,,5,3,152,155,Data mining; German; Computer science; Fuzzy set,,,,,http://dx.doi.org/10.5771/0943-7444-1978-3-152,http://dx.doi.org/10.5771/0943-7444-1978-3-152,,10.5771/0943-7444-1978-3-152,2891736633,,0,,0
090-325-300-260-526,"Dahlberg, I.: Grundlagen universaler Wissensordnung (G. Vladutz)",,1976,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,3,1,42,43,,,,,,,http://dx.doi.org/10.5771/0943-7444-1976-1-42,,10.5771/0943-7444-1976-1-42,,,0,,0
090-448-452-194-724,Form and Subject Index,,1979,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,6,3,207,210,,,,,,,http://dx.doi.org/10.5771/0943-7444-1979-3-207,,10.5771/0943-7444-1979-3-207,,,0,,0
090-487-215-302-295,Infoterm News (H. Felber),,1978,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,5,1,41,42,,,,,,,http://dx.doi.org/10.5771/0943-7444-1978-1-41,,10.5771/0943-7444-1978-1-41,,,0,,0
091-794-332-504-626,K. L. Henderson (Ed.): Major Classification Systems: The Dewey Centennial (M. A. Gopinath),,1979,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,6,2,130,130,,,,,,,http://dx.doi.org/10.5771/0943-7444-1979-2-130,,10.5771/0943-7444-1979-2-130,,,0,,0
092-728-395-461-388,"A referent-oriented, analytical concept theory for INTERCONCEPT",,1978,journal article,Knowledge Organization,09437444,International Society for Knowledge Organization,Germany,Ingetraut Dahlberg,,5,3,142,151,Cognitive psychology; Referent; Computer science,,,,,http://dx.doi.org/10.5771/0943-7444-1978-3-142,http://dx.doi.org/10.5771/0943-7444-1978-3-142,,10.5771/0943-7444-1978-3-142,2891426376,,0,,33
092-871-465-471-146,Prinzipien der Klassifikation (E. Oeser),,1978,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,5,3,174,177,,,,,,,http://dx.doi.org/10.5771/0943-7444-1978-3-174,,10.5771/0943-7444-1978-3-174,,,0,,0
094-387-207-313-653,"Classification theory, yesterday and today",,1976,journal article,Knowledge Organization,09437444,International Society for Knowledge Organization,Germany,I. Dahlberg,,3,2,85,90,Yesterday; Computer science; Art history,,,,,http://dx.doi.org/10.5771/0943-7444-1976-2-85,http://dx.doi.org/10.5771/0943-7444-1976-2-85,,10.5771/0943-7444-1976-2-85,2890312520,,0,,5
095-122-636-508-427,Dewey and Ranganathan,,1976,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,3,1,1,2,,,,,,,http://dx.doi.org/10.5771/0943-7444-1976-1-1-1,,10.5771/0943-7444-1976-1-1-1,,,0,,0
095-131-327-511-731,"Wahrig, G. (Ed.): dtv-Wörterbuch der deutschen Sprache (A. Hoppe)",,1978,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,5,3,179,180,,,,,,,http://dx.doi.org/10.5771/0943-7444-1978-3-179,,10.5771/0943-7444-1978-3-179,,,0,,0
095-237-937-989-885,Why this Journal?,,1974,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,1,1,1,2,,,,,,,http://dx.doi.org/10.5771/0943-7444-1974-1-1,,10.5771/0943-7444-1974-1-1,,,0,,0
095-324-917-477-044,The Terminology of Subject-fields,,1975,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,Germany,Ingetraut Dahlberg,,2,1,31,37,,,,,,,http://dx.doi.org/10.5771/0943-7444-1975-1-31,,10.5771/0943-7444-1975-1-31,,,0,,0
095-892-874-520-190,Reports and Communications,,1975,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,2,2,102,110,,,,,,,http://dx.doi.org/10.5771/0943-7444-1975-2-102,,10.5771/0943-7444-1975-2-102,,,0,,0
096-481-108-994-653,"Bausch, K. J. et al: Fachsprachen. (Sager)",,1977,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,4,1,49,50,,,,,,,http://dx.doi.org/10.5771/0943-7444-1977-1-49,,10.5771/0943-7444-1977-1-49,,,0,,0
097-270-393-820-500,A Common Classification for Swedish Research Projects,,1974,journal article,Knowledge Organization,09437444,International Society for Knowledge Organization,Germany,E. Wåhlin,,1,1,21,26,Political science; Knowledge management,,,,,http://dx.doi.org/10.5771/0943-7444-1974-1-21,http://dx.doi.org/10.5771/0943-7444-1974-1-21,,10.5771/0943-7444-1974-1-21,2890184546,,0,,0
099-180-628-505-294,News – Nachrichten,,1974,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,1,1,45,47,,,,,,,http://dx.doi.org/10.5771/0943-7444-1974-1-45,,10.5771/0943-7444-1974-1-45,,,0,,0
100-097-895-286-475,Agricultural soil science in universal classification systems. A comparative analysis,,1978,journal article,Knowledge Organization,09437444,International Society for Knowledge Organization,Germany,Milton Nocetti,,5,1,15,20,Agricultural soil science; Environmental science; Agricultural engineering,,,,,http://dx.doi.org/10.5771/0943-7444-1978-1-15,http://dx.doi.org/10.5771/0943-7444-1978-1-15,,10.5771/0943-7444-1978-1-15,2889685520,,0,,0
100-665-157-258-504,"Seelbatch, D.: Computerlinguistik und Dokumentation (H. Zimmermann)",,1976,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,3,1,45,45,,,,,,,http://dx.doi.org/10.5771/0943-7444-1976-1-45,,10.5771/0943-7444-1976-1-45,,,0,,0
101-483-553-450-249,"Classification Literature 3 (1976) No. 1, Nos. 1496–1872",,1976,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,3,1,47,64,,,,,,,http://dx.doi.org/10.5771/0943-7444-1976-1-47,,10.5771/0943-7444-1976-1-47,,,0,,0
106-889-436-223-25X,Reports and Communications,,1978,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,5,1,38,40,,,,,,,http://dx.doi.org/10.5771/0943-7444-1978-1-38,,10.5771/0943-7444-1978-1-38,,,0,,0
107-467-387-457-530,Alphabetical Index,,1979,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,6,3,206,207,,,,,,,http://dx.doi.org/10.5771/0943-7444-1979-3-206,,10.5771/0943-7444-1979-3-206,,,0,,0
107-587-995-663-668,"Classification Literature 4 (1977) No. 1, Nos. 2201–2591",,1977,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,4,1,51,69,,,,,,,http://dx.doi.org/10.5771/0943-7444-1977-1-51,,10.5771/0943-7444-1977-1-51,,,0,,0
108-057-556-023-245,"Classification Literature 2 (1975) No. 2, Nos. 1127–1495",,1975,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,2,2,125,144,,,,,,,http://dx.doi.org/10.5771/0943-7444-1975-2-125,,10.5771/0943-7444-1975-2-125,,,0,,0
108-106-621-979-250,,,1977,journal issue,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,4,1,,,,,,,,,http://dx.doi.org/10.5771/0943-7444-1977-1,,10.5771/0943-7444-1977-1,,,0,,0
108-173-163-513-006,Which way to “Shared Classification“? A Danish view,,1976,journal article,Knowledge Organization,09437444,International Society for Knowledge Organization,Germany,Mogens Weitemeyer,,3,2,93,96,Sociology; Danish; Linguistics,,,,,http://dx.doi.org/10.5771/0943-7444-1976-2-93,http://dx.doi.org/10.5771/0943-7444-1976-2-93,,10.5771/0943-7444-1976-2-93,2891937681,,0,,0
108-875-514-388-451,Titelei/Inhaltsverzeichnis,,1976,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,3,2,I,III,,,,,,,http://dx.doi.org/10.5771/0943-7444-1976-2-i,,10.5771/0943-7444-1976-2-i,,,0,,0
109-236-666-117-170,"Mills, J., Broughton, V.: Bliss Bibliographic Classification (Bakewell)",,1978,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,5,1,43,44,,,,,,,http://dx.doi.org/10.5771/0943-7444-1978-1-43,,10.5771/0943-7444-1978-1-43,,,0,,0
109-754-427-439-877,"Scheele, M.: Ordnung und Wortschatz des Wissens (Soergel)",,1978,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,5,2,113,117,,,,,,,http://dx.doi.org/10.5771/0943-7444-1978-2-113,,10.5771/0943-7444-1978-2-113,,,0,,0
111-193-435-009-943,"Haase, R.: Der meßbare Einklang and Papentin, F.: Ordnung, Intelligenz, Evolution (W. Dahlberg)",,1978,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,5,3,181,182,,,,,,,http://dx.doi.org/10.5771/0943-7444-1978-3-181,,10.5771/0943-7444-1978-3-181,,,0,,0
112-076-040-174-753,Reports and Communications,,1978,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,5,2,93,111,,,,,,,http://dx.doi.org/10.5771/0943-7444-1978-2-93,,10.5771/0943-7444-1978-2-93,,,0,,0
112-551-216-113-744,"Austin, D.: PRECIS: a manual of concept analysis and subject indexing. (Ph. Richmond)",,1975,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,2,2,116,117,,,,,,,http://dx.doi.org/10.5771/0943-7444-1975-2-116,,10.5771/0943-7444-1975-2-116,,,0,,0
112-584-103-823-353,Probleme der Warenbeschreibung und Klassifikation (Problems of commodity description and classification),,1975,journal article,Knowledge Organization,09437444,International Society for Knowledge Organization,Germany,Josef Hölzl,,2,2,94,102,Mathematical economics; Commodity; Computer science,,,,,http://dx.doi.org/10.5771/0943-7444-1975-2-94,http://dx.doi.org/10.5771/0943-7444-1975-2-94,,10.5771/0943-7444-1975-2-94,2892114343,,0,,0
113-088-557-272-14X,"Downing, J. C., Yelland, M.: Dewey International (Wellisch)",,1978,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,5,1,44,45,,,,,,,http://dx.doi.org/10.5771/0943-7444-1978-1-44,,10.5771/0943-7444-1978-1-44,,,0,,0
114-430-583-965-799,The Glamour and the Misery of the Thesaurus Approach,,1974,journal article,Knowledge Organization,09437444,International Society for Knowledge Organization,Germany,Robert Fugmann,,1,2,76,86,Aesthetics; Computer science,,,,,http://dx.doi.org/10.5771/0943-7444-1974-2-76,http://dx.doi.org/10.5771/0943-7444-1974-2-76,,10.5771/0943-7444-1974-2-76,2890640298,,0,,2
115-594-142-290-017,Editorial,,1975,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,2,1,1,1,,,,,,,http://dx.doi.org/10.5771/0943-7444-1975-1-1,,10.5771/0943-7444-1975-1-1,,,0,,0
116-317-840-298-439,A new paradigm for social science terminology,,1979,journal article,Knowledge Organization,09437444,International Society for Knowledge Organization,Germany,Fred W. Riggs,,6,3,150,157,Epistemology; Sociology; Terminology,,,,,http://dx.doi.org/10.5771/0943-7444-1979-3-150,http://dx.doi.org/10.5771/0943-7444-1979-3-150,,10.5771/0943-7444-1979-3-150,2890150022,,0,,0
116-322-088-452-050,"Buchanan, B.: A glossary of indexing terms (J. Farradane)",,1976,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,3,2,110,111,,,,,,,http://dx.doi.org/10.5771/0943-7444-1976-2-110,,10.5771/0943-7444-1976-2-110,,,0,,0
116-569-251-863-218,The ‚Classification of Science and Technology‘,,1977,journal article,Knowledge Organization,09437444,International Society for Knowledge Organization,Germany,Tuneo Yosimura,,4,1,26,28,"Engineering; Science, technology and society; Data science",,,,,http://dx.doi.org/10.5771/0943-7444-1977-1-26,http://dx.doi.org/10.5771/0943-7444-1977-1-26,,10.5771/0943-7444-1977-1-26,2889775583,,0,,0
117-179-109-242-560,Terminology Corner: Terminology Standards and Guidelines,,1977,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,4,1,43,44,,,,,,,http://dx.doi.org/10.5771/0943-7444-1977-1-43,,10.5771/0943-7444-1977-1-43,,,0,,0
121-961-170-520-00X,Classification Literature,,1974,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,1,2,109,119,,,,,,,http://dx.doi.org/10.5771/0943-7444-1974-2-109,,10.5771/0943-7444-1974-2-109,,,0,,0
125-225-123-205-453,News – Nachrichten,,1975,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,2,1,48,49,,,,,,,http://dx.doi.org/10.5771/0943-7444-1975-1-48,,10.5771/0943-7444-1975-1-48,,,0,,0
126-130-002-054-657,Vleduts/Stokolova: Construction Information Languages ... (D. Austin),,1975,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,2,1,49,50,,,,,,,http://dx.doi.org/10.5771/0943-7444-1975-1-49,,10.5771/0943-7444-1975-1-49,,,0,,0
126-655-791-863-028,Titelei/Inhaltsverzeichnis,,1977,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,4,1,I,III,,,,,,,http://dx.doi.org/10.5771/0943-7444-1977-1-i,,10.5771/0943-7444-1977-1-i,,,0,,0
130-003-730-841-686,Titelei/Inhaltsverzeichnis,,1975,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,2,1,I,III,,,,,,,http://dx.doi.org/10.5771/0943-7444-1975-1-i,,10.5771/0943-7444-1975-1-i,,,0,,0
131-686-171-881-56X,,,1978,journal issue,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,5,3,,,,,,,,,http://dx.doi.org/10.5771/0943-7444-1978-3,,10.5771/0943-7444-1978-3,,,0,,0
135-317-182-168-243,Titelei/Inhaltsverzeichnis,,1978,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,5,3,I,II,,,,,,,http://dx.doi.org/10.5771/0943-7444-1978-3-i,,10.5771/0943-7444-1978-3-i,,,0,,0
135-678-289-018-791,Reports and Communications,,1979,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,6,3,177,180,,,,,,,http://dx.doi.org/10.5771/0943-7444-1979-3-177,,10.5771/0943-7444-1979-3-177,,,0,,0
135-769-084-157-193,Seminal mnemonics in classification,,1976,journal article,Knowledge Organization,09437444,International Society for Knowledge Organization,Germany,Krishnappa Subramanyam,,3,1,16,17,Psychology; Mnemonic; Linguistics,,,,,http://dx.doi.org/10.5771/0943-7444-1976-1-16,http://dx.doi.org/10.5771/0943-7444-1976-1-16,,10.5771/0943-7444-1976-1-16,2889671524,,0,,0
135-820-776-488-090,An automatic index in natural language for UDC Editions,,1975,journal article,Knowledge Organization,09437444,International Society for Knowledge Organization,Germany,Elvira de Andrade Oliveira,,2,2,89,93,Natural language; Computer science; Linguistics,,,,,http://dx.doi.org/10.5771/0943-7444-1975-2-89,http://dx.doi.org/10.5771/0943-7444-1975-2-89,,10.5771/0943-7444-1975-2-89,2890762142,,0,,0
136-928-828-217-171,"Vogel, F.: Probleme und Verfahren der numerischen Klassifikation. (Fangmeyer)",,1975,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,2,2,123,123,,,,,,,http://dx.doi.org/10.5771/0943-7444-1975-2-123,,10.5771/0943-7444-1975-2-123,,,0,,0
137-219-932-213-458,Some observations on the forthcoming 19th edition of the Dewey Decimal Classification (DDC) Scheme,,1979,journal article,Knowledge Organization,09437444,International Society for Knowledge Organization,Germany,I. N . Sengupta,,6,3,170,171,Dewey Decimal Classification; Philosophy; Arithmetic,,,,,http://dx.doi.org/10.5771/0943-7444-1979-3-170,http://dx.doi.org/10.5771/0943-7444-1979-3-170,,10.5771/0943-7444-1979-3-170,2891851032,,0,,0
137-243-509-836-527,Concept Comprehension Building in Students and the Teaching of Theory of Library Classification,,1975,journal article,Knowledge Organization,09437444,International Society for Knowledge Organization,Germany,M. M. Kashyap,,2,1,22,25,Mathematics education; Psychology; Library classification; Comprehension,,,,,http://dx.doi.org/10.5771/0943-7444-1975-1-22,http://dx.doi.org/10.5771/0943-7444-1975-1-22,,10.5771/0943-7444-1975-1-22,2892262245,,0,,0
137-994-374-597-529,Zur Theorie des Begriffs (Towards a theory of the concept),,1974,journal article,Knowledge Organization,09437444,International Society for Knowledge Organization,Germany,Ingetraut Dahlberg,,1,1,12,19,Epistemology; Philosophy,,,,,http://dx.doi.org/10.5771/0943-7444-1974-1-12,http://dx.doi.org/10.5771/0943-7444-1974-1-12,,10.5771/0943-7444-1974-1-12,2890831143,,0,,3
138-418-232-368-844,"Classification Literature 5 (1978) No. 3, Nos. 3462–3947",,1978,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,5,3,183,204,,,,,,,http://dx.doi.org/10.5771/0943-7444-1978-3-183,,10.5771/0943-7444-1978-3-183,,,0,,0
138-786-766-652-89X,"Meyer-Uhlenried, K.-H.: Methodische Grundlagen für die Planung von Informationssystemen (Chapt. 3.4) (Wellisch)",,1978,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,5,2,117,118,,,,,,,http://dx.doi.org/10.5771/0943-7444-1978-2-117,,10.5771/0943-7444-1978-2-117,,,0,,0
139-545-601-848-519,"H. Borko, Ch. L. Bernier: Indexing concepts and methods. (I. Dahlberg)",,1979,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,6,2,131,131,,,,,,,http://dx.doi.org/10.5771/0943-7444-1979-2-131,,10.5771/0943-7444-1979-2-131,,,0,,0
140-878-322-391-350,"Hicks, S. C.: Classification research (Australia). (T. Morgan)",,1975,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,2,2,117,118,,,,,,,http://dx.doi.org/10.5771/0943-7444-1975-2-117,,10.5771/0943-7444-1975-2-117,,,0,,0
