Lens ID,Title,Date Published,Publication Year,Publication Type,Source Title,ISSNs,Publisher,Source Country,Author/s,Abstract,Volume,Issue Number,Start Page,End Page,Fields of Study,Keywords,MeSH Terms,Chemicals,Funding,Source URLs,External URL,PMID,DOI,Microsoft Academic ID,PMCID,Patent Citation Count,References,Scholarly Citation Count
014-714-271-270-153,Consistency of use of the International Patent Classification,,1978,journal article,Knowledge Organization,09437444,International Society for Knowledge Organization,Germany,Anne M. Carpenter; Meriel Jones; Charles Oppenheim,,5,1,30,32,Information retrieval; International Patent Classification; Computer science,,,,,http://dx.doi.org/10.5771/0943-7444-1978-1-30,http://dx.doi.org/10.5771/0943-7444-1978-1-30,,10.5771/0943-7444-1978-1-30,2890336553,,0,,3
014-913-872-209-86X,Reports and Communications,,1975,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,2,1,37,48,,,,,,,http://dx.doi.org/10.5771/0943-7444-1975-1-37,,10.5771/0943-7444-1975-1-37,,,0,,0
015-888-927-937-560,A test of relational indexing integrity by conversion to a permuted alphabetical index,,1977,journal article,Knowledge Organization,09437444,International Society for Knowledge Organization,Germany,Jason Farradane; Peter Gulutzan,,4,1,20,25,Information retrieval; Computer science; Search engine indexing,,,,,http://dx.doi.org/10.5771/0943-7444-1977-1-20,http://dx.doi.org/10.5771/0943-7444-1977-1-20,,10.5771/0943-7444-1977-1-20,65704696,,0,,8
017-449-239-685-708,"Maltby, A. (Ed.): Classification in the 1970’s ... (by J. M. Perreault)",,1974,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,1,1,47,48,,,,,,,http://dx.doi.org/10.5771/0943-7444-1974-1-47,,10.5771/0943-7444-1974-1-47,,,0,,0
017-543-305-231-386,Classification and their keys,,1978,journal article,Knowledge Organization,09437444,International Society for Knowledge Organization,Germany,Donald J. McDonell,,5,1,3,7,Information retrieval; Key (lock); Computer science,,,,,http://dx.doi.org/10.5771/0943-7444-1978-1-3,http://dx.doi.org/10.5771/0943-7444-1978-1-3,,10.5771/0943-7444-1978-1-3,2891876747,,0,,1
019-561-051-871-413,Language Problems,,1974,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,Heinrich Kaiser,,1,2,87,89,,,,,,,http://dx.doi.org/10.5771/0943-7444-1974-2-87,,10.5771/0943-7444-1974-2-87,,,0,,0
019-697-828-374-241,Dictionary of Reprography (R. Agte),,1976,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,3,2,114,114,,,,,,,http://dx.doi.org/10.5771/0943-7444-1976-2-114,,10.5771/0943-7444-1976-2-114,,,0,,0
020-038-719-127-192,"Schneider, K.: Computer aided subject index system for the life sciences (G. Lambert)",,1976,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,3,2,112,113,,,,,,,http://dx.doi.org/10.5771/0943-7444-1976-2-112,,10.5771/0943-7444-1976-2-112,,,0,,0
020-219-842-073-516,Library of Congrcss Subject Headings: a new manual,,1979,journal article,Knowledge Organization,09437444,International Society for Knowledge Organization,Germany,Jean M. Perreault,,6,3,158,169,Engineering; Library science,,,,,http://dx.doi.org/10.5771/0943-7444-1979-3-158,http://dx.doi.org/10.5771/0943-7444-1979-3-158,,10.5771/0943-7444-1979-3-158,2889595787,,0,,0
021-129-702-443-041,Terminology Corner: Concerning thesaurus terminology,,1975,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,2,2,111,112,,,,,,,http://dx.doi.org/10.5771/0943-7444-1975-2-111,,10.5771/0943-7444-1975-2-111,,,0,,0
021-202-965-087-235,Free or controlled vocabularies,,1978,journal article,Knowledge Organization,09437444,International Society for Knowledge Organization,Germany,Rolf G. Henzler,,5,1,21,26,Controlled vocabulary; Artificial intelligence; Natural language processing; Computer science,,,,,http://dx.doi.org/10.5771/0943-7444-1978-1-21,http://dx.doi.org/10.5771/0943-7444-1978-1-21,,10.5771/0943-7444-1978-1-21,2891592819,,0,,13
021-438-792-587-733,Versuche zur Erstellung eines Warenthesaurus (Attempts towards the construction of a commodity thesaurus),,1976,journal article,Knowledge Organization,09437444,International Society for Knowledge Organization,Germany,Josef Hölzl,,3,1,23,32,Business; Commodity; Commerce,,,,,http://dx.doi.org/10.5771/0943-7444-1976-1-23,http://dx.doi.org/10.5771/0943-7444-1976-1-23,,10.5771/0943-7444-1976-1-23,2892011611,,0,,0
022-106-749-701-575,Retrieval tests on five classification schemes,,1978,journal article,Knowledge Organization,09437444,International Society for Knowledge Organization,Germany,Anne M. Carpenter; Meriel Jones; Charles Oppenheim,,5,2,73,80,Classification scheme; Artificial intelligence; Pattern recognition; Computer science,,,,,http://dx.doi.org/10.5771/0943-7444-1978-2-73,http://dx.doi.org/10.5771/0943-7444-1978-2-73,,10.5771/0943-7444-1978-2-73,2892090109,,0,,2
022-352-180-294-357,"Classification Literature 5 (1978) No. 1, Nos. 3083–3461",,1978,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,5,1,47,62,,,,,,,http://dx.doi.org/10.5771/0943-7444-1978-1-47,,10.5771/0943-7444-1978-1-47,,,0,,0
023-331-658-993-67X,Automatic production of indexes from schedules,,1975,journal article,Knowledge Organization,09437444,International Society for Knowledge Organization,Germany,Yukio Nakamura,,2,2,81,88,Computer science; Operations research; Schedule,,,,,http://dx.doi.org/10.5771/0943-7444-1975-2-81,http://dx.doi.org/10.5771/0943-7444-1975-2-81,,10.5771/0943-7444-1975-2-81,2892048249,,0,,0
023-775-226-843-181,Gekeler/Herdt/Oberender: Warenkatalogisierung und Kommunikation über die Ware. (H. Körner),,1975,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,2,2,114,116,,,,,,,http://dx.doi.org/10.5771/0943-7444-1975-2-114,,10.5771/0943-7444-1975-2-114,,,0,,0
024-841-088-905-573,"Borko, H., Bernier, C. L.: Abstracting concepts and methods (Dahlberg)",,1977,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,4,1,50,50,,,,,,,http://dx.doi.org/10.5771/0943-7444-1977-1-50,,10.5771/0943-7444-1977-1-50,,,0,,0
026-656-751-389-201,Automatic and Semi-Automatic Methods as an Aid in the Construction of Indexing Languages and Thesauri,,1974,journal article,Knowledge Organization,09437444,International Society for Knowledge Organization,Germany,Dagobert Soergel,,1,1,34,39,Artificial intelligence; Natural language processing; Semi automatic; Computer science; Search engine indexing,,,,,http://dx.doi.org/10.5771/0943-7444-1974-1-34,http://dx.doi.org/10.5771/0943-7444-1974-1-34,,10.5771/0943-7444-1974-1-34,2890283301,,0,,9
028-126-124-997-587,Reports and Communications,,1976,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,3,1,33,36,,,,,,,http://dx.doi.org/10.5771/0943-7444-1976-1-33,,10.5771/0943-7444-1976-1-33,,,0,,0
028-486-943-455-748,J. Aitchison (Comp.): Unesco Thesaurus (I. Dahlberg),,1979,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,6,3,184,184,,,,,,,http://dx.doi.org/10.5771/0943-7444-1979-3-184,,10.5771/0943-7444-1979-3-184,,,0,,0
029-712-691-142-17X,Syntactic tools and semantic power of information languages,,1976,journal article,Knowledge Organization,09437444,International Society for Knowledge Organization,Germany,N. A. Stokolova,,3,2,75,81,Artificial intelligence; Natural language processing; Computer science; Syntax,,,,,http://dx.doi.org/10.5771/0943-7444-1976-2-75,http://dx.doi.org/10.5771/0943-7444-1976-2-75,,10.5771/0943-7444-1976-2-75,2890346658,,0,,1
029-727-516-111-140,FID: Cumulated UDC Supplement 1965 – 1975. Vols. I – V (I. Dahlberg),,1976,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,3,1,45,46,,,,,,,http://dx.doi.org/10.5771/0943-7444-1976-1-45-1,,10.5771/0943-7444-1976-1-45-1,,,0,,0
029-945-829-685-749,Structural dynamics of scientific literature,,1976,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,Henry G. Small,,3,2,67,74,,,,,,,http://dx.doi.org/10.5771/0943-7444-1976-2-67,,10.5771/0943-7444-1976-2-67,,,0,,0
030-427-498-025-118,"Representation, comprehension and communication of sets: the role of number. I. (Sect. 1–6.1)",,1978,journal article,Knowledge Organization,09437444,International Society for Knowledge Organization,Germany,Anthony J. N. Judge,,5,3,126,133,Psychology; Sect; Linguistics; Comprehension,,,,,http://dx.doi.org/10.5771/0943-7444-1978-3-126,http://dx.doi.org/10.5771/0943-7444-1978-3-126,,10.5771/0943-7444-1978-3-126,2892188980,,0,,0
030-678-547-068-795,The UNISIST Draft on Indexing Principles. Text,,1977,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,4,1,29,34,,,,,,,http://dx.doi.org/10.5771/0943-7444-1977-1-29,,10.5771/0943-7444-1977-1-29,,,0,,0
032-324-804-006-419,Reverse retrieval: toward analogy inferences by mechanised classification,,1979,journal article,Knowledge Organization,09437444,International Society for Knowledge Organization,Germany,Robert Fugmann; Jakob Hermann Winter,,6,2,85,91,Artificial intelligence; Natural language processing; Computer science; Analogy,,,,,http://dx.doi.org/10.5771/0943-7444-1979-2-85,http://dx.doi.org/10.5771/0943-7444-1979-2-85,,10.5771/0943-7444-1979-2-85,2891082144,,0,,0
032-366-489-829-540,Titelei/Inhaltsverzeichnis,,1974,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,1,1,I,III,,,,,,,http://dx.doi.org/10.5771/0943-7444-1974-1-i,,10.5771/0943-7444-1974-1-i,,,0,,0
032-528-968-803-566,Terminology Corner,,1976,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,3,1,37,39,,,,,,,http://dx.doi.org/10.5771/0943-7444-1976-1-37,,10.5771/0943-7444-1976-1-37,,,0,,0
032-536-923-569-956,Semantischer Bereich und Sachverhaltsbeschreibung von Dokumenteninhalten (Semantic field and subject description of document contents),,1976,journal article,Knowledge Organization,09437444,International Society for Knowledge Organization,Germany,Siegfried Reball,,3,1,18,22,Artificial intelligence; Natural language processing; Semantic field; Computer science,,,,,http://dx.doi.org/10.5771/0943-7444-1976-1-18,http://dx.doi.org/10.5771/0943-7444-1976-1-18,,10.5771/0943-7444-1976-1-18,2890183736,,0,,1
034-129-217-540-19X,"Hutchins, W. J.: Languages of indexing and classification (M. A. Gopinath)",,1976,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,3,1,46,46,,,,,,,http://dx.doi.org/10.5771/0943-7444-1976-1-46,,10.5771/0943-7444-1976-1-46,,,0,,0
034-136-004-366-20X,Struktur und Kompatibilität des Thesaurus der Medizin (Structure and compatibility of the Thesaurus of Medicine),,1976,journal article,Knowledge Organization,09437444,International Society for Knowledge Organization,Germany,W.-W. Höpker,,3,2,81,84,Engineering; Information retrieval; Compatibility (mechanics),,,,,http://dx.doi.org/10.5771/0943-7444-1976-2-81,http://dx.doi.org/10.5771/0943-7444-1976-2-81,,10.5771/0943-7444-1976-2-81,2891576401,,0,,0
034-519-953-841-605,What is Classification?,,1974,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,1,2,59,59,,,,,,,http://dx.doi.org/10.5771/0943-7444-1974-2-59,,10.5771/0943-7444-1974-2-59,,,0,,0
036-275-786-792-264,N. Bolton: Concept formation (F. W. Riggs),,1979,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,6,2,125,127,,,,,,,http://dx.doi.org/10.5771/0943-7444-1979-2-125,,10.5771/0943-7444-1979-2-125,,,0,,0
036-975-896-391-549,Infoterm: International co-operation in terminology (R. Kocourek),,1976,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,3,2,111,112,,,,,,,http://dx.doi.org/10.5771/0943-7444-1976-2-111-1,,10.5771/0943-7444-1976-2-111-1,,,0,,0
036-977-900-397-599,Classification and Cognition,,1979,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,6,2,71,72,,,,,,,http://dx.doi.org/10.5771/0943-7444-1979-2-71,,10.5771/0943-7444-1979-2-71,,,0,,0
037-907-243-189-986,Classification and Standardization,,1977,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,4,1,1,1,,,,,,,http://dx.doi.org/10.5771/0943-7444-1977-1-1,,10.5771/0943-7444-1977-1-1,,,0,,0
039-410-785-285-621,Horsnell: Intermediate Lexicon for Information Science (W. v. Mach),,1975,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,2,1,56,56,,,,,,,http://dx.doi.org/10.5771/0943-7444-1975-1-56,,10.5771/0943-7444-1975-1-56,,,0,,0
040-853-340-651-703,,,1976,journal issue,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,3,2,,,,,,,,,http://dx.doi.org/10.5771/0943-7444-1976-2,,10.5771/0943-7444-1976-2,,,0,,0
041-043-118-603-622,In Memoriam–Abner L. C. Vicentini (1929/1976),,1976,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,3,2,66,66,,,,,,,http://dx.doi.org/10.5771/0943-7444-1976-2-66,,10.5771/0943-7444-1976-2-66,,,0,,0
041-129-440-000-798,Library classification systems in Denmark,,1976,journal article,Knowledge Organization,09437444,International Society for Knowledge Organization,Germany,J. B. Friis-Hansen,,3,2,91,93,Library classification; Information retrieval; Computer science,,,,,http://dx.doi.org/10.5771/0943-7444-1976-2-91,http://dx.doi.org/10.5771/0943-7444-1976-2-91,,10.5771/0943-7444-1976-2-91,2890731813,,0,,0
042-641-179-329-504,Systeme der Waren- und Aktivitätsklassifikation (Systems for the Classification of Commodities and Activities),,1974,journal article,Knowledge Organization,09437444,International Society for Knowledge Organization,Germany,Max E. Neuenschwander,,1,1,32,33,Political science; Agricultural science,,,,,http://dx.doi.org/10.5771/0943-7444-1974-1-32,http://dx.doi.org/10.5771/0943-7444-1974-1-32,,10.5771/0943-7444-1974-1-32,2890923746,,0,,0
042-661-793-185-078,Titelei/Inhaltsverzeichnis,,1974,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,1,2,U1,U1,,,,,,,http://dx.doi.org/10.5771/0943-7444-1974-2-u1,,10.5771/0943-7444-1974-2-u1,,,0,,0
043-006-905-993-770,Some Aspects of a Multi-Purpose Thesaurus,,1974,journal article,Knowledge Organization,09437444,International Society for Knowledge Organization,Germany,Janos S. Petöfi,,1,2,69,76,Information retrieval; Computer science,,,,,http://dx.doi.org/10.5771/0943-7444-1974-2-69,http://dx.doi.org/10.5771/0943-7444-1974-2-69,,10.5771/0943-7444-1974-2-69,2890826592,,0,,0
044-451-379-333-722,"Van Slype, G.: Conception et gestion des systemes documentaires (Rolling)",,1978,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,5,1,45,45,,,,,,,http://dx.doi.org/10.5771/0943-7444-1978-1-45,,10.5771/0943-7444-1978-1-45,,,0,,0
044-616-041-930-223,"Settel, B.: Subject description of books (Brazier)",,1978,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,5,2,118,119,,,,,,,http://dx.doi.org/10.5771/0943-7444-1978-2-118,,10.5771/0943-7444-1978-2-118,,,0,,0
045-440-842-842-637,Facet definition: a case study,,1978,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,Germany,Elaine Svenonius,,5,3,134,141,,,,,,,http://dx.doi.org/10.5771/0943-7444-1978-3-134,,10.5771/0943-7444-1978-3-134,,,0,,0
046-042-331-419-59X,Introducing TNC and the IERMDOK System,,1978,journal article,Knowledge Organization,09437444,International Society for Knowledge Organization,Germany,Erik Sundström,,5,2,86,90,Distributed computing; Computer science,,,,,http://dx.doi.org/10.5771/0943-7444-1978-2-86,http://dx.doi.org/10.5771/0943-7444-1978-2-86,,10.5771/0943-7444-1978-2-86,2891067411,,0,,0
047-722-760-519-615,"Wersing, G., Neveling, U.: Terminology of documentation (Farradane)",,1977,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,4,1,48,49,,,,,,,http://dx.doi.org/10.5771/0943-7444-1977-1-48,,10.5771/0943-7444-1977-1-48,,,0,,0
048-551-911-955-127,"Brown, A. G.: An introduction to subject indexing (S. Reball)",,1976,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,3,2,111,111,,,,,,,http://dx.doi.org/10.5771/0943-7444-1976-2-111,,10.5771/0943-7444-1976-2-111,,,0,,0
048-869-529-128-390,On patent categories,,1978,journal article,Knowledge Organization,09437444,International Society for Knowledge Organization,Germany,Manfred Balk,,5,2,65,72,Business; Actuarial science,,,,,http://dx.doi.org/10.5771/0943-7444-1978-2-65,http://dx.doi.org/10.5771/0943-7444-1978-2-65,,10.5771/0943-7444-1978-2-65,2889751599,,0,,0
051-643-363-276-866,Experiences with TITUS II,,1978,journal article,Knowledge Organization,09437444,International Society for Knowledge Organization,Germany,Hennann-Josef Zingel,,5,1,33,37,Computer science; Classics,,,,,http://dx.doi.org/10.5771/0943-7444-1978-1-33,http://dx.doi.org/10.5771/0943-7444-1978-1-33,,10.5771/0943-7444-1978-1-33,2889627015,,0,,1
052-405-349-644-872,Facet definition: a case study,,1978,journal article,Knowledge Organization,09437444,International Society for Knowledge Organization,Germany,Elaine Svenonius,,43,3,134,141,Facet (geometry); Calculus; Computer science,,,,,http://dx.doi.org/10.5771/0943-7444-2016-6-462,http://dx.doi.org/10.5771/0943-7444-2016-6-462,,,2799953747,,0,,4
052-648-680-562-128,"Sodeur, W.: Empirische Verfahren zur Klassifikation (F. Vogel)",,1976,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,3,2,108,108,,,,,,,http://dx.doi.org/10.5771/0943-7444-1976-2-108,,10.5771/0943-7444-1976-2-108,,,0,,0
052-989-875-867-736,"Produktbeschreibung und Merkmalsordnung, (Product Description and Ordering of Product Characteristics.)",,1975,journal article,Knowledge Organization,09437444,International Society for Knowledge Organization,Germany,Otto Gekeler,,2,1,2,10,Process engineering; Product description; Product characteristics; Computer science,,,,,http://dx.doi.org/10.5771/0943-7444-1975-1-2,http://dx.doi.org/10.5771/0943-7444-1975-1-2,,10.5771/0943-7444-1975-1-2,2891266975,,0,,0
054-814-175-312-455,Classification Planning,,1979,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,6,3,149,149,,,,,,,http://dx.doi.org/10.5771/0943-7444-1979-3-149,,10.5771/0943-7444-1979-3-149,,,0,,0
055-354-513-075-336,Overcoming the language barrier (D. Zimmermann),,1978,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,5,2,121,122,,,,,,,http://dx.doi.org/10.5771/0943-7444-1978-2-121,,10.5771/0943-7444-1978-2-121,,,0,,0
055-804-146-877-155,Soergel: Indexing Languages and Thesauri ... (F. W. Lancaster),,1975,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,2,1,54,55,,,,,,,http://dx.doi.org/10.5771/0943-7444-1975-1-54,,10.5771/0943-7444-1975-1-54,,,0,,0
058-490-024-729-744,Terminologie der Information und Dokumentation (H. Wellisch),,1976,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,3,2,109,110,,,,,,,http://dx.doi.org/10.5771/0943-7444-1976-2-109,,10.5771/0943-7444-1976-2-109,,,0,,0
059-247-622-424-824,Paradigmatic relations,,1977,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,N. A. Stokolova,,4,1,11,19,,,,,,,http://dx.doi.org/10.5771/0943-7444-1977-1-11,,10.5771/0943-7444-1977-1-11,,,0,,0
059-463-666-124-889,Titelei/Inhaltsverzeichnis,,1978,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,5,1,I,III,,,,,,,http://dx.doi.org/10.5771/0943-7444-1978-1-i,,10.5771/0943-7444-1978-1-i,,,0,,0
059-775-156-660-238,Das Stich- und Schlagwörterverzeichnis zur deutschen Ausgabe der Internationalen Patentklassifikation (The subject index to the German Edition of the Intern. Patent Class.),,1975,journal article,Knowledge Organization,09437444,International Society for Knowledge Organization,Germany,Gerhard Gehring,,2,2,73,80,German; Humanities; Political science,,,,,http://dx.doi.org/10.5771/0943-7444-1975-2-73,http://dx.doi.org/10.5771/0943-7444-1975-2-73,,10.5771/0943-7444-1975-2-73,2891051104,,0,,0
060-076-723-241-455,"Kuhlen, R.: Experimentelle Morphologie in der Informationswissenschaft (Gotthardt)",,1978,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,5,2,122,123,,,,,,,http://dx.doi.org/10.5771/0943-7444-1978-2-122,,10.5771/0943-7444-1978-2-122,,,0,,0
060-228-571-216-583,Letter to the Editor,,1979,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,6,3,149,149,,,,,,,http://dx.doi.org/10.5771/0943-7444-1979-3-149-1,,10.5771/0943-7444-1979-3-149-1,,,0,,0
060-552-069-439-831,Classification teaching for students of librarianship,,1979,journal article,Knowledge Organization,09437444,International Society for Knowledge Organization,Germany,Gerhard Römer,,6,2,104,108,Sociology; Library science,,,,,http://dx.doi.org/10.5771/0943-7444-1979-2-104,http://dx.doi.org/10.5771/0943-7444-1979-2-104,,10.5771/0943-7444-1979-2-104,2891684488,,0,,0
061-513-201-141-202,An Outline of International Terminological Activities,,1974,journal article,Knowledge Organization,09437444,International Society for Knowledge Organization,Germany,Helmut Felber,,1,2,89,91,Computer science; Engineering ethics,,,,,http://dx.doi.org/10.5771/0943-7444-1974-2-89,http://dx.doi.org/10.5771/0943-7444-1974-2-89,,10.5771/0943-7444-1974-2-89,2889648435,,0,,2
061-629-452-052-938,Letters to the Editor,,1975,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,2,2,72,72,,,,,,,http://dx.doi.org/10.5771/0943-7444-1975-2-72,,10.5771/0943-7444-1975-2-72,,,0,,0
061-872-743-831-755,Problems of commodity classification,,1978,journal article,Knowledge Organization,09437444,International Society for Knowledge Organization,Germany,Karl Ostarhild,,5,1,27,29,Economics; Commodity; Commerce,,,,,http://dx.doi.org/10.5771/0943-7444-1978-1-27,http://dx.doi.org/10.5771/0943-7444-1978-1-27,,10.5771/0943-7444-1978-1-27,2891238664,,0,,0
