Lens ID,Title,Date Published,Publication Year,Publication Type,Source Title,ISSNs,Publisher,Source Country,Author/s,Abstract,Volume,Issue Number,Start Page,End Page,Fields of Study,Keywords,MeSH Terms,Chemicals,Funding,Source URLs,External URL,PMID,DOI,Microsoft Academic ID,PMCID,Patent Citation Count,References,Scholarly Citation Count
017-489-591-364-184,Seven fundamental questions for the science of library classification,1993-12-01,1993,journal article,Knowledge Organization,09437444,International Society for Knowledge Organization,Germany,Robert M. Losee,"For classification to advance to the point where optimal systems may be developed for manual or automated use, it will be necessary for a science of documentor library classification to be developed. Seven questions are posed which the author feels must be answered before such optimal systems can be developed. Suggestions are made as to the forms that answers to these questions might take",20,2,65,70,World Wide Web; Document retrieval; Theory of Forms; Library classification; Computer science; Information science,,,,,https://uncch.pure.elsevier.com/en/publications/seven-fundamental-questions-for-the-science-of-library-classifica http://dx.doi.org/10.5771/0943-7444-1993-2-65 http://cat.inist.fr/?aModele=afficheN&cpsidt=4930438,http://dx.doi.org/10.5771/0943-7444-1993-2-65,,10.5771/0943-7444-1993-2-65,52903513,,0,005-255-725-462-840; 010-656-047-738-040; 016-805-663-397-504; 035-100-672-136-647; 044-917-211-263-101; 045-982-556-971-960; 055-648-505-257-942; 059-332-695-211-455; 060-389-834-877-066; 084-602-794-638-239; 122-703-378-850-053; 182-864-646-837-95X,10
017-500-129-187-40X,,,1993,journal issue,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,20,3,,,,,,,,,http://dx.doi.org/10.5771/0943-7444-1993-3,,10.5771/0943-7444-1993-3,,,0,,0
018-106-980-568-661,"Tyckoson, D. A. (Ed.): Enhancing Access to Information: Designing Catalogs for the 21st Century (P. A. Cochrane)",,1993,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,20,4,231,232,,,,,,,http://dx.doi.org/10.5771/0943-7444-1993-4-231-1,,10.5771/0943-7444-1993-4-231-1,,,0,,0
019-744-184-233-812,Retrieval support in the field of automatics and remote control,,1993,journal article,Knowledge Organization,09437444,International Society for Knowledge Organization,Germany,Evgenia Gamsahourdia; Tatjana Kuznetsova,,20,4,206,206,Computer science; Remote control; Real-time computing,,,,,http://dx.doi.org/10.5771/0943-7444-1993-4-206,http://dx.doi.org/10.5771/0943-7444-1993-4-206,,10.5771/0943-7444-1993-4-206,2888405576,,0,,0
022-048-802-102-035,"Batty, D.: An Introduction to the Twentieth Edition of the Dewey Decimal Classification (M. P. Satija)",,1993,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,20,4,232,232,,,,,,,http://dx.doi.org/10.5771/0943-7444-1993-4-232,,10.5771/0943-7444-1993-4-232,,,0,,0
023-140-029-388-758,"Albrecht, J., Baum, R. (Eds.): Special Language and Terminology in History and Present Time (book in German, review in French by H. Leclercq)",,1993,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,20,4,233,234,,,,,,,http://dx.doi.org/10.5771/0943-7444-1993-4-233,,10.5771/0943-7444-1993-4-233,,,0,,0
024-800-703-201-332,Governmental information resources of Russia: Problems of effective use,,1993,journal article,Knowledge Organization,09437444,International Society for Knowledge Organization,Germany,Alexander B. Antopolsky,,20,4,202,202,Business; Public administration,,,,,http://dx.doi.org/10.5771/0943-7444-1993-4-202,http://dx.doi.org/10.5771/0943-7444-1993-4-202,,10.5771/0943-7444-1993-4-202,2888729368,,0,,0
025-077-447-234-296,Subject authory control in a union catalogue: perspective for a national co-operative project in Portugal,,1993,journal article,Knowledge Organization,09437444,International Society for Knowledge Organization,Germany,Maria Ines Lopes,"In 1989, the existence of an online union catalogue, the National Bibliographic Database-PORBASE, raised the urgent need for mechanisms of co-operation in the field of subject authority control. A national co-operative project called CLIP (Compatibilizacao de Linguagens de Indexacao em Portugues) was launched. With CLIP special libraries will assume responsibility for the final content of the authority file with respect to terminology for subject access in different subject areas. Reference is made to the general situation in Portuguese libraries with respect to the availability and application of subject indexing tools, and also to the work being carried out towards standardization and harmonization of procedures in such matters",20,3,133,138,Library science; Political science; Standardization; Cataloging; Authority control; Subject indexing; Subject access; Union catalog; Harmonization; Terminology,,,,,http://dx.doi.org/10.5771/0943-7444-1993-3-133 http://cat.inist.fr/?aModele=afficheN&cpsidt=3820371,http://dx.doi.org/10.5771/0943-7444-1993-3-133,,10.5771/0943-7444-1993-3-133,2469550726,,0,,0
026-637-745-260-715,The linguistic units taxonomy as a data organization problem in the language mechanism,,1993,journal article,Knowledge Organization,09437444,International Society for Knowledge Organization,Germany,Viktor Beloozerov,,20,4,196,196,Computer science; Linguistics; Taxonomy (biology),,,,,http://dx.doi.org/10.5771/0943-7444-1993-4-196,http://dx.doi.org/10.5771/0943-7444-1993-4-196,,10.5771/0943-7444-1993-4-196,2888682425,,0,,0
028-282-548-423-872,Computers and the Visual Arts,,1993,journal article,Knowledge Organization,09437444,International Society for Knowledge Organization,Germany,null Veltman,,20,1,2,3,Art; Visual arts,,,,,http://dx.doi.org/10.5771/0943-7444-1993-1-2,http://dx.doi.org/10.5771/0943-7444-1993-1-2,,10.5771/0943-7444-1993-1-2,2888393804,,0,,0
029-949-888-038-46X,Knowledge organization as a problem of bibliographic tool structure,,1993,journal article,Knowledge Organization,09437444,International Society for Knowledge Organization,Germany,Nathalia M. Shindryaeva,,20,4,200,200,Knowledge organization; Computer science; Knowledge management,,,,,http://dx.doi.org/10.5771/0943-7444-1993-4-200,http://dx.doi.org/10.5771/0943-7444-1993-4-200,,10.5771/0943-7444-1993-4-200,2888343484,,0,,0
032-769-268-400-683,A Russian-language UDC reference database,,1993,journal article,Knowledge Organization,09437444,International Society for Knowledge Organization,Germany,Ludmila Lobova; Viktor Beloozerov,,20,4,210,210,Reference database; Russian language; Linguistics; History,,,,,http://dx.doi.org/10.5771/0943-7444-1993-4-210,http://dx.doi.org/10.5771/0943-7444-1993-4-210,,10.5771/0943-7444-1993-4-210,2888742383,,0,,0
033-017-915-616-830,"Rada, R.: From Text to Expertext. (R. Kuhlen) (Transl. into English)",,1993,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,20,3,172,172,,,,,,,http://dx.doi.org/10.5771/0943-7444-1993-3-172,,10.5771/0943-7444-1993-3-172,,,0,,0
035-284-716-132-234,The picture of the world and knowledge organization,,1993,journal article,Knowledge Organization,09437444,International Society for Knowledge Organization,Germany,Alexander A.Krushanov,,20,4,192,192,Sociology; Knowledge organization; Knowledge management,,,,,http://dx.doi.org/10.5771/0943-7444-1993-4-192,http://dx.doi.org/10.5771/0943-7444-1993-4-192,,10.5771/0943-7444-1993-4-192,2888391069,,0,,0
035-401-634-267-143,Electronic terminological thesaurus-type vocabularies in the computerization of education in the humanities,,1993,journal article,Knowledge Organization,09437444,International Society for Knowledge Organization,Germany,Andrej D. Bakulov,,20,4,204,204,Sociology; Library science,,,,,http://dx.doi.org/10.5771/0943-7444-1993-4-204,http://dx.doi.org/10.5771/0943-7444-1993-4-204,,10.5771/0943-7444-1993-4-204,2888548745,,0,,0
035-528-273-635-382,"Kumar, Girja: S. R. Ranganathan: an intellectual biography (M. P. Satija)",,1993,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,20,1,59,59,,,,,,,http://dx.doi.org/10.5771/0943-7444-1993-1-59,,10.5771/0943-7444-1993-1-59,,,0,,0
045-419-161-555-660,The library environment as a form of knowledge organization,,1993,journal article,Knowledge Organization,09437444,International Society for Knowledge Organization,Germany,Margarita Dvorkina,,20,4,198,198,Business; Knowledge organization; Knowledge management,,,,,http://dx.doi.org/10.5771/0943-7444-1993-4-198,http://dx.doi.org/10.5771/0943-7444-1993-4-198,,10.5771/0943-7444-1993-4-198,2888432180,,0,,0
046-562-763-599-474,"Tufte, E. R.: Envisioning information (M. Giesecke)",,1993,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,20,1,61,62,,,,,,,http://dx.doi.org/10.5771/0943-7444-1993-1-61,,10.5771/0943-7444-1993-1-61,,,0,,0
050-916-489-646-089,,,1993,journal issue,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,20,2,,,,,,,,,http://dx.doi.org/10.5771/0943-7444-1993-2,,10.5771/0943-7444-1993-2,,,0,,0
051-332-364-167-989,"Sowa, J. F. (Ed.): Principles of semantic networks – Explorations in the representation of knowledge (O. Sechser)",,1993,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,20,1,60,61,,,,,,,http://dx.doi.org/10.5771/0943-7444-1993-1-60,,10.5771/0943-7444-1993-1-60,,,0,,0
053-356-522-439-820,ISKO News 14,,1993,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,20,3,163,164,,,,,,,http://dx.doi.org/10.5771/0943-7444-1993-3-163,,10.5771/0943-7444-1993-3-163,,,0,,0
053-618-626-309-155,Establishing an information service for indexing languages,,1993,journal article,Knowledge Organization,09437444,International Society for Knowledge Organization,Germany,Valerie Fedosimov; Viktor Beloozerov,,20,4,204,204,Information retrieval; Computer science; Search engine indexing,,,,,http://dx.doi.org/10.5771/0943-7444-1993-4-204-1,http://dx.doi.org/10.5771/0943-7444-1993-4-204-1,,10.5771/0943-7444-1993-4-204-1,2888768794,,0,,0
056-979-885-047-930,Vocabulary control and the virtual database,,1993,journal article,Knowledge Organization,09437444,International Society for Knowledge Organization,Germany,James M. Bower,"Efforts to build «virtual museums» have focussed predominantly on solving problems of rapidity changing interface technology. Insufficient effort has been spent on planning for the «virtual databases» on which these multimedia environments depend, particularly from the viewpoint of scholarly research. The Getty Art History Information Program has developed vocabularies that encourage consistency among scholarly documentation projects―regardless of their technical implementations―through terminology standards. Two vocabularies intended for control of terminology at the point of data capture are described, and scenarios are proposed for their further utility in navigating the complex databases that underlie the virtual museum",20,1,4,7,Automatic identification and data capture; Controlled vocabulary; World Wide Web; Document retrieval; Virtual reality; Vocabulary; Computer science; Proper noun; Terminology; Documentation,,,,,http://dx.doi.org/10.5771/0943-7444-1993-1-4 http://cat.inist.fr/?aModele=afficheN&cpsidt=4925070,http://dx.doi.org/10.5771/0943-7444-1993-1-4,,10.5771/0943-7444-1993-1-4,2471066342,,0,,4
063-406-614-443-902,"Hermes, H. J., Havekost, H. (Eds.): The use of classification systems in OPACs: On the instruments available for ordering and retrieval. (In German) (W. Gödert)",,1993,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,20,3,168,169,,,,,,,http://dx.doi.org/10.5771/0943-7444-1993-3-168,,10.5771/0943-7444-1993-3-168,,,0,,0
064-019-780-155-523,Knowledge Organization Literature 20 (1993) No. 2,,1993,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,20,3,173,186,,,,,,,http://dx.doi.org/10.5771/0943-7444-1993-3-173,,10.5771/0943-7444-1993-3-173,,,0,,0
064-364-555-736-249,Professional environment as an information analysis object,,1993,journal article,Knowledge Organization,09437444,International Society for Knowledge Organization,Germany,Andrej I.Kapterev,,20,4,201,201,Professional environment; Information analysis; Computer science; Knowledge management,,,,,http://dx.doi.org/10.5771/0943-7444-1993-4-201,http://dx.doi.org/10.5771/0943-7444-1993-4-201,,10.5771/0943-7444-1993-4-201,2888114629,,0,,0
065-723-239-027-836,A SUM of science: the taxonomy and methodology of sociophysics,,1993,journal article,Knowledge Organization,09437444,International Society for Knowledge Organization,Germany,Paris Arnopoulos,"Attempt to order the main parameters of scientific theory into a coherent taxonomy. To that end, a System Unification Model (SUM) is constructed which serves as a formal frame classifying the salient structures and functions of empirical existence. The terse presentation should give a synopsis of the scope and method of knowledge organization applicable in a global scale.; ; The methodology used is based on a Triadic Interface Paradigm which combines dialectic and syllogic algorithms to arrive at synthetic conclusions of general applications. This holistic perspective situates the static and dynamic contents of matter, energy and information systems in their space-time context. Finally, these dimensions are manipulated by formal operational codes to produce systemic and systematic knowledge.; ; The Model has been used to demonstrate a new Theory of Sociophysics which integrates the basic principles of social and natural sciences into an all-inclusive conceptual framework. Sociophysics assumes the fundamental isomorphism of nature and culture, thereby projecting heuristic metaphors between them. As a result, it contributes in enhancing, understanding and appreciating the global picture of human reality.",20,3,139,149,Scientific theory; Conceptual framework; Sociology; Artificial intelligence; Isomorphism; Heuristic; Information system; Knowledge organization; Salient; Management science; Unification,,,,,https://spectrum.library.concordia.ca/983137/,http://dx.doi.org/10.5771/0943-7444-1993-3-139,,10.5771/0943-7444-1993-3-139,2500907756,,0,,0
065-776-954-434-253,ICONCLASS. On subject analysis of iconographic representations of works of art,,1993,journal article,Knowledge Organization,09437444,International Society for Knowledge Organization,Germany,Angelika Grund,"The special classification system ICONCLASS, created by Henry van de Waal for the description of occidental art, is considered against the background of art-historical iconography. By means of a number of examples the structure and use of ICONCLASS and its importance for art-historical documentation are illustrated",20,1,20,29,Art; Visual arts; Content analysis; System evaluation; Document analysis; Subject analysis; Iconography; Documentation,,,,,http://cat.inist.fr/?aModele=afficheN&cpsidt=4925073 http://dx.doi.org/10.5771/0943-7444-1993-1-20,http://dx.doi.org/10.5771/0943-7444-1993-1-20,,10.5771/0943-7444-1993-1-20,67023151,,0,,8
065-948-468-332-735,Why ”Knowledge Organization“? The reasons for IC’s change of name,,1993,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,20,1,1,1,,,,,,,http://dx.doi.org/10.5771/0943-7444-1993-1-1,,10.5771/0943-7444-1993-1-1,,,0,,0
069-491-404-343-038,,,1993,journal issue,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,20,1,,,,,,,,,http://dx.doi.org/10.5771/0943-7444-1993-1,,10.5771/0943-7444-1993-1,,,0,,0
070-627-106-828-497,Do You Know Your Colleagues Knowledge Organization?,,1993,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,20,2,63,63,,,,,,,http://dx.doi.org/10.5771/0943-7444-1993-2-63,,10.5771/0943-7444-1993-2-63,,,0,,0
072-262-854-270-373,«On speaking terms»: towards virtual integration of art information,,1993,journal article,Knowledge Organization,09437444,International Society for Knowledge Organization,Germany,Jennifer Trant,"Changing technological paradigms require a new approach to the definition of standards in the area of art information. Technological boundaries between systems are lessening, making new realms of integrated information a possibility. Previously separate databases, image bases, computer aided design systems, and geographical information systems are now being linked into multi-media, interdisciplinary information systems. The potential exists to unite other physically separate information resources into a «virtual database», through a common interface which exploits emerging communications networks. Such integration will only be possible if all systems are built on a shared intellectual framework; unless the information which is gathered today shares a common conceptual structure, integration in the future will not be possible",20,1,8,11,Computer Aided Design; Information technology; Exploit; Information system; Data science; Virtual integration; Information integration; Computer science; Cultural heritage; Information processing,,,,,http://dx.doi.org/10.5771/0943-7444-1993-1-8 http://cat.inist.fr/?aModele=afficheN&cpsidt=4925071,http://dx.doi.org/10.5771/0943-7444-1993-1-8,,10.5771/0943-7444-1993-1-8,2519150917,,0,,4
073-841-666-299-227,Non-parametrieal data analysis in the organization of integrated information systems,,1993,journal article,Knowledge Organization,09437444,International Society for Knowledge Organization,Germany,Andrej Belyakov,,20,4,205,205,Information system; Data science; Computer science,,,,,http://dx.doi.org/10.5771/0943-7444-1993-4-205,http://dx.doi.org/10.5771/0943-7444-1993-4-205,,10.5771/0943-7444-1993-4-205,2888362819,,0,,0
081-618-251-890-005,Library systematology,,1993,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,Vladimir Baranov,,20,4,197,197,,,,,,,http://dx.doi.org/10.5771/0943-7444-1993-4-197,,10.5771/0943-7444-1993-4-197,,,0,,0
084-556-587-117-727,The librarian as the organizer of information and knowledge of the reader,,1993,journal article,Knowledge Organization,09437444,International Society for Knowledge Organization,Germany,Julia Melent'eva,,20,4,199,199,Psychology; Library science,,,,,http://dx.doi.org/10.5771/0943-7444-1993-4-199,http://dx.doi.org/10.5771/0943-7444-1993-4-199,,10.5771/0943-7444-1993-4-199,2888077165,,0,,0
085-658-092-272-403,"Alluri, R., Kemp, D. A., Boll, J. J.: Subject analysis in online catalogs. (O. Oberhauser)",,1993,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,20,3,165,166,,,,,,,http://dx.doi.org/10.5771/0943-7444-1993-3-165,,10.5771/0943-7444-1993-3-165,,,0,,0
085-982-738-462-877,"Satija, M. P., Comaromi, J. P.: Beyond classification: Book Numbers (W. Bies)",,1993,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,20,3,169,170,,,,,,,http://dx.doi.org/10.5771/0943-7444-1993-3-169,,10.5771/0943-7444-1993-3-169,,,0,,0
090-738-437-428-188,Knowledge organization: Its scope and possibilities,,1993,journal article,Knowledge Organization,09437444,International Society for Knowledge Organization,Germany,Ingetraut Dahlberg,,20,4,211,222,Business; Knowledge organization; Knowledge management,,,,,http://dx.doi.org/10.5771/0943-7444-1993-4-211,http://dx.doi.org/10.5771/0943-7444-1993-4-211,,10.5771/0943-7444-1993-4-211,2888552537,,0,,26
100-389-750-284-043,"NISKO’91. International Conference on Knowledge Organization, Terminology and Information Access Management (D. Benediktsson)",,1993,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,20,3,166,168,,,,,,,http://dx.doi.org/10.5771/0943-7444-1993-3-166,,10.5771/0943-7444-1993-3-166,,,0,,0
104-975-764-209-244,Information physics: Hopes and weak points,,1993,journal article,Knowledge Organization,09437444,International Society for Knowledge Organization,Germany,I. A. Boloshin; M. E. Herzenstein,,20,4,194,194,Theoretical physics,,,,,http://dx.doi.org/10.5771/0943-7444-1993-4-194,http://dx.doi.org/10.5771/0943-7444-1993-4-194,,10.5771/0943-7444-1993-4-194,2888451321,,0,,0
108-323-772-885-48X,ISKO News 15,,1993,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,20,4,229,230,,,,,,,http://dx.doi.org/10.5771/0943-7444-1993-4-229,,10.5771/0943-7444-1993-4-229,,,0,,0
116-509-832-503-46X,The role of the ‘Art and Architecture Thesaurus’ in communicating about visual art,,1993,journal article,Knowledge Organization,09437444,International Society for Knowledge Organization,Germany,Pat Molholt; Toni Petersen,"The paper addresses the ways in which computerization and a thesaurus like the Art and Architecture Thesaurus (AAT) influence the organization, description, and understanding of the visual arts. It discusses these issues from the point of view of the AAT and considers how its structure and content serve as a bridging mechanism between the many different manifestations of the visual arts and the different types of organizations serving the viewers of art, whether as students, scholars, collections managers, or the enjoying public. This paper shows how a knowledge base like the AAT helps this variety of users develop approaches to the visual arts and suggests that the special nature of dealing with image rather than text influences how the thesaurus is structured and applied",20,1,30,34,Architecture; World Wide Web; Visual arts; Content analysis; Bridging (networking); Cultural object; Computer science; Knowledge base; Multimedia,,,,,http://dx.doi.org/10.5771/0943-7444-1993-1-30 http://cat.inist.fr/?aModele=afficheN&cpsidt=4925074,http://dx.doi.org/10.5771/0943-7444-1993-1-30,,10.5771/0943-7444-1993-1-30,2467215344,,0,,9
117-701-430-658-30X,Reports and Communications,,1993,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,20,1,54,56,,,,,,,http://dx.doi.org/10.5771/0943-7444-1993-1-54,,10.5771/0943-7444-1993-1-54,,,0,,1
119-334-350-705-525,Titelei/Inhaltsverzeichnis,,1993,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,20,3,I,III,,,,,,,http://dx.doi.org/10.5771/0943-7444-1993-3-i,,10.5771/0943-7444-1993-3-i,,,0,,0
119-619-111-999-924,Compilation and implementation of terminological dictionaries of a new type,,1993,journal article,Knowledge Organization,09437444,International Society for Knowledge Organization,Germany,Vladimir V. Gorshkov; Vladimir M. Lejchik,,20,4,203,203,Artificial intelligence; Natural language processing; Computer science,,,,,http://dx.doi.org/10.5771/0943-7444-1993-4-203,http://dx.doi.org/10.5771/0943-7444-1993-4-203,,10.5771/0943-7444-1993-4-203,2888462814,,0,,0
121-531-355-361-674,Computerized formation of alphabetical subject indexes to classification systems,,1993,journal article,Knowledge Organization,09437444,International Society for Knowledge Organization,Germany,Inna Gendlina,,20,4,209,209,Artificial intelligence; Natural language processing; Computer science,,,,,http://dx.doi.org/10.5771/0943-7444-1993-4-209,http://dx.doi.org/10.5771/0943-7444-1993-4-209,,10.5771/0943-7444-1993-4-209,2888459275,,0,,0
122-413-667-500-572,Reports and Communications,,1993,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,20,3,160,162,,,,,,,http://dx.doi.org/10.5771/0943-7444-1993-3-160,,10.5771/0943-7444-1993-3-160,,,0,,0
122-703-378-850-053,On some contributions of the cognitive sciences and epistemology to a theory of classification,,1993,journal article,Knowledge Organization,09437444,International Society for Knowledge Organization,Germany,G. Marco; F. J. Esteban Navarro,"Intended is first of all a preliminary review of the implications that the new approaches to the theory of classification, mainly from Cognitive Psychology and Epistemology may have for information work and research. As a secondary topic the scientific relations existing among Information Science, Epistemology, and the Cognitive Sciences are discussed. Classification is seen as a central activity in all daily and scientific activities, and, of course, of knowledge organization in information services. There is a mutual implication between classification and conceptualization, as the former moves in a natural way to the latter and the best result elaborated for classification is the concept. Research in concept theory is a need for a Theory of Classification. In this direction it is of outstanding importance to integrate the achievements of natural concept formation theory (NCFT) as an alternative approach to conceptualization different from the traditional one of logicians and problem solving researchers. In clonclusion both approaches are seen as being complementary: the NCFP approach being closer to the user and the logical one being more suitable for experts, including expert systems",20,3,126,132,Epistemology; Interdisciplinarity; Sociology; Knowledge representation and reasoning; Information system; Cognitive science; Knowledge organization; Concept learning; Expert system; Conceptualization; Information science,,,,,http://cat.inist.fr/?aModele=afficheN&cpsidt=3820370 http://dx.doi.org/10.5771/0943-7444-1993-3-126,http://dx.doi.org/10.5771/0943-7444-1993-3-126,,10.5771/0943-7444-1993-3-126,2481504132,,0,,19
126-642-705-583-394,FID/CR News,,1993,journal article,KNOWLEDGE ORGANIZATION,09437444,Nomos Verlag,,,,20,2,94,95,,,,,,,http://dx.doi.org/10.5771/0943-7444-1993-2-94,,10.5771/0943-7444-1993-2-94,,,0,,0
