Lens ID,097-421-372-053-520,116-509-832-503-46X,043-454-317-567-459,036-149-448-029-082,062-055-064-561-85X,061-018-838-320-648,179-132-294-510-213,078-881-949-441-033,116-085-787-369-516,046-376-269-492-795,066-382-980-653-77X,027-396-266-532-738,025-320-084-599-970,118-102-398-817-762,131-292-364-160-556,060-372-899-346-10X,059-611-580-408-33X,007-409-477-173-741,045-388-908-940-286,063-359-887-330-154,Lens ID
034-244-957-935-06X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0290035957930788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017882250214589,034-244-957-935-06X
034-937-628-469-063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.044166795790193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0139211428181376,034-937-628-469-063
039-890-704-429-132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039580024979122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0024442503709729,039-890-704-429-132
043-251-321-340-134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0139963061749821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0299853664553855,043-251-321-340-134
044-023-593-835-730,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0415252521830338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025482696415767,044-023-593-835-730
050-418-334-813-530,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0703602327133509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0363429798306189,050-418-334-813-530
056-843-928-028-56X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0039565472752339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,056-843-928-028-56X
061-894-521-034-918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0324211750805568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0107485913478071,061-894-521-034-918
068-347-597-479-448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0213880400724954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0024249002339448,068-347-597-479-448
077-954-762-700-03X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0450038698204578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018522369644542,077-954-762-700-03X
086-157-478-708-338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028215241254165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0109272314254413,086-157-478-708-338
094-974-208-048-309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0394761337193964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0047339561346429,094-974-208-048-309
098-267-139-915-909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0246981547515629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0033762197138468,098-267-139-915-909
099-514-033-359-088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0412872993813236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001847857591253,099-514-033-359-088
100-935-111-075-54X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0996025910628775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0088559478772193,100-935-111-075-54X
101-548-643-785-143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0569957631259947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0244017081379671,101-548-643-785-143
101-786-473-793-24X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0352521671796774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0041779580309519,101-786-473-793-24X
103-364-820-610-122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0626984404795394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001678369137628,103-364-820-610-122
104-511-034-288-619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0203086947270444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0035798430435754,104-511-034-288-619
117-281-186-702-242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.046295793898376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0047091696021102,117-281-186-702-242
120-820-618-313-83X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0323974597304557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0099890085557296,120-820-618-313-83X
124-748-119-715-692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0551456994825783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0036782656688545,124-748-119-715-692
129-190-637-644-62X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000770218519123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.040226090080821,129-190-637-644-62X
135-514-499-218-272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0872634064789056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0138765603868216,135-514-499-218-272
139-415-373-727-671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0547434920148278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0309328359276722,139-415-373-727-671
146-586-701-703-282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0780367907183884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,146-586-701-703-282
158-139-147-446-223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0235122350236735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0114118941421491,158-139-147-446-223
191-348-260-799-474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0470992858246205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0173903061777252,191-348-260-799-474
191-464-698-912-126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0689888682185634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0121696979394145,191-464-698-912-126
006-948-163-366-774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0379995931249378,0.0,0.0524482917308033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,006-948-163-366-774
013-996-415-887-147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0065966179757107,0.0,0.045218345628794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,013-996-415-887-147
026-982-172-464-821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0713166783808257,0.0,0.0285848402664584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,026-982-172-464-821
030-902-854-635-052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0340836241410387,0.0,0.0501794905336804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,030-902-854-635-052
030-929-233-804-44X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0398887785883769,0.0,0.074342087283909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,030-929-233-804-44X
037-935-884-055-847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0353235454020126,0.0,0.0397930599234694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,037-935-884-055-847
046-402-144-705-650,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0259631502217285,0.0,0.0657217301580435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,046-402-144-705-650
050-238-052-849-254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0456384933060377,0.0,0.084667096875307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,050-238-052-849-254
050-962-085-082-050,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0161501198168756,0.0,0.0215277559500335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,050-962-085-082-050
054-305-338-343-34X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0316396397766361,0.0,0.0460336842161367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,054-305-338-343-34X
056-709-260-660-68X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0271372021490999,0.0,0.0205595676227289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,056-709-260-660-68X
064-607-448-852-803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0081215498711982,0.0,0.053095276222601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,064-607-448-852-803
078-451-133-512-02X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0166588577863004,0.0,0.0238396527814507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,078-451-133-512-02X
101-931-016-895-249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0219680589326102,0.0,0.0342299580542746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101-931-016-895-249
106-258-436-803-499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0220591103756492,0.0,0.0316613099414804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106-258-436-803-499
108-795-741-054-873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0232509614436773,0.0,0.0429642877170046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108-795-741-054-873
111-417-084-591-248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0599768235669249,0.0,0.0198220511765783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111-417-084-591-248
115-384-194-385-151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008024671651437,0.0,0.0174641951352377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115-384-194-385-151
118-400-153-349-767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0205530976630031,0.0,0.0156029119062633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118-400-153-349-767
129-335-229-947-343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0236315630273228,0.0,0.0129603972649512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129-335-229-947-343
129-809-003-331-783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0317027773675858,0.0,0.0329297739405055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129-809-003-331-783
131-111-699-854-730,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0356753005663443,0.0,0.0346970332957345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131-111-699-854-730
132-396-141-682-245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0241557876755163,0.0,0.0480129695651468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132-396-141-682-245
145-162-485-543-214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0475656878663826,0.0,0.0561457619461714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145-162-485-543-214
164-013-219-239-121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0207390038943418,0.0,0.0580626566224999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164-013-219-239-121
187-701-961-076-877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0451358039243353,0.0,0.0890996567941764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,187-701-961-076-877
001-542-585-753-06X,0.0,0.0,0.0,0.0,0.0,0.0,0.0530078582728434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0153043344644645,0.0,0.0,0.0,0.0,0.0,001-542-585-753-06X
002-227-810-181-405,0.0,0.0,0.0,0.0,0.0,0.0,0.0189868256661164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.076231124375983,0.0,0.0,0.0,0.0,0.0,002-227-810-181-405
006-260-890-457-159,0.0,0.0,0.0,0.0,0.0,0.0,0.0087687587266176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0156880884606487,0.0,0.0,0.0,0.0,0.0,006-260-890-457-159
008-962-886-761-456,0.0,0.0,0.0,0.0,0.0,0.0,0.021889788797945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0766655618605678,0.0,0.0,0.0,0.0,0.0,008-962-886-761-456
009-175-881-547-438,0.0,0.0,0.0,0.0,0.0,0.0,0.0497523524246925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0349588392420793,0.0,0.0,0.0,0.0,0.0,009-175-881-547-438
013-595-252-334-822,0.0,0.0,0.0,0.0,0.0,0.0,0.0133126787074338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0508441081606332,0.0,0.0,0.0,0.0,0.0,013-595-252-334-822
014-498-810-516-367,0.0,0.0,0.0,0.0,0.0,0.0,0.0168380590172224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0088340410016674,0.0,0.0,0.0,0.0,0.0,014-498-810-516-367
024-276-265-590-973,0.0,0.0,0.0,0.0,0.0,0.0,0.0683643534608241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0543346513214486,0.0,0.0,0.0,0.0,0.0,024-276-265-590-973
031-650-207-787-672,0.0,0.0,0.0,0.0,0.0,0.0,0.0320869810616283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0477139575414178,0.0,0.0,0.0,0.0,0.0,031-650-207-787-672
032-920-635-083-229,0.0,0.0,0.0,0.0,0.0,0.0,0.0490094330390365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004702199804922,0.0,0.0,0.0,0.0,0.0,032-920-635-083-229
033-555-573-298-315,0.0,0.0,0.0,0.0,0.0,0.0,0.048718770680069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0038741696578545,0.0,0.0,0.0,0.0,0.0,033-555-573-298-315
050-571-717-599-069,0.0,0.0,0.0,0.0,0.0,0.0,0.0592855561890459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0501593725896103,0.0,0.0,0.0,0.0,0.0,050-571-717-599-069
065-723-239-027-836,0.0,0.0,0.0,0.0,0.0,0.0,0.0524563879035743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0582475436297596,0.0,0.0,0.0,0.0,0.0,065-723-239-027-836
067-195-084-305-016,0.0,0.0,0.0,0.0,0.0,0.0,0.0612462061868858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0465230605286474,0.0,0.0,0.0,0.0,0.0,067-195-084-305-016
072-364-355-191-82X,0.0,0.0,0.0,0.0,0.0,0.0,0.0335101536598266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0110663002727761,0.0,0.0,0.0,0.0,0.0,072-364-355-191-82X
076-823-648-953-459,0.0,0.0,0.0,0.0,0.0,0.0,0.0523933239628812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0662101357147113,0.0,0.0,0.0,0.0,0.0,076-823-648-953-459
078-012-100-970-29X,0.0,0.0,0.0,0.0,0.0,0.0,0.020102560555498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0294164332460915,0.0,0.0,0.0,0.0,0.0,078-012-100-970-29X
082-495-474-227-605,0.0,0.0,0.0,0.0,0.0,0.0,0.0286315320844298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0235399819301702,0.0,0.0,0.0,0.0,0.0,082-495-474-227-605
084-598-061-461-73X,0.0,0.0,0.0,0.0,0.0,0.0,0.0359621088772784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.101098647837787,0.0,0.0,0.0,0.0,0.0,084-598-061-461-73X
093-639-455-889-549,0.0,0.0,0.0,0.0,0.0,0.0,0.0048693717037008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0395719356549865,0.0,0.0,0.0,0.0,0.0,093-639-455-889-549
096-969-589-679-820,0.0,0.0,0.0,0.0,0.0,0.0,0.044161774675452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0342263479349282,0.0,0.0,0.0,0.0,0.0,096-969-589-679-820
103-743-287-428-874,0.0,0.0,0.0,0.0,0.0,0.0,0.0383741305386094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0301836994754032,0.0,0.0,0.0,0.0,0.0,103-743-287-428-874
108-951-652-767-38X,0.0,0.0,0.0,0.0,0.0,0.0,0.0530246274267402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0509186918215364,0.0,0.0,0.0,0.0,0.0,108-951-652-767-38X
109-760-057-069-354,0.0,0.0,0.0,0.0,0.0,0.0,0.0166749864489972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0270544133360777,0.0,0.0,0.0,0.0,0.0,109-760-057-069-354
110-917-132-699-697,0.0,0.0,0.0,0.0,0.0,0.0,0.0329297214504734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0256021399639253,0.0,0.0,0.0,0.0,0.0,110-917-132-699-697
120-465-396-538-465,0.0,0.0,0.0,0.0,0.0,0.0,0.0268351768783864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0081073136316259,0.0,0.0,0.0,0.0,0.0,120-465-396-538-465
127-655-016-585-334,0.0,0.0,0.0,0.0,0.0,0.0,0.0267419029762825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0252810679053917,0.0,0.0,0.0,0.0,0.0,127-655-016-585-334
132-693-568-339-041,0.0,0.0,0.0,0.0,0.0,0.0,0.0337614354378685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038650736975123,0.0,0.0,0.0,0.0,0.0,132-693-568-339-041
134-995-876-286-996,0.0,0.0,0.0,0.0,0.0,0.0,0.0225426988337889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0101540733921553,0.0,0.0,0.0,0.0,0.0,134-995-876-286-996
135-471-224-323-287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0226888745022168,0.0,0.0,0.0,0.0,0.0,135-471-224-323-287
149-853-331-952-574,0.0,0.0,0.0,0.0,0.0,0.0,0.0684324169493302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0441581477785932,0.0,0.0,0.0,0.0,0.0,149-853-331-952-574
152-347-604-820-830,0.0,0.0,0.0,0.0,0.0,0.0,0.0121106461431731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0773622536759098,0.0,0.0,0.0,0.0,0.0,152-347-604-820-830
154-969-566-820-758,0.0,0.0,0.0,0.0,0.0,0.0,0.0519605405921173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0944643908493598,0.0,0.0,0.0,0.0,0.0,154-969-566-820-758
170-177-625-955-412,0.0,0.0,0.0,0.0,0.0,0.0,0.0137919555123235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.049839961014248,0.0,0.0,0.0,0.0,0.0,170-177-625-955-412
173-631-094-662-915,0.0,0.0,0.0,0.0,0.0,0.0,0.0638618512698073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1281015129020162,0.0,0.0,0.0,0.0,0.0,173-631-094-662-915
173-877-453-721-519,0.0,0.0,0.0,0.0,0.0,0.0,0.0349873674399923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0621206370755799,0.0,0.0,0.0,0.0,0.0,173-877-453-721-519
180-963-788-596-582,0.0,0.0,0.0,0.0,0.0,0.0,0.0910167424003113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0389556251668131,0.0,0.0,0.0,0.0,0.0,180-963-788-596-582
182-158-356-687-801,0.0,0.0,0.0,0.0,0.0,0.0,0.0342530718852156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0242522222684852,0.0,0.0,0.0,0.0,0.0,182-158-356-687-801
193-381-516-111-686,0.0,0.0,0.0,0.0,0.0,0.0,0.0060401699560518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0347182526653882,0.0,0.0,0.0,0.0,0.0,193-381-516-111-686
003-149-126-851-754,0.0,0.0,0.0312567626691817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0036829976750252,0.0,0.0,0.0,0.0,003-149-126-851-754
013-594-974-562-515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0157411095463109,0.0,0.0,0.0,0.0,013-594-974-562-515
019-178-979-244-511,0.0,0.0,0.0157179967457198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0170594519536681,0.0,0.0,0.0,0.0,019-178-979-244-511
026-156-970-219-041,0.0,0.0,0.0080569683389921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027350255206977,0.0,0.0,0.0,0.0,026-156-970-219-041
040-208-896-050-485,0.0,0.0,0.0142586590858483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0456556722738565,0.0,0.0,0.0,0.0,040-208-896-050-485
053-639-636-683-581,0.0,0.0,0.0167373400772693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0378400494580816,0.0,0.0,0.0,0.0,053-639-636-683-581
057-197-413-657-247,0.0,0.0,0.009931594358479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,057-197-413-657-247
057-230-358-061-61X,0.0,0.0,0.0370837327045148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031359153854163,0.0,0.0,0.0,0.0,057-230-358-061-61X
062-724-086-574-032,0.0,0.0,0.0250291659959858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0768581330856854,0.0,0.0,0.0,0.0,062-724-086-574-032
066-162-924-625-788,0.0,0.0,0.0169089442244693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0507179694534631,0.0,0.0,0.0,0.0,066-162-924-625-788
066-611-818-335-788,0.0,0.0,0.0215115619247055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0679555187117205,0.0,0.0,0.0,0.0,066-611-818-335-788
068-575-306-450-958,0.0,0.0,0.024199255929212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.040174268655721,0.0,0.0,0.0,0.0,068-575-306-450-958
071-572-690-596-47X,0.0,0.0,0.0362135284785867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0440095415948334,0.0,0.0,0.0,0.0,071-572-690-596-47X
081-472-552-790-009,0.0,0.0,0.0046131994117229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0394131418181054,0.0,0.0,0.0,0.0,081-472-552-790-009
094-882-702-642-495,0.0,0.0,0.0266138308253432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0311205290377984,0.0,0.0,0.0,0.0,094-882-702-642-495
104-095-760-090-607,0.0,0.0,0.001644120918388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0042718882248539,0.0,0.0,0.0,0.0,104-095-760-090-607
105-100-051-441-427,0.0,0.0,0.0182350231288058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.048050729814586,0.0,0.0,0.0,0.0,105-100-051-441-427
105-344-783-651-500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105-344-783-651-500
110-502-601-552-555,0.0,0.0,0.0443661059610693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009706208297398,0.0,0.0,0.0,0.0,110-502-601-552-555
122-703-378-850-053,0.0,0.0,0.0129364795022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0091948427660579,0.0,0.0,0.0,0.0,122-703-378-850-053
129-443-446-272-731,0.0,0.0,0.0169980072897957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0221170325523512,0.0,0.0,0.0,0.0,129-443-446-272-731
129-518-699-808-841,0.0,0.0,0.036190387581919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0042365539018373,0.0,0.0,0.0,0.0,129-518-699-808-841
148-753-200-673-175,0.0,0.0,0.0379945445027349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1029363106538709,0.0,0.0,0.0,0.0,148-753-200-673-175
165-166-377-215-209,0.0,0.0,0.0243632867640123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0139638981597013,0.0,0.0,0.0,0.0,165-166-377-215-209
167-707-200-597-186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1588921107224442,0.0,0.0,0.0,0.0,167-707-200-597-186
169-888-128-565-929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0267979867226809,0.0,0.0,0.0,0.0,169-888-128-565-929
174-044-959-189-259,0.0,0.0,0.0094187391018226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,174-044-959-189-259
185-847-512-601-188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0191153368524414,0.0,0.0,0.0,0.0,185-847-512-601-188
190-805-304-109-100,0.0,0.0,0.0037283650429683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0306453281883612,0.0,0.0,0.0,0.0,190-805-304-109-100
194-391-518-246-985,0.0,0.0,0.0263229073971638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0480937354630558,0.0,0.0,0.0,0.0,194-391-518-246-985
000-189-988-224-76X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0246392099564121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,000-189-988-224-76X
